pk_id_milestone_status_info,version,date_from,date_to,id,"outcome_sumary","milestone_evidence","other_reason","gender_justification","youth_justification","capdev_justification","climate_justification"
253,1,1900-01-01 00:00:00,2200-01-01 00:00:00,341,"Important steps were taken towards achieving the outcome in 2018. A portfolio of 29 and 25 community forest enterprises established in Cameroon and the Gambia respectively, as well as significant degraded area put under governance mechanisms through several projects in Asia, Africa and Latin America.","Evidence for completed milestone availablehere.",,".",".",".","."
254,1,1900-01-01 00:00:00,2200-01-01 00:00:00,342,"A systematic review on tropical forests and fisheries was completed. Other important studies and policy recommendations on diets and nutrition were completed in Indonesia, Ethiopia, Tanzania, Kenya and Gabon. New tree-portfolio based nutrition and diverse diet recommendations have also contributed to literature.","Evidence for completed milestone availablehere",,".",".",".","."
255,1,1900-01-01 00:00:00,2200-01-01 00:00:00,343,"Progress has been recorded in supporting sustainable forests, tree and agroforestry governance across Africa, Asia and Latin America, notably in the areas of developing business cases and implementing community forestry, ecosystem-based adaptation, co-investments in ecosystem services and restoration. Over 500 people trained.","Evidence for completed milestone availablehere.",,".",".",".","."
256,1,1900-01-01 00:00:00,2200-01-01 00:00:00,344,"The target indicator of achievement used has been the number of key boundary partner institutions engaged/ adopting/applying the innovations provided, i.e. no. of national institutions and international organizations engaged in tree genetic resource conservation that are adopting tools and indicators (threat analysis) in developing tree genetic resource conservation plans. The annual target of 3-5 institutions in three regions has been achieved.","Distribution maps of 72 species in process, 7 journal articles on the screening of diversity and measures for maintenance (safeguarding and conservation), and 1 journal article on processes that shape ecosystem service provisioning of Brazil nuts in the Amazon.",,"not applicable","not applicable","significant","significant"
257,1,1900-01-01 00:00:00,2200-01-01 00:00:00,345,"The target indicator of achievement used has been the number of key boundary partner institutions engaged/ adopting/applying the innovations provided, i.e. no. of national (private or public) tree germplasm supplying institutions or entities adopting ‘genetic business plans’ applying diversity, adaptation and economic returns in their deployment strategy; the annual target of 3-5 institutions in three regions has been achieved.","A strategy developed for supporting human nutrition in Africa through the integration of new and orphan crops, using exemplar crop analysis to guide the building of business models and breeding. 5 genomes, 9 articles on characterization, 3 articles on cultivar development, and 1 article on suitability modeling published.",,"significant","significant","significant","significant"
258,1,1900-01-01 00:00:00,2200-01-01 00:00:00,346,"The target indicator of achievement used has been the number of key boundary partner institutions engaged/ adopting/applying the innovations provided, i.e. no. of national (private or public) tree germplasm supplying institutions or entities adopting ‘genetic business plans’ applying diversity, adaptation and economic returns in their deployment strategy; the annual target of 3-5 institutions in three regions has been achieved.","A general policy review is in process; a regulatory strategy informing national tree seed systems has been developed for Latin America and is underway in Asia. A global indicator framework for monitoring diversity has been prepared; and mass breeding is being applied at scale in East Africa. Suitability modeling of tree species to current and future climates has developed further, in the form of theory (articles), tools (web and mobile based), and field application. ",,"not applicable","not applicable","significant","significant"
259,1,1900-01-01 00:00:00,2200-01-01 00:00:00,347,"Progress towards the outcome and evidencing has accelerated through: IFAD loan programs in Niger, Mali, Ethiopia and Kenya; an impact pathway in 12 African countries through the GEF program on resilient food security in sub-Saharan Africa; embedded staff in the Ethiopian ministry to assist national agroforestry scaling strategy delivery; agroforestry policies in Rwanda, Uganda and Nepal; agroecological initiatives in two Indian states; and control of fall army worm in Africa. Livelihood system models not only demonstrate food security outcomes associated with trees over time but also inform option design capable of producing transformative outcomes.","Livelihood trajectory models for Kenya and Ethiopia; ecophysiological and local knowledge models for coffee applied in Rwanda, Uganda and China; and oil palm agroforestry fostering socially inclusive and sustainable production in Brazil.",,".",".",".","."
260,1,1900-01-01 00:00:00,2200-01-01 00:00:00,348,"A key feature of the FP2 theory of change relates to perverse effects of forest policy and agricultural incentives as barriers to adoption of market-based agroforestry practices, the reform of which often requires innovative cross-sector and inter-ministerial action to unlock livelihood opportunities for smallholder farmers.","National: agroforestry and strategy plan in Rwanda, parliamentary policy process in Uganda, scaling strategy in Ethiopia, policy in Nepal, regional regreening policy in northern Ghana and implementation of agroforestry concessions in Peru.",,".",".",".","."
261,1,1900-01-01 00:00:00,2200-01-01 00:00:00,349,"The majority of tree-crop commodity production is by smallholder farmers, but they accrue a low proportion of the industry value of products they produce, and are subject to price fluctuations. Diversification of rubber production systems in China is a key sustainable intensification strategy - already reported in previous years and augmented here with progress in coffee diversification.","Performance measures for climate change mitigation of rubber agroforestry from previously reported green rubber options in South West China are augmented by progress in promoting sustainable coffee agroforestry.",,".",".",".","."
262,1,1900-01-01 00:00:00,2200-01-01 00:00:00,350,"A key constraint to farmer managed regeneration of trees is free grazing of livestock; measures to integrate livestock and trees are therefore critical for realizing the benefits of trees on farm land and across agricultural landscapes in sub-Saharan Africa.","Integrating crop and livestock in smallholder production systems for food security and poverty reduction in sub-Saharan Africa.",,".",".",".","."
263,1,1900-01-01 00:00:00,2200-01-01 00:00:00,351,"Ruminant livestock are a major contributor of greenhouse gas emissions but integrating livestock with trees and crops in silvopastoral systems can reduce emissions at the same time as improving productivity and sustainability of production systems, particularly through avoiding or reversing land degradation.","Multi-scale measurements show limited soil greenhouse gas emissions in Kenyan smallholder coffee-dairy systems. Comparative analysis of climate change impact on livestock in relation to biomass base feed availability using standardized precipitation index in south-western Ethiopia.",,".",".",".","."
264,1,1900-01-01 00:00:00,2200-01-01 00:00:00,352,"Performed analysis of implementation gaps behind:- FSC certification in 7 countries;- livestock zero-deforestation commitments in Brazil;- oil palm sustainable commitments in Indonesia;- livestock and cacao zero-deforestation commitments in Colombia;- Cocoa and Forest initiative in Ghana; - engagement with stakeholders in 7 landscapes.","Implementing sustainability commitments for palm oil in Indonesia: Governance arrangements of sustainability initiatives involving public and private actors.Shaping the implementation of the FSC standard: The case of auditors in Brazil.Making international standards more credible: The case of the FSC forest management label",,".",".",".","."
265,1,1900-01-01 00:00:00,2200-01-01 00:00:00,353,"FP3 conducted structured consultations with over 50 inclusive business proponents, including 4 multi-stakeholder seminars. This helped establish new partnerships to develop collaborative and need-driven research in 2019. This will form the foundation for supporting a change in business (model) practices in 2019. Interactive map (of Papua) under development. Blogs planned for October. Session at ICBE conference in Papua in October.","Workshop reports available upon request.",,".",".",".","."
266,1,1900-01-01 00:00:00,2200-01-01 00:00:00,354,"FP3 developed a conceptual framework identifying the main barriers to accessing finance for smallholders and SMEs, and are working on a compendium of successful blended finance initiatives and their approaches towards inclusive landscape financing.","Due to changes in personnel, development of the conceptual framework was delayed. The framework document is still an open document and can be available upon request.","changes in personnel",".",".",".","."
267,1,1900-01-01 00:00:00,2200-01-01 00:00:00,355,"CIFOR’s Global Comparative Study on REDD+ published a bookTransforming REDD+: Lessons and new directions.ICRAF published a special feature in Ecology and Society journal, on Twenty years of community forestry in Cameroon:Opportunities and challenges for sustainable development.FTA is supporting the establishment of the International Tropical Peatland Center in Indonesia.","The report is avaliable&nbsp;here.&nbsp;All the published 2-pagers are availibale&nbsp;here.The remaining 2-page profiles will also be made avaliable on this website once they finalized.The completed SLRTs will be posted&nbsp;onlineat the GCF Impact Platform. Due to the additional time required to complete the assessments, still in the process of obtaining consent to post online from all the jurisdictions. Much of the delays were due the elections.",,,,,
268,1,1900-01-01 00:00:00,2200-01-01 00:00:00,356,"FP5 continued analyzing EbA and joint mitigation and adaptation approaches in policies (e.g. through policy network analysis in Peru, Indonesia and Brazil) and practices (e.g. through systematic reviews and comparative case studies on the management of ecosystem services for climate change solutions). Terra-i shines a light on deforestation throughout the tropics to help government agencies, civil society and the private sector monitor forest change on a monthly timescale and at 250 m spatial resolution. Through the project website, Global Forest Watch and other platforms, Terra-i supports reductions in deforestation using ‘sticks’ such as government control functions, and ‘carrots’ such as the private sector touting zero-deforestation supply chains. Reductions in deforestation lead to a corresponding reduction in greenhouse gas emissions.","Terra-i was improved to incorporate three levels of analysis (Level 1: Early alerts of changes; Level 2: Quantification of the loss of forest cover; Level 3: Identification of causes and drivers of deforestation) and use new radar.",,,,,
269,1,1900-01-01 00:00:00,2200-01-01 00:00:00,357,"Report on calorific values of different bamboo species in different product forms based on life cycle analysis of bamboo performance in different energy forms- ongoing.","ongoing",,,,,
270,1,1900-01-01 00:00:00,2200-01-01 00:00:00,358,"The global survey of subnational REDD+ initiatives has grown tremendously through a new partnership with Earth Innovation Institute (EII), the Governors’ Forests and Climate (GCF) Task Force, and the Climate Community and Biodiversity Alliance (CCBA). FP5 now refers to this collaborative work as the assessment of jurisdictional sustainability across the tropics, which better reflects its broader scope. ","Evidence availablehere.",,,,,
271,1,1900-01-01 00:00:00,2200-01-01 00:00:00,359,"RDL
focused efforts in 6 countries: Ethiopia, Ghana, Kenya, Tanzania, Colombia and
Peru on: 1) recommendations for land restoration developed in collaboration
with local stakeholders; 2) Mapping land degradation projects at national level
and developing rapid indicators for determining soil health in agricultural
lands; 3) a synthesis of land restoration successes and failures, and identification
of barriers and pathways to adoption; and 4) providing knowledge on land
restoration options to policy makers and stakeholders interested in land
restoration investments.","Final reports in process for Ethiopia, Tanzania (blog), Ghana and Kenya (blog). Final delivery in 2019.Land degradation maps corresponding restoration strategies and cost-benefit analysis in Kenya, Malawi and Uganda: submitted to World Bank; waiting for approval.Manual for seed production, training materials published and videos.https://ccafs.cgiar.org/news/lushoto-district-climate-change-learning-alliance-reveals-priorities-land-restorationhttps://wle.cgiar.org/thrive/2018/11/22/conservation-agriculture-pays-end	https://youtu.be/iCy_myLfV1I
 
 ",,"N/A",,,
272,1,1900-01-01 00:00:00,2200-01-01 00:00:00,360,"RDL
focused efforts in 6 countries: Ethiopia, Ghana, Kenya, Tanzania, Colombia and
Peru on: 1) recommendations for land restoration developed in collaboration
with local stakeholders; 2) Mapping land degradation projects at national level
and developing rapid indicators for determining soil health in agricultural
lands; 3) a synthesis of land restoration successes and failures, and identification
of barriers and pathways to adoption; and 4) providing knowledge on land
restoration options to policy makers and stakeholders interested in land
restoration investments.","Technically complete but we still plan to evaluate and disseminate results. Colombian farmers implementing sustainable intensification and landscape restoration participated in a pilot simulating the application of an agri-environmental financial incentive by Financing Fund for the Agricultural Sector in Colombia (FINAGRO).Twitter Link 1 https://twitter.com/maromero_CIAT/status/1045765755487350784Twitter Link 2 https://twitter.com/maromero_CIAT/status/1045755204833091588",,"N/A",,,
273,1,1900-01-01 00:00:00,2200-01-01 00:00:00,361,"WLE
supported co-design and pilot-testing land use practices to enable farmers to improve
their capacity to mitigate and adapt to climate change in Amazonian degraded
lands (Colombia and Peru).

Land
degradation and soil carbon
models and assessments were completed in two African countries; the results
should benefit national and county level planning and decision making.&nbsp;WLE advanced understanding on gender in
land restoration initiatives.","
 Land
 degradation hotspots and policy options assessed combining modeling,
 participatory stakeholder consultations and field validation - Policy brief. 
 This county policy brief is complemented by adetailed
 report.",,"N/A",,,
274,1,1900-01-01 00:00:00,2200-01-01 00:00:00,362," 
 
 WLE/ICRAF introduced a new decision
 analysis framework for ex anteevaluation
 to support improved planning and efficient monitoring of land restoration
 initiatives. We illustrated how the
 110+ countries signatories of the&nbsp;United Nations Convention to Combat Desertification (UNCCD)’s Land Degradation
 Neutrality Target Setting Programme could use it. Piloting of the framework
 in a restoration project in Ethiopia was also initiated.
 Training and advisory services were
 provided to multiple stakeholders in applying low cost soil-plant health
 measurements in nine countries. WLE has trained over 1000 people from 17
 countries. More African and Asian countries plan to adopt the technology.
 

","Malawi land use changes report, 2019 Design of independent evaluation of interventions in Malawi.Decision analysis framework (abstract here). Outputs here, and here.Land health work here.Technical report on soil carbon management practices is due in 2019.",,,,,
275,1,1900-01-01 00:00:00,2200-01-01 00:00:00,363," 
 
 WLE/ICRAF introduced a new decision
 analysis framework for ex anteevaluation
 to support improved planning and efficient monitoring of land restoration
 initiatives. We illustrated how the
 110+ countries signatories of the&nbsp;United Nations Convention to Combat Desertification (UNCCD)’s Land Degradation
 Neutrality Target Setting Programme could use it. Piloting of the framework
 in a restoration project in Ethiopia was also initiated.
 Training and advisory services were
 provided to multiple stakeholders in applying low cost soil-plant health
 measurements in nine countries. WLE has trained over 1000 people from 17
 countries. More African and Asian countries plan to adopt the technology.
 

","Calibrations for total elemental analysis using portable x-ray fluorescence for soils, plants, manures, and fertilizers were used by multiple agencies for multi-element plant analysis. A low cost, handheld, near infrared spectrometer for soil testing was tested in partnership with Global Good",,"N/A",,,
276,1,1900-01-01 00:00:00,2200-01-01 00:00:00,364,"Practical tools can be used to inform water and land management solutions and investments. The Gender in Irrigation Learning Tool (GILIT, 2017) was piloted for watershed
interventions in India; now demanded by users in Mozambique, Central America
and West Africa. A tool promoting small
scale irrigation technologies was developed and applied by the Innovation Lab for
Small-Scale Irrigation, working with private sector partners.
 There
 is a need for identifying options to enhance the quality and quantity of
 investments in small scale water and land management. In 2018 WLE identified,
 refined and shared several investment options with public and private sector
 institutions and influenced investment policies in one country.
 Attractive
 business models can enhance the quality and quantity of investments in better
 agricultural land and water management solutions. WLE has developed and
 shared widely potential business models for investments in solar irrigation
 in Africa and India.
 WLE is working with several countries to identify policies that
 will enhance adoption of effective water and land management, and strengthen
 development programs with the same aim. Ethiopia has incorporated policy
 recommendations and the governments of Uttar Pradesh (India) and Ghana have
 requested scaling up of pilots and
 additional support.
 ","Milestone accomplished in Madagascar, Mali, Niger, Rwanda, Tanzania and Ethiopia. Three business models published in 2017-2018: Ethiopia: A catalog of management options for ecosystem restoration (Mekuria et al. 2017)Ethiopia and Ghana: solar pump based irrigation (Otoo et al. 2018). Shared business models at several events including:http://www.fao.org/land-water/events/solartech/en/http://www.fao.org/in-action/water-for-poverty-in-africa/finalprojectworkshop/en/",,"N/A",,,
277,1,1900-01-01 00:00:00,2200-01-01 00:00:00,365,"Practical tools can be used to inform water and land management solutions and investments. The Gender in Irrigation Learning Tool (GILIT, 2017) was piloted for watershed
interventions in India; now demanded by users in Mozambique, Central America
and West Africa. A tool promoting small
scale irrigation technologies was developed and applied by the Innovation Lab for
Small-Scale Irrigation, working with private sector partners.
 There
 is a need for identifying options to enhance the quality and quantity of
 investments in small scale water and land management. In 2018 WLE identified,
 refined and shared several investment options with public and private sector
 institutions and influenced investment policies in one country.
 Attractive
 business models can enhance the quality and quantity of investments in better
 agricultural land and water management solutions. WLE has developed and
 shared widely potential business models for investments in solar irrigation
 in Africa and India.
 WLE is working with several countries to identify policies that
 will enhance adoption of effective water and land management, and strengthen
 development programs with the same aim. Ethiopia has incorporated policy
 recommendations and the governments of Uttar Pradesh (India) and Ghana have
 requested scaling up of pilots and
 additional support.
 ","Recommendations incorporated into policy and development programs e.g. irrigation equipment tax exemption, soil fertility maps (Ethiopia).Government of Uttar Pradesh (India) requested scaling up integrated agricultural water management pilots.Ghana requests further support on conservation agriculture. Danish pump company considering market expansion. Reported at workshop",,"N/A",,,
278,1,1900-01-01 00:00:00,2200-01-01 00:00:00,366," 
 
 Across four countries and dozens of irrigation schemes, the
 use of simple tools (soil moisture, soil nutrient concentration) supports
 water and labor savings, yield increases and economic benefit to farmers,
 whilst contributing towards water productivity gains. These pilots are being
 scaled with partners in Zimbabwe and Uzbekistan.
 Tools such as the Online Irrigation Benchmarking SystemOIBS and System Asset Management have been
 developed, with data sets; to be released in 2019. Knowledge products on
 training and capacity development with gender conscious approaches in water
 user associations in Tajikistan led to recommendations to USAID for targeting
 training of female farmers.
 
 
 
 

","
 Myanmar: Pywar Ywar Pump
 Irrigation Project, developednew pump energy model, Best
 Management Practices for high value crops (BMPs), developed capacity in National Agricultural Research Systems
 ,assessed market opportunities; learning site for 300 similar schemes.
 Zimbabwe: Leveraged support to
 extend frompilots insix irrigation schemes 2013-2017, to
 scale to 30+ schemes.",,"NA",,,
279,1,1900-01-01 00:00:00,2200-01-01 00:00:00,367," 
 
 Across four countries and dozens of irrigation schemes, the
 use of simple tools (soil moisture, soil nutrient concentration) supports
 water and labor savings, yield increases and economic benefit to farmers,
 whilst contributing towards water productivity gains. These pilots are being
 scaled with partners in Zimbabwe and Uzbekistan.
 Tools such as the Online Irrigation Benchmarking SystemOIBS and System Asset Management have been
 developed, with data sets; to be released in 2019. Knowledge products on
 training and capacity development with gender conscious approaches in water
 user associations in Tajikistan led to recommendations to USAID for targeting
 training of female farmers.
 
 
 
 

","
 Partners
 and projects were not in place for delivery. 
 The Flagship portfolio now holds several projects suitable for this
 analysis. Additional input for 2019 delivery may include ICARDA Egypt and
 IFPRI Ethiopia assessment of national irrigation schemes.",,"N/A",,,
280,1,1900-01-01 00:00:00,2200-01-01 00:00:00,368,"Analysis of
business case options for Index-based flood insurance (IBFI) has been
completed, providing insights on approaches for funding IBFI schemes. The
report will be published in 2019. Drought and
flood early warning tools developed and disseminated for use in India and Sri
Lanka. Uptake of drought tools has been particularly successful. 



Analysis of equity issues associated with Index
Based Flood Insurance (IBFI) trials conducted in India and Bangladesh is completed.
Forthcoming reports make recommendations on how to better include vulnerable
groups in the schemes. Both Indian government and insurance companies are
indicating interest to further scale-up.","Two trials on Index Based Flood Insurance (IBFI) completed in India. Report and two technical briefs for India and Bangladesh forthcoming 2019.Both governments and insurance companies interested in scaling up, including use of WLE-developed technology in the Bihar Crop Assistance Scheme for rapid payout.",,"N/A",,,
281,1,1900-01-01 00:00:00,2200-01-01 00:00:00,369,"Work on
conjunctive water management in the Ramotswa and Tuli Karoo transboundary
aquifer systems in the Limpopo Basin, is incorporated into the activities of a
new trans-national Groundwater committee through progress reporting at
committee meetings, provision of project data into the Limpopo Watercourse Commissionand Southern African Development
Community frameworks, and project concept formulation.

Flagship 4
made a significant contribution to the ongoing global dialogue on nature based
solutions and the role of natural infrastructure in sustainable development,
through involvement in various processes and forums.

Increased
awareness of opportunities for groundwater use and Managed Aquifer Recharge in selected
countries ","Hydro-geological map and dataset provided to Department of Water Resources, Lao PDR.Vietnam Managed Aquifer Recharge (MAR) video presented on morning news in April 2018.MAR in UN World Water Development Report 2018 ; UN Chronicle story mentions MAR.India: capacity building handover of trial site to government and commitment to scaling out in Uttar Pradesh.",,"N/A",,,
282,1,1900-01-01 00:00:00,2200-01-01 00:00:00,370,"



Progress in the availability of accessions is proceeding as
expected but there is a noted delay in progress for a number of genebanks in
achieving safety duplication targets. Two
Centers are currently constrained from allowing certain parts of the collection
outside of the host country while negotiations are ongoing. The plans to develop a “GreenPass” system to facilitate the movement of germplasm from CGIAR Centers represents a
longer-term effort to address phytosanitary issues. Important progress is also being made in strengthening QMS of both genebanks and GHUs with staff in key positions continuing
to draft and improve SOPs.","n/a","test","n/a","n/a","n/a","n/a"
283,1,1900-01-01 00:00:00,2200-01-01 00:00:00,371,"



Progress in the availability of accessions is proceeding as
expected but there is a noted delay in progress for a number of genebanks in
achieving safety duplication targets. Two
Centers are currently constrained from allowing certain parts of the collection
outside of the host country while negotiations are ongoing. The plans to develop a “GreenPass” system to facilitate the movement of germplasm from CGIAR Centers represents a
longer-term effort to address phytosanitary issues. Important progress is also being made in strengthening QMS of both genebanks and GHUs with staff in key positions continuing
to draft and improve SOPs.","80% of accessions are available for distribution",,"work on germplasm","work on germplasm","work on germplasm","work on germplasm"
284,1,1900-01-01 00:00:00,2200-01-01 00:00:00,372,"



Progress in the availability of accessions is proceeding as
expected but there is a noted delay in progress for a number of genebanks in
achieving safety duplication targets. Two
Centers are currently constrained from allowing certain parts of the collection
outside of the host country while negotiations are ongoing. The plans to develop a “GreenPass” system to facilitate the movement of germplasm from CGIAR Centers represents a
longer-term effort to address phytosanitary issues. Important progress is also being made in strengthening QMS of both genebanks and GHUs with staff in key positions continuing
to draft and improve SOPs.","57% of seed accessions are safety duplicated",,"work on germplasm","work on germplasm","work on germplasm","work on germplasm"
285,1,1900-01-01 00:00:00,2200-01-01 00:00:00,373,"



Progress in the availability of accessions is proceeding as
expected but there is a noted delay in progress for a number of genebanks in
achieving safety duplication targets. Two
Centers are currently constrained from allowing certain parts of the collection
outside of the host country while negotiations are ongoing. The plans to develop a “GreenPass” system to facilitate the movement of germplasm from CGIAR Centers represents a
longer-term effort to address phytosanitary issues. Important progress is also being made in strengthening QMS of both genebanks and GHUs with staff in key positions continuing
to draft and improve SOPs.","72% of clonal accessions are safety duplicated",,"work on germplasm","work on germplasm","work on germplasm","work on germplasm"
286,1,1900-01-01 00:00:00,2200-01-01 00:00:00,374,"



Progress in the availability of accessions is proceeding as
expected but there is a noted delay in progress for a number of genebanks in
achieving safety duplication targets. Two
Centers are currently constrained from allowing certain parts of the collection
outside of the host country while negotiations are ongoing. The plans to develop a “GreenPass” system to facilitate the movement of germplasm from CGIAR Centers represents a
longer-term effort to address phytosanitary issues. Important progress is also being made in strengthening QMS of both genebanks and GHUs with staff in key positions continuing
to draft and improve SOPs.","90% of annual requests met",,"work on germplasm","work on germplasm","work on germplasm","work on germplasm"
287,1,1900-01-01 00:00:00,2200-01-01 00:00:00,375,"






Important progress is being made in strengthening quality management
systems (QMS).



CIP have succeeded in cryopreserving more than 50% of the clonal potato
collection. This makes
the CIP collection one of the largest crop cryo-collections in the world. The CGIAR,
having achieved this scale of implementation, is in a
unique position to build on this capacity and to provide support to
cryopreserve other clonal crop collections on a large scale elsewhere.



Efforts to promote the use of diversity in the collections are focusing
on the association of existing or new data with genebank accessions, including
characterization and evaluation data.

","156 SOPs in place",,"work on germplasm","work on germplasm","work on germplasm","work on germplasm"
288,1,1900-01-01 00:00:00,2200-01-01 00:00:00,376,"






Important progress is being made in strengthening quality management
systems (QMS).



CIP have succeeded in cryopreserving more than 50% of the clonal potato
collection. This makes
the CIP collection one of the largest crop cryo-collections in the world. The CGIAR,
having achieved this scale of implementation, is in a
unique position to build on this capacity and to provide support to
cryopreserve other clonal crop collections on a large scale elsewhere.



Efforts to promote the use of diversity in the collections are focusing
on the association of existing or new data with genebank accessions, including
characterization and evaluation data.

","702 accessions introdcued into cryopreservation",,"work on germplasm","work on germplasm","work on germplasm","work on germplasm"
289,1,1900-01-01 00:00:00,2200-01-01 00:00:00,377,"






Important progress is being made in strengthening quality management
systems (QMS).



CIP have succeeded in cryopreserving more than 50% of the clonal potato
collection. This makes
the CIP collection one of the largest crop cryo-collections in the world. The CGIAR,
having achieved this scale of implementation, is in a
unique position to build on this capacity and to provide support to
cryopreserve other clonal crop collections on a large scale elsewhere.



Efforts to promote the use of diversity in the collections are focusing
on the association of existing or new data with genebank accessions, including
characterization and evaluation data.

","diversity trees developed representing 14 crop genepools",,"work on germplasm","work on germplasm","work on germplasm","work on germplasm"
290,1,1900-01-01 00:00:00,2200-01-01 00:00:00,378,"






Important progress is being made in strengthening quality management
systems (QMS).



CIP have succeeded in cryopreserving more than 50% of the clonal potato
collection. This makes
the CIP collection one of the largest crop cryo-collections in the world. The CGIAR,
having achieved this scale of implementation, is in a
unique position to build on this capacity and to provide support to
cryopreserve other clonal crop collections on a large scale elsewhere.



Efforts to promote the use of diversity in the collections are focusing
on the association of existing or new data with genebank accessions, including
characterization and evaluation data.

","186 NARS staff involved in capacity building events at Platform level",,"NARS target","NARS target","NARS target","NARS target"
291,1,1900-01-01 00:00:00,2200-01-01 00:00:00,379,"






Efforts to promote the use of diversity in the collections are focusing
on the association of existing or new data with genebank accessions, including
characterization and evaluation data and published or available trait data. The
Genebank Platform has also spearheaded a global effort, instigated by the Plant Treaty to enable the traceability of accessions through the use of Digital
Object Identifiers (DOIs).

","97% of accessions with DOIs",,"work on germplasm","work on germplasm","work on germplasm","work on germplasm"
292,1,1900-01-01 00:00:00,2200-01-01 00:00:00,380,"






Efforts to promote the use of diversity in the collections are focusing
on the association of existing or new data with genebank accessions, including
characterization and evaluation data and published or available trait data. The
Genebank Platform has also spearheaded a global effort, instigated by the Plant Treaty to enable the traceability of accessions through the use of Digital
Object Identifiers (DOIs).

","1 new subset developed for each genebank",,"work on germplasm","work on germplasm","work on germplasm","work on germplasm"
293,1,1900-01-01 00:00:00,2200-01-01 00:00:00,381,"




The Policy Module has played a very active role in 2018 in international
negotiations and events relating to plant genetic resources for food and
agriculture policy and has worked to ensure CGIAR activities,
guidelines, and reporting processes comply with legal and other requirements. It has set up and developed consultation processes with multiple
CGIAR decision-making and implementation bodies. Planned
participation in international meetings and development of publications and
guidance documents in 2018 have all been achieved.

","


Finalized the text of the draft Guidelines on the Nagoya Protocol for CGIAR Research Centers.",,"n/a","n/a","guidance to support CGIAR genebanks","n/a"
294,1,1900-01-01 00:00:00,2200-01-01 00:00:00,382,"




The Policy Module has played a very active role in 2018 in international
negotiations and events relating to plant genetic resources for food and
agriculture policy and has worked to ensure CGIAR activities,
guidelines, and reporting processes comply with legal and other requirements. It has set up and developed consultation processes with multiple
CGIAR decision-making and implementation bodies. Planned
participation in international meetings and development of publications and
guidance documents in 2018 have all been achieved.

","CGIAR representation at 6 international meetings",,"n/a","n/a","policy support CGIAR genebanks","n/a"
295,1,1900-01-01 00:00:00,2200-01-01 00:00:00,383,"RTB breeding programs are implementing a stage-gate approach to advance breeding lines, based on defined product profiles with clear targeted agronomic and quality traits (http://excellenceinbreeding.org/blog/a pplying-stage-gates-better-managepublic-breeding-programs). RTB varieties selected with superior performances compared to local checks, while maintaining good quality traits for consumer acceptability, are being advanced to multilocation trials prior to official release. This includes IITA improved cassava varieties and new lines from the Nextgen project in Nigeria, potato lines from CIP in Ethiopia, Kenya, Uganda and Rwanda, and Mchare and East African Highland Bananas (EAHB) from IITA in Uganda and Tanzania. In addition, the RTB Foods project is defining the critical traits for quality of 11 processed products for all RTB crops, in order to develop high throughput screening assays for critical end-user preferred quality traits.","
 Evidence
 presented for 2 (banana and cassava) out of 3 crops. Milestone has been exteded to complete an
 additional crop.
 Using
 genomic approaches, a number of genome wide associations and implementation
 of genomic selection were documented in 2018. 
 Genome-Wide Association Study of Resistance to Cassava Green Mite Pest and
 Related Traits in Cassava. doi: 10.2135/cropsci2018.01.0024 Found QTL markers
 for several traits related to green mite resistance cassava-genomic mapping.
 
 Training Population Optimization for Prediction of Cassava Brown Streak
 Disease Resistance in West African Clones. doi: https://doi.org/10.1534/g3.118.200710
 Applied genomic selection and improved predictions by applying different
 strategies, such as including published QTLs in the models. 
 Genomic Prediction in a Multiploid Crop: Genotype by Environment
 Interaction and Allele Dosage Effects on Predictive Ability in Banana. doi:
 10.3835/plantgenome2017.10.0090. Genomic selection models applied to predict
 traits in banana. Fruit filling and fruit bunch traits had the highest
 predictive ability. The results demonstrate that genomic prediction in
 multi-ploidy population is possible and the prediction accuracy can be
 improved by using models based on data from many different environments.",,"N/A",,,
296,1,1900-01-01 00:00:00,2200-01-01 00:00:00,384,"
 Trait
 dictionaries have been developed for agronomic traits and are now being
 developed for more qualitative traits arising from Participatory Variety
 Selection trials. These are converted
 into ontologies and incorporated into the RTB databases to allow data
 collection and analysis (www.rtbbase.org). The digitization of breeding data
 collection and analysis is accelerating and enhancing breeding
 activities. ","
 Trait
 dictionaries for Participatory Variety Selection, including gender-responsive
 scoring, have been incorporated into the crop ontology platform:
 http://www.cropontology.org/",,"Participatory Variety Selection protocol has been adapted to be gender-sensitive, and the trait dictionaries adapted.",,,
