pk_id_oics,version,date_from,date_to,id_oics,"title_oics",id_project,"title_project","scope_comments","outcome_impact_statement","gender_relev","youth_relev","capdev_relev","pdf","climate_relev","pk"
139,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1341,"Assessment of the impact of sustainable land management practices on water security and gender",496,"REACH Improving water security for the poor","These are two papers that were drafted in 2018 but both will only be published in 2019.",,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=1341&cycle=Reporting&year=2018",,"1341_58"
140,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1351,"Report on global MAIZE germplasm impact",969,"Global MAIZE germplasm impact assessment",,,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=1351&cycle=Reporting&year=2018",,"1351_63"
141,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1481,"Biophysical and socio-economic synthesis of the effectiveness of land restoration efforts in Kenya",597,"Biophysical and socio-economic synthesis of the effectiveness of land restoration efforts in Kenya, Tanzania and Ghana - evidence, data & uncertainty","This work was geared for the counties of Bungoma, Siaya and Kakamega. However, areas around the Tana watershed are likely to benefit from similar strategies given the profile of partners.",,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=1481&cycle=Reporting&year=2018",,"1481_58"
142,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1501,"Impact of irrigation on agricutlural productivity, nutrition and health and women's empowerment",490,"The Nexus between Irrigation, Nutrition, Health, and Women's Empowerment: Endline",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=1501&cycle=Reporting&year=2018",,"1501_58"
143,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1511,"Small-scale irrigation interventions (ILSSI)",492,"Innovation Lab for Small Irrigation Project (ILSSI) and Evaluation of the Relationship Between Sustainably Intensified Production Systems and Nutritional Outcomes (SIPS-IN), plus a small irrigation studies",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=1511&cycle=Reporting&year=2018",,"1511_58"
144,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1521,"Assess determinants and limitations for the adoption of silvopastoral systems as a restoration option for deforested areas in the Colombian Amazon; determine the effect of land restoration options on the sustainability of livelihoods of farmers in the Colombian and Peruvian Amazon.",611,"Restoration of deforested areas in the Colombian and Peruvian Amazon ? socioeconomic and biophysical indicators, determinants and limitations of/for success.",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=1521&cycle=Reporting&year=2018",,"1521_58"
145,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1531,"Performance Evaluation of GFDRR-UK Aid Challenge Fund   Open-Source, DIY Remote Weather Stations in Sri Lanka ",600,"Mobile Weather Stations Adoption",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=1531&cycle=Reporting&year=2018",,"1531_58"
146,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1541,"Scoping study of GMCC utilization in soil rehabilitation in Kenya and in Benin. It integrates 3 approaches: 1) scoping study involving visits to key institutions and understanding their perspectives, barriers to adoptions and efforts to revert, 2) focus group discussions with farmers to understand integration of GMCCs into farming systems and challenges faced and 3) literature review to understand soil-related benefits of GMCC integrations.",555,"Healthy soils = healthy landscape - importance of soil biodiversity and health to foster ecosystem services",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=1541&cycle=Reporting&year=2018",,"1541_58"
147,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1551,"Adoption of wheat using DNA technology in Ethiopia",858,"Mainstreaming the use and application of DNA Fingerprinting for plants for tracking crop varieties in Ethiopia ",,,,,,"https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=1551&cycle=Reporting&year=2018",,"1551_62"
148,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1561,"Adoption of improved wheat technologies (varieties) in Central Asia (Tajikistan, Kyrgyzstan, Uzbkekistan) ",1335,"Wheat variety adoption and impacts in central Asia
",,,,,,"https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=1561&cycle=Reporting&year=2018",,"1561_62"
149,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1591,"Adoption of improved wheat varieties",1489,"Enhancing adoption and impact pathways",,,,,,"https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=1591&cycle=Reporting&year=2018",,"1591_62"
150,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1601,"Maize variety adoptions through DNA technology in Ethiopia",857,"Mainstreaming the use and application of DNA Fingerprinting for plants for tracking crop varieties in Ethiopia ",,,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=1601&cycle=Reporting&year=2018",,"1601_63"
151,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1611,"The endline survey of maize producers in Ghana",975,"Survey on adoption of improved maize in Ghana ","N/A",,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=1611&cycle=Reporting&year=2018",,"1611_63"
152,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1641,"Adoptions and impact of sustainable intensification in maize-legume cropping systems in eastern and southern Africa ",853,"Sustainable intensification of maize-legume cropping systems for food security in eastern and southern Africa (SIMLESA)",,,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=1641&cycle=Reporting&year=2018",,"1641_63"
153,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1741,"Evaluation of Index Based Livestock Insurance Payouts supported by ILRI on Pastoralists’ Coping Strategies: Lessons from Ethiopia and Kenya",574,"Activity 4.3.2 Policy advice on environmental issues",,,,,,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=1741&cycle=Reporting&year=2018",,"1741_60"
154,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1771,"A global approach to improving the estimation of forage adoption based on seed distribution studies",653,"Activity 3.4.1 Business models seed supply, feed transaction and processing",,,,,,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=1771&cycle=Reporting&year=2018",,"1771_60"
155,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1781,"Impact assessment of East Cost fever immunisation with the Infection and Treatment Method in Tanzania",616,"Activity 2.4.1 Animal Health Service provision",,,,,,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=1781&cycle=Reporting&year=2018",,"1781_60"
156,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1801,"Outcome case study (from monitoring surveys) for iron beans in Colombia",335,"Monitoring and learning for biofortification",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=1801&cycle=Reporting&year=2018",,"1801_59"
157,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1811,"Socio-economic component of the effectiveness/impact evaluation study for iron beans in Guatemala to measure adoption and iron intake outcomes",335,"Monitoring and learning for biofortification",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=1811&cycle=Reporting&year=2018",,"1811_59"
158,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1821,"External evaluation of the impact of A4NH and IFPRI research (2003 to 2016) on nutrition, health, and agriculture programs, policies and global dialogue",379,"MEL Unit - Management & Support Costs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=1821&cycle=Reporting&year=2018",,"1821_59"
159,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1831,"External evaluation of progress on mainstreaming of nutrition in CGIAR breeding programs",379,"MEL Unit - Management & Support Costs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=1831&cycle=Reporting&year=2018",,"1831_59"
160,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1841,"Survey of A4NH-affiliated datasets",379,"MEL Unit - Management & Support Costs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=1841&cycle=Reporting&year=2018",,"1841_59"
161,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1851,"Review and possible revision of HarvestPlus’ M&E system to align with their new strategic plan",379,"MEL Unit - Management & Support Costs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=1851&cycle=Reporting&year=2018",,"1851_59"
162,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1861,"Stakeholder Workshops on Equity to share results of an external review on equity in A4NH and inform priorities for future research",378,"GEE Unit - Management & Support Costs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=1861&cycle=Reporting&year=2018",,"1861_59"
163,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2144,"Delivery of climate services through Rwanda’s national agricultural extension service extended to 106,000 farmers, and deepened through climate service Radio Listening Clubs",363,"Climate Services for Agriculture: Empowering Farmers to Manage Risk and Adapt to a Changing Climate in Rwanda",,"Rwanda Climate Services for Agriculture supported the Twigire Muhinzi agricultural extension service to scale up Participatory Integrated Climate Services for Agriculture (PICSA) in 27 of Rwanda’s 30 districts, facilitating 106,000 Rwandan farmers to understand and act on climate information.  Climate service delivery was deepened through the launch of 225 Radio Listening Clubs that convene PICSA participant farmers to listen to and discuss biweekly climate services radio broadcasts, take turns participating in call-in shows, and provide input to future programming content. ","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2144&cycle=Reporting&year=2018","1 - Significant","2144_56"
164,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2161,"Ghana's COCBOD incorporates CGIAR science into training materials for climate resilient cocoa production (targeting a potential 800,000 farmers)",57,"Mainstreaming CSA practices in mixed tree/food crop systems among smallholder farmers in W Africa & Latin America","Potential for expansion into Ivory Coast of these findings exist. ","The Ghanaian cocoa sector made important strides towards climate-resilience under COCOBOD leadership. Exposure maps were combined with exposure gradient specific CSA practices in a national training manual of obligatory use for all public and private extension targeting the 800,000 cocoa farmers in the country.  Additional CSA specific training materials were developed with World Cocoa Foundation which enabled the establishment of 4 pilots are on-going with private sector actors to study how to incentivize CSA uptake by farmers. ","1 - Significant","1 - Significant","2 - Principal","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2161&cycle=Reporting&year=2018","2 - Principal","2161_56"
165,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2171,"Enhancing the impacts of Egypt's national cash transfer program for the very poor",688,"4.1.2 Improving Design and Delivery of Social protection for Nutrition and Other Outcomes",,"Lessons from the impact evaluation of Egypt’s cash transfer ""Takaful and Karama"" program conducted by PIM contributed to the decision of the Government of Egypt to continue to fund this program and to the World Bank's decision to continue to support it. The Government of Egypt adopted several recommendations from the evaluation, including on how to improve targeting by increasing awareness about the program among the very poor. ","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2171&cycle=Reporting&year=2018","0 - Not Targeted","2171_57"
166,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2218,"Analysis and collaboration lays the foundation for food system improvements in Ethiopia ",328,"Methods, metrics and tools for assessing and analyzing diet-food system linkages",,"The first step toward identifying ways to improve something is to understand the current situation. In 2018, A4NH researchers completed an in-depth analysis of Ethiopian food systems to determine what and where research is needed. This has evolved into a food systems research agenda for Ethiopia. In 2018, Flagship 1 researchers with national stakeholders started implementing the agenda through activities like development of food based dietary guidelines and embedding evidence-based activities in efforts to operationalize the National Nutrition-Sensitive Agriculture Strategy.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2218&cycle=Reporting&year=2018","0 - Not Targeted","2218_59"
167,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2221,"Building a theoretical basis and public support for nutrition sensitive value chains ",328,"Methods, metrics and tools for assessing and analyzing diet-food system linkages","Scope is both global in nature and multinational. Specific adaptions and applications known (so far) include Burkina Faso, Malawi, Indonesia, and Nigeria.","In Phase I, A4NH researchers with partners developed a framework for considering how and whether to invest in nutrition-sensitive value chains. Since then, the framework has been endorsed by the Global Forum on Food Security and Nutrition and adapted and applied by several Rome-based agencies. This updated outcome story describes how the framework has been adapted into practical guidance, published by the International Fund for Agricultural Development (IFAD), for those interested in designing nutrition-sensitive value chain projects. ","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2221&cycle=Reporting&year=2018","0 - Not Targeted","2221_59"
168,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2222,"Busia County Biodiversity Policy (Kenya) recognizes importance of native species for nutrition and food security and allocates resources for the conservation of regional food biodiversity",331,"Policy process analysis and policy engagement","Busia County, Kenya
Other counties in Kenya and Ethiopia, Uganda and Tanzania","Innovative multi-sectoral policy platforms bring together the environment, agriculture and health sectors, in some countries, for the first time. In Kenya, a multi-disciplinary team of farmer organizations, non-governmental organizations, and national and international government agencies have successfully promoted best practices and pilot programs around biodiversity. Outcomes include: increasing interest in nutritious African leafy vegetables; the pilot-testing of a food procurement approach that links local producers to schools and health clinics; and the endorsement of a first-of-its-kind biodiversity conservation policy.

","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2222&cycle=Reporting&year=2018","0 - Not Targeted","2222_59"
169,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2537,"Costing reviews",1743,"M1-Conservation","Costing reviews at ICRISAT, ILRI, IITA, Bioversity, AfricaRice and ICRAF",,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2537&cycle=Reporting&year=2018",,"2537_374"
170,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2538,"Document audits",1743,"M1-Conservation","Document audits of Acquisition, Safety Duplication and Information management Standard Operating Procedures (SOPs) in nine genebanks",,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2538&cycle=Reporting&year=2018",,"2538_374"
171,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2539,"GOAL workshops",1743,"M1-Conservation","Genebank Operations and Advanced Learning and other capacity building workshops",,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2539&cycle=Reporting&year=2018",,"2539_374"
172,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2540,"QMS validation",1743,"M1-Conservation","External technical reviews and validation of quality management systems (QMS) at six genebanks",,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2540&cycle=Reporting&year=2018",,"2540_374"
173,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2541,"Genebank Impacts workplan",1743,"M1-Conservation","Conclusion of Genebank Impacts Workplan involving six fellows conducting short studies in different genebanks ",,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2541&cycle=Reporting&year=2018",,"2541_374"
174,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2542,"Costing reviews",1746,"PMU","Costing reviews at ICRISAT, ILRI, IITA, Bioversity, AfricaRice and ICRAF",,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2542&cycle=Reporting&year=2018",,"2542_374"
175,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2543,"Document audits",1746,"PMU","Document audits of Acquisition, Safety Duplication and Information management Standard Operating Procedures (SOPs) in nine genebanks",,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2543&cycle=Reporting&year=2018",,"2543_374"
176,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2544,"GOAL workshops",1746,"PMU","Genebank Operations and Advanced Learning and other capacity building workshops",,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2544&cycle=Reporting&year=2018",,"2544_374"
177,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2545,"QMS validation",1746,"PMU","External technical reviews and validation of quality management systems (QMS) at six genebanks",,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2545&cycle=Reporting&year=2018",,"2545_374"
178,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2546,"Genebank Impacts workplan",1746,"PMU","Conclusion of Genebank Impacts Workplan involving six fellows conducting short studies in different genebanks ",,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2546&cycle=Reporting&year=2018",,"2546_374"
179,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2552,"Randomized Control Trials on ICT advisory applications (SSNM), and testing the role of reinforcement messages. ",1666,,,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2552&cycle=Reporting&year=2018",,"2552_189"
180,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2566,"Heat and drought-resistant wheat varieties in Pakistan help farmers combat climate change stress and is success of physiological breeding approach",,,"Innovation and outcome is relevant to all increasingly heat/drought-prone wheat-producing regions in South Asia.","The stress of climate change on wheat production means farmers urgently need more heat and drought tolerant varieties. An innovative approach by WHEAT scientists, combining genetic diversity with physiological and molecular breeding and bio-informatic technologies, has resulted in several successful outcomes, including three lines of wheat varieties specifically bred for increased tolerance to heat and drought in Pakistan. The Pakistan Agricultural Research Council has taken on certified seed multiplication more than 100,000 Pakistani farmers currently grow one or more of the 3 varieties.","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=2566&cycle=Reporting&year=2018","2 - Principal","2566_62"
181,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2567,"International Wheat Blast Consortium convened by WHEAT achieves early successes: Bundled research, resistant varieties in South Asia",,,"India, Pakistan and possibly other South Asian countries affected in the near future.","Since the discovery of wheat blast in Bangladesh in 2016, WHEAT, led by pathologist Pawan Singh, has coordinated 13+ partners to deliver a rapid response to mitigate the threat of the fungal disease in the region, which puts 7 million hectares of wheat growing area at risk in Bangladesh, India and Pakistan, according to a WHEAT 2018 ex-ante analysis (yield losses worth US$264M). A multi-pronged approach (regional convening, fundraising, education, release of resistant varieties) has led to initial outcomes.","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=2567&cycle=Reporting&year=2018","1 - Significant","2567_62"
182,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2585,"15 million Euro invested for mitigation action in Thailand's rice sector",21,"Assessing incentives for scaling up mitigation at different stakeholder levels: 'No-regret' mitigation strategies in rice production","The project is being implemented in the central plains of Thailand but will have additional impact in other areas in Thailand.","The NAMA Facility has approved the EUR 14,900,000 Thai Rice NAMA project. Implementing the project is the consortium of Thai Rice Department (TRD), GIZ, IRRI, SRP, and other rice-based public/private partners. The project builds on IRRI/CCAFS science on 4 different low-emission development technologies and targets to reach 100,000 rice farmers in 6 provinces. The expected 21.5mio Euro additional direct financial investments from the private sector and 9mio Euro in kind contribution from TRD leverage fund requirement towards better project implementation.","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2585&cycle=Reporting&year=2018","2 - Principal","2585_56"
183,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2590,"Uptake and impact of Climate Smart Agriculture on food security, incomes and assets in East Africa",263,"RPL EA: Regional and national engagement, synthesis and strategic research","Adoption is examined across multiple location - Kenya, Uganda and Tanzania, and impact assessment uses Nyando in Western Kenya as the case study.",,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2590&cycle=Reporting&year=2018",,"2590_56"
184,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2600,"600,000 hectares of rice planted earlier in Vietnam to avoid risk to salinity intrusion brought by the 2019 El Nino ",264,"[Regional Program Leader] SEA: Regional/National synthesis, engagement and support",,"Based on directives issued by the MARD Vice Minister and the Department of Crop Production (DCP), the rice planting calendar in the Mekong River Delta(MRD) was adjusted to avoid salinity intrusion brought by the 2019 El Nino.  The adjustments covering more than 600,000 hectares(Novemebr 2018 early planting reached 802,702 ha from 174,538 ha in 2017 and the December to February planting went down to 596,543 from 1,226,961 ha) were guided by climate-risk related maps and adaptation plans(CS-MAP) developed for the 13 provinces. ","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2600&cycle=Reporting&year=2018","2 - Principal","2600_56"
185,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2603,"G7 Development Ministers' Meeting News Release",269,"[Gender and Social Inclusion] GSI: Engagement, synthesis and support in Gender",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2603&cycle=Reporting&year=2018",,"2603_56"
186,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2622,"Is a distributed research program an effective model for implementing R4D? Researchers need to collaborate to address grand challenges such as climate change, poverty and sustainable food production. This study investigates how the researchers in a globally distributed research program (CCAFS) interact to move their research forward",268,"[Flagship Leader] FP1: Engagement, synthesis and support","This study is (in essence) an evaluation of how FP1 functions as a distributed research program. Some of the evaluation will be relevant for other CCAFS flagships too.",,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2622&cycle=Reporting&year=2018",,"2622_56"
187,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2628,"Inputs on Land Productivity for the Long-Term Green Growth Policy of Colombia",262,"[Regional Program Leader] LAM: Local to National/Regional synthesis, research and engagement",,"CCAFS-CIAT consortium provided technical and policy recommendations on Land Productivity and Agricultural Performance for the Colombian Green Growth Policy, which was launched in July 2018. Current National Development Plan states the focus on financial instruments for sustainable agricultural activities that include climate-smart innovation processes and technologies in line with the Green-Growth-Policy. The goal is to increase by 3%, the agricultural production share under green-growth criteria. CCAFS is supporting policy implementation through technical support in developing the indicator for agricultural production. ","0 - Not Targeted","N/A - Not applicable","N/A - Not applicable","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2628&cycle=Reporting&year=2018","1 - Significant","2628_56"
188,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2629,"Community Seed Banks in Nepal. Proceedings of the 2nd National Workshop, 3-5 May 2018, Kathmandu.",66,"Global policy support for biologically diverse, climate resilient agriculture",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2629&cycle=Reporting&year=2018",,"2629_56"
189,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2631,"Building resilience through joint village land use planning in Tanzania",663,"5.1.1 Enhancing Tenure Security",,"Through the Sustainable Rangeland Management Project supported by PIM and Livestock, joint village land use planning has been implemented in three areas in the Kiketo District in rural Tanzania, securing 150,000 hectares of grazing land to protect shared resources across village boundaries and solve conflicts between farmers and pastoralists. Plans are underway to scale up this methodology through inclusion into national policy documents.    
","1 - Significant","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2631&cycle=Reporting&year=2018","0 - Not Targeted","2631_57"
190,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2639,"CCAFS informed tools and approaches mainstreamed in Indian national program for targeting and scaling climate smart multi-commodity smallholder farming systems",25,"Developing, adapting and targeting portfolios of CSA practices for sustainable intensification of smallholder and vulnerable farming systems in South Asia","The case studies from this outcome will help other NARS in South Asia (Nepal, Bangladesh, Pakistan) for targeting multi-commodity climate smart agriculture practices in smallholder farming systems ",,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2639&cycle=Reporting&year=2018",,"2639_56"
191,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2644,"Cards that farmers CAN read: on the way to improving the effectiveness of the Government of India’s Soil Health Card Scheme",660,"1.2.3 Decision Support Systems for R&D","The cards were adopted in the state of Bihar, with plans to adopt nationally.","India's Soil Health Card Scheme aims to provide every farmer with a card containing recommendations to improve management practices based on local soil measures. PIM found that farmers were not able to understand these cards, and designed a clearer and more user-friendly version. After testing and distribution of the redesigned cards in the state of Bihar, the Ministry of Agriculture plans to expand their use to the national level.","1 - Significant","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2644&cycle=Reporting&year=2018","0 - Not Targeted","2644_57"
192,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2649,"PIM tools used in a project to foster gender-inclusive business models in small rural enterprises in Honduras",701,"3.3.1 Value Chain Hubs",,"The PIM-funded gender-sensitive LINK Methodology developed by CIAT is the cornerstone of the Rural Opportunities Project, funded by Global Affairs Canada and implemented by Swisscontact, CIAT, McGill University, and local partners in Honduras. In 2018 Swisscontact rural business advisors were trained in the use of this toolkit, designed to build inclusive commercial relationships linking rural producers with modern markets. It is hoped that this project will allow 450 small rural businesses and 2000 farmers to benefit from gender-inclusive business models.     ","2 - Principal","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2649&cycle=Reporting&year=2018","0 - Not Targeted","2649_57"
193,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2650,"Adoption study: ex post sales survey ",1461,"MasAgro Maiz","Project focused mainly on rainfed areas of Mexico.",,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2650&cycle=Reporting&year=2018",,"2650_63"
194,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2651,"CGIAR Climate change West Africa Program informs the adoption of a public-private partnership business model for climate information services in Ghana",255,"[Regional Program Leader] WA: Regional/National synthesis, engagement and support",,"Based on previous success stories from collaboration with CGIAR Program on climate change, agriculture & Food Security, Esoko, a private Information & Communication Technology (ICT) company, has taken up a Public-Private Partnership (PPP) business model proposed by CCAFS to allow sustainable and equitable dissemination of Climate Information Services. The PPP pilot which commenced in April 2018 now has 274,321 beneficiaries who have agreed to pay US$0.20 a month to receive timely market alerts and climate information on their mobile phones.","1 - Significant","1 - Significant","1 - Significant","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2651&cycle=Reporting&year=2018","2 - Principal","2651_56"
195,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2652,"Policies for improved food security and adaptation to climate change in the Philippines",656,"1.1.2 Improved Quantitative Strategic Foresight Modeling Tools and Applications",,"With support from CCAFS and PIM, an IFPRI team collaborated with the National Economic and Development Authority to inform government policies, plans, and investments for food security and adaptation to climate change in the Philippines. The team’s inputs were incorporated to the Philippines Development Plan 2017-2022 and the Rice Tariffication Law passed by the House and Senate in 2018.","0 - Not Targeted","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2652&cycle=Reporting&year=2018","2 - Principal","2652_57"
196,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2653,"86 organizations across Eastern Africa have adopted the volunteer farmer trainer approach, working with 17,600 volunteer farmer trainers to serve 352,000 farmers",659,"1.2.2 Agricultural Extension and Advisory Services",,"Since 2012, PIM has supported efforts by ICRAF and partners to implement the volunteer farmer trainer approach, learn more about the effectiveness, motivations, and sustainability of volunteer farmer trainers, disseminate findings, and monitor the uptake of this promising form of agricultural advice delivery in Eastern Africa. As of 2018, 86 organizations across Eastern Africa have adopted the volunteer farmer trainer approach. These organizations work with 17,600 volunteer farmer trainers and serve 352,000 farmers.","1 - Significant","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2653&cycle=Reporting&year=2018","1 - Significant","2653_57"
197,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2659,"Improving the design of the Government of Mali's social protection program for achieving better child nutrition",688,"4.1.2 Improving Design and Delivery of Social protection for Nutrition and Other Outcomes",,"In collaboration with the Government of Mali and and the Institut de Recherche pour le Developpement, a team of IFPRI/PIM researchers conducted an impact evaluation of Mali's cash transfer program ""Projet Filets Sociaux (Jigisemejiri)"". The recommendations of the evaluation have been used by the Government of Mali to improve the impacts of the program on child nutrition starting in 2019. ","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2659&cycle=Reporting&year=2018","0 - Not Targeted","2659_57"
