pk_id_milestone,version,date_from,date_to,"pk",milestone_id,"milestone_title",milestone_year,"outcome_description",outcome_target_year
377,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30847_269",30847,"Milestone 2.1.1: Adaptive management, technology and livelihood interventions identified in marine and inland small-scale fisheries systems in at least three FISH focal and/or scaling countries.
",2018,"Outcome 2.1: 1 million fishery-dependent households have reduced poverty as a result of adopting improved fisheries management.",2022
378,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30848_269",30848,"Milestone 2.1.2: Evidence gathered and policy recommendations prepared on (i) Small-Scale Fisheries (SSF) functions for food security, poverty alleviation and threats; and (ii) impacts of intra-regional and global trade patterns and policies on the pro-poor functions of SSF.
",2018,"Outcome 2.1: 1 million fishery-dependent households have reduced poverty as a result of adopting improved fisheries management.",2022
379,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30849_269",30849,"Milestone 2.1.3: Establishment of partnerships and networks that span communities, national agencies and government bodies.
",2018,"Outcome 2.1: 1 million fishery-dependent households have reduced poverty as a result of adopting improved fisheries management.",2022
380,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30898_269",30898,"Milestone 2.2.1: New knowledge on gender-sensitive models and gender-transformative approaches to livelihood innovations for focal countries.
",2018,"Outcome 2.2: 1.2 million people, of which 50% are women, assisted to exit poverty through livelihood improvements.
",2022
381,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30899_269",30899,"Milestone 2.2.2: Completed production of new knowledge on gender barriers and implications in fisheries-dependent communities, surfacing hidden micro-level barriers to equality in fisheries management and innovation.
",2018,"Outcome 2.2: 1.2 million people, of which 50% are women, assisted to exit poverty through livelihood improvements.
",2022
382,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30900_269",30900,"Milestones 2.2.3: Conceptual framework for small-scale fisheries in fish food systems completed and being used to convene policy engagement, align investment in fisheries and re-invigorate global dialogue and strategies concerning the role of small-scale fisheries in poverty reduction.

Complete; with one further study on fish in food systems frameworks and research agendas in preparation for submission as a journal article in 2019
",2018,"Outcome 2.2: 1.2 million people, of which 50% are women, assisted to exit poverty through livelihood improvements.
",2022
383,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30949_269",30949,"Milestone 2.3.1: New knowledge and collaboration on cross-scale governance mechanism, accounting for impacts of external drivers and resource competition.
",2018,"Outcome 2.3: 2.1 million hectares of inland aquatic and coastal marine habitat restored and under more productive and equitable management.
",2022
384,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30950_269",30950,"Milestone 2.3.2: New knowledge of trade-offs between small-scale fisheries, infrastructure and land use.
",2018,"Outcome 2.3: 2.1 million hectares of inland aquatic and coastal marine habitat restored and under more productive and equitable management.
",2022
385,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30951_269",30951,"Milestone 2.3.3. Completion of foresight analysis (accounting for environmental, demand, production trends) of small-scale fisheries performance.
",2018,"Outcome 2.3: 2.1 million hectares of inland aquatic and coastal marine habitat restored and under more productive and equitable management.
",2022
386,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3153_59",3153,"Partner and implementing organizations use lessons learned about factors (e.g., gender, equity) facilitating and hindering adoption and consumption of biofortified crops to develop equitable and cost-effect delivery plans",2018,"Evidence on nutritional efficacy and impact informs value chain actors, as well as national and international investors",2022
387,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31719_58",31719,"Hydropower companies and basin agencies in four targeted countries in SEA, WA and EA incorporate Flagship policy and technical advice into water infrastructure planning and operations",2018,"4.2. Policy advice on improved water resource infrastructure planning and management adopted, leading to enhanced ecosystem services and increased resilience

[related to WLE sub-IDO: Number of countries with  demonstrable investment by donors, MDBs and Governments in landscape-based solutions to manage increased water variability]",2022
388,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31794_58",31794,"Information on risks and opportunities associated with groundwater use is explicitly used in at least 2 key AFS production areas by governments of at least 4 countries from Sub-Saharan Africa and/or South Asia. AMCOW endorses WLE recommendations and targets for Groundwater use",2018,"4.3. Increased public investments into, and adoption of WLE policy advise on aligned water-energy-food nexus strategies at various scales, including for groundwater challenges 

[related WLE sub-IDO indicator: Level of public investment into policies that reduce groundwater depletion and promote its sustainable use with associated increase in agricultural incomes]",2022
389,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31797_58",31797,"At least 2 AFS use WLE nexus policy advise to address production constraints in South Asia",2018,"4.3. Increased public investments into, and adoption of WLE policy advise on aligned water-energy-food nexus strategies at various scales, including for groundwater challenges 

[related WLE sub-IDO indicator: Level of public investment into policies that reduce groundwater depletion and promote its sustainable use with associated increase in agricultural incomes]",2022
390,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32028_58",32028,"4 AFS CRPs co-develop and integrate better methods of assessment of impacts of agricultural practices on sustainability at scale",2018,"5.3 AFS CRPs’ research outcomes improved through synergies among multiple interventions and through reducing the risk of unanticipated negative outcomes",2022
391,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32058_58",32058,"Indicator framework and assessment tool jointly developed with AFS CRPs and relevant international agencies",2018,"5.4 International development organizations (e.g., FAO, IFAD, GIZ, regional development banks) involved in the SDGs better equipped with approaches and tools for integrated landscape programs that they can use to assist several countries to achieve their SDG targets",2022
392,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3237_59",3237,"3rd Global Conference on Biofortification (held in India) results in new commitments from stakeholders",2018,"Biofortification supported by global institutions and incorporated into plans and policies by stakeholders",2022
393,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3249_59",3249,"Biofortification included in 3 national/regional policies and 3 country grants/loans from IFIs",2018,"Biofortification supported by global institutions and incorporated into plans and policies by stakeholders",2022
394,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3357_59",3357,"East African Community supports standardized and harmonized policies and regulations for aflatoxins following policy support process ",2018,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches",2022
395,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3369_59",3369,"Through PACA, 3 countries include Aflasafe as a component for aflatoxin mitigation in National Agriculture Investment Plan  ",2018,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches",2022
396,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3429_59",3429,"Policy stakeholders endorse or commit to approaches that draw on A4NH evidence on food safety in informal markets to consider improvements to specific value chain(s)",2018,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches",2022
397,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3537_59",3537,"At least 40 farm-based organizations obtain 5% premium or more from sale of Aflasafe maize and groundnut due to market linkages created by innovation platforms",2018,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
398,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3633_59",3633,"At least 3 implementing organizations use evidence generated in Phase 1 of A4NH in programming of nutrition- and gender-sensitive agriculture programs",2018,"Development program implementers and investors (governments, NGOs, UN institutions) use evidence, tools and methods to design and implement cost-effective nutrition-sensitive agricultural programs at scale",2022
399,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3681_59",3681,"Researchers and evaluators are aware of and using A4NH's synthesis work on the (gendered) impacts and cost-effectiveness of multi-year evaluations of nutrition-sensitive agriculture programs in a variety of contexts",2018,"Researchers and evaluators, including in CGIAR and other CRPs, use evidence, tools and methods to design high-quality evaluations of a range of nutrition-sensitive agricultural and other multisectoral programs, and continue to build evidence",2022
400,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3789_59",3789,"Gender-sensitive diagnostic and priority-setting tools developed and applied in 3 focal countries",2018,"National policymakers and shapers, and stakeholders from different sectors, civil society and industry use evidence to design effective nutrition-sensitive policies, and ensure quality implementation",2022
401,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3849_59",3849,"FP4 researchers with key partners from SUN, CAADP and others host at least one regional learning event involving participants from at least four focal countries and other CGIAR/CRP researchers",2018,"Stakeholders from different sectors, governments, UN institutions, civil society and industry, including CGIAR and other CRPs, have improved capacity to generate and use evidence to improve nutrition-sensitive agricultural programming, nutrition-sensitive policymaking and implementation.",2022
402,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3921_59",3921,"Workshop convening senior national and sub-regional experts from the health, agriculture and environmental communities to discuss research priorities, including gender and equity issues.   ",2018,"Agricultural practices modified to reduce health risks",2022
403,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4005_59",4005,"Stakeholders (farmers and field veterinarians) have access to a validated and semi-commercialized pen-side diagnostic assay for cysticercosis",2018,"Agricultural and public health policymakers and implementers deliver coordinated and effective solutions to cysticercosis and other zoonotic threats",2022
404,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4077_59",4077,"Decision makers in Kenya, Uganda, and Vietnam engaged in discussion of research results on antimicrobial use patterns in livestock agricultural systems and the impact on resistance",2018,"Public and private sector policymakers implement measures to reduce human and animal health risks from antimicrobial resistance and other interactions",2022
405,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4089_59",4089,"CGIAR AMR platform compiling agricultural-associated AMR research data established, maintained, and used by internal and external stakeholders",2018,"Public and private sector policymakers implement measures to reduce human and animal health risks from antimicrobial resistance and other interactions",2022
406,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"409_56",409,"Gender and social inclusion focused components in CSA priority setting developed and tested; improved modules related to gender and sex-disaggregated output data from the integrated assessment models developed and tested.",2018,"# of national/state organisations and institutions adapting their plans and directing investment to increase women's access to, and control over, productive assets and resources",2022
407,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4185_58",4185,"Synthesis report of factors affecting success and failure of restoration initiatives (enabling factors and incentive schemes) leading to recommendations for the design of new restoration initiatives.
",2018,"1.1 Better informed landscape restoration policies, approaches and interventions.

[related WLE sub-IDO indicator: Number of countries in which governments, agencies and local stakeholders invest in research based strategies and programs targeting adoption of restorative and preventative practices against land degradation]",2022
408,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4197_58",4197,"Innovative investment packages and restoration pilots that implement incentives and enabling conditions for the adoption of sustainable and equitable restoration interventions in progress in 3 countries.
",2018,"1.1 Better informed landscape restoration policies, approaches and interventions.

[related WLE sub-IDO indicator: Number of countries in which governments, agencies and local stakeholders invest in research based strategies and programs targeting adoption of restorative and preventative practices against land degradation]",2022
409,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4293_58",4293,"Knowledge products (reviews, tools, methods, maps, statistics, and other noteworthy research outputs) on soil carbon sequestration in East Africa are (presented/discussed with key stakeholders at two international conferences.
",2018,"1.2 Policies, strategies, and interventions investing in practices that rehabilitate or protect soil fertility and soil carbon.

[related WLE sub-IDO indicator: Number of countries where climate financing, national strategies and programs invest in research based practices to build soil fertility and soil carbon, providing food security, adaptation and mitigation benefits]",2022
410,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4305_58",4305,"Predictive models to quantify the potential for soil carbon sequestration under differing management in tropical soils and landscapes developed and submitted for open-access publication in an international peer-reviewed journal.",2018,"1.2 Policies, strategies, and interventions investing in practices that rehabilitate or protect soil fertility and soil carbon.

[related WLE sub-IDO indicator: Number of countries where climate financing, national strategies and programs invest in research based practices to build soil fertility and soil carbon, providing food security, adaptation and mitigation benefits]",2022
411,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4353_58",4353,"2017 EXTENDED - Framework paper presenting a new analytical approach for planning and performance management of land restoration initiatives integrating feedback from testing with development partners.",2018,"1.3 Strengthen approaches to the monitoring and evaluation of land restoration and the assessment of land degradation risks.

[related WLE sub-IDO indicator: Number of countries that adopt and have trained staff in land restoration surveillance, planning and verification frameworks]",2022
412,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4461_58",4461,"Phase 1 and 2 gender tools refined to enable application by policy and investment actors in 2 countries
",2018,"2.1 Policy and practice informed by more effective agricultural land and water management solutions and investment options

[related WLE sub-IDO indicator: Number of countries in which AWLM solutions have been adopted into policy, practice and/or investment]",2022
413,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4473_58",4473,"At least 3 LWS investment options/ business models  refined and shared with public and private sector institutions in 2 countries
",2018,"2.1 Policy and practice informed by more effective agricultural land and water management solutions and investment options

[related WLE sub-IDO indicator: Number of countries in which AWLM solutions have been adopted into policy, practice and/or investment]",2022
414,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4545_58",4545,"Two African medium or large-sized irrigation schemes monitoring irrigation performance and showing increases in farmer incomes, gender equity and ecosystem services delivery.",2018,"2.2. Improved management of new and revitalised medium to large scale irrigation schemes

[related WLE sub-IDO indicator:  Number of medium and large irrigation systems revitalized for increased sustainability and productivity]",2022
415,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4569_58",4569,"Synthesized knowledge around technical, management and policy ‘’levers of change’’ used in triggering new opportunities for scaling of at least 5 farm/field level innovations in irrigated systems in 2 countries",2018,"2.2. Improved management of new and revitalised medium to large scale irrigation schemes

[related WLE sub-IDO indicator:  Number of medium and large irrigation systems revitalized for increased sustainability and productivity]",2022
416,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4581_58",4581,"New approaches to irrigation service performance improvement developed and pilot applications initiated",2018,"2.2. Improved management of new and revitalised medium to large scale irrigation schemes

[related WLE sub-IDO indicator:  Number of medium and large irrigation systems revitalized for increased sustainability and productivity]",2022
417,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4677_58",4677,"2 additional cities adopt a monitoring system for UPA/CRFS related innovations and development of food related indicators, policies, and/or actions.",2018,"3.1. Increased capacity and evidence for male and female stakeholders and policy makers to implement urban and peri-urban agriculture (UPA) related policies and farming system innovations  

[related WLE sub-IDO indicator: Number of cities with increased capacity and evidence for stakeholders and policy makers to implement urban and peri-urban agriculture related policies, strategies and/or farming system innovations]",2022
418,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4713_58",4713,"Private Sector Facilitates field trials for waste-based soil rehabilitation established informing vegetable and perennial crops in Sri Lanka including 18,000 ha under coconut, tea and rubber. 
",2018,"3.2 Increased business capacities in nutrient, water and energy recovery from domestic and agro-industrial waste for intensified food crop production

[related WLE sub-IDO indicators: Increased number of business schools, training courses and start-up trainees with RRR business capacity]",2022
419,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4725_58",4725,"16 Business models  for resource recovery from fecal sludge promoted through ongoing free Massive Open Online Courses (MOOC) for entrepreneurs of both gender across Africa, Asia and Latin America, and other curricula contributions (to IHE) 
",2018,"3.2 Increased business capacities in nutrient, water and energy recovery from domestic and agro-industrial waste for intensified food crop production

[related WLE sub-IDO indicators: Increased number of business schools, training courses and start-up trainees with RRR business capacity]",2022
420,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4737_58",4737,"Demand for first online RRR business courses comparable to other sector related courses",2018,"3.2 Increased business capacities in nutrient, water and energy recovery from domestic and agro-industrial waste for intensified food crop production

[related WLE sub-IDO indicators: Increased number of business schools, training courses and start-up trainees with RRR business capacity]",2022
421,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4773_58",4773,"FAO adopts revised handbook


",2018,"3.3. Increased public sector adoption of policy advise on safe fecal matter and wastewater management and environmental protection

[related WLE sub-IDO indicator: People benefitting from the adoption of WLE advice in sector guidelines and regulations in three Asian countries and/or Indian states]",2022
422,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4785_58",4785,"Baseline reports and case studies on Gender and Resource Recovery;
",2018,"3.3. Increased public sector adoption of policy advise on safe fecal matter and wastewater management and environmental protection

[related WLE sub-IDO indicator: People benefitting from the adoption of WLE advice in sector guidelines and regulations in three Asian countries and/or Indian states]",2022
423,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4857_58",4857,"Index Based Flood Insurance business model published",2018,"4.1.  Strong evidence underpinning implementation of solutions that increase water supply for agricultural production, livelihoods and ecosystems, and that decrease losses from water variability extremes  

[related WLE sub-IDO indicator: Number of countries in which stakeholders and policy makers implement approaches that increase water supply for agricultural production under conditions of water variability]",2022
424,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4917_58",4917,"Hydropower companies and basin agencies in four targeted countries in SEA, WA and EA incorporate Flagship policy and technical advice into water infrastructure planning and operations",2018,"4.2. Policy advice on improved water resource infrastructure planning and management adopted, leading to enhanced ecosystem services and increased resilience

[related to WLE sub-IDO: Number of countries with  demonstrable investment by donors, MDBs and Governments in landscape-based solutions to manage increased water variability]",2022
425,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"4989_58",4989,"Information on risks and opportunities associated with groundwater use is explicitly used in at least 2 key AFS production areas by governments of at least 4 countries from Sub-Saharan Africa and/or South Asia. AMCOW endorses WLE recommendations and targets for Groundwater use",2018,"4.3. Increased public investments into, and adoption of WLE policy advise on aligned water-energy-food nexus strategies at various scales, including for groundwater challenges 

[related WLE sub-IDO indicator: Level of public investment into policies that reduce groundwater depletion and promote its sustainable use with associated increase in agricultural incomes]",2022
426,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"500_56",500,"Novel tools employed in comparative analyses of the effectiveness of current and emerging climate-related food and nutrition security policies, and of science-policy exchange processes and other engagement mechanisms that support climate smart outcomes and gender equity",2018,"$ USD new investments by state, national, regional and global agencies, informed by CCAFS science and engagement",2022
427,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"5025_58",5025,"At least 2 AFS use WLE nexus policy advise to address production constraints in South Asia",2018,"4.3. Increased public investments into, and adoption of WLE policy advise on aligned water-energy-food nexus strategies at various scales, including for groundwater challenges 

[related WLE sub-IDO indicator: Level of public investment into policies that reduce groundwater depletion and promote its sustainable use with associated increase in agricultural incomes]",2022
428,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"5061_58",5061,"Publication of an approach and framework for supporting decision makers to manage better trade-offs arising at scale from field level farming activities
",2018,"5.1 Enhanced capacity of key institutions to more effectively design, monitor and manage relevant policies and programs for delivery against critical SDGs at landscape level",2022
429,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"5073_58",5073,"Publication of refined decision analysis approaches for a better fit to NRM/sustainable agriculture decision making at the landscape scale  
",2018,"5.1 Enhanced capacity of key institutions to more effectively design, monitor and manage relevant policies and programs for delivery against critical SDGs at landscape level",2022
430,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"513_56",513,"'Good enough' practice guidelines on enabling policy environments with national planners, and relevant international and regional organisations on climate change issues across different sectors and scales are developed and disseminated; these organisations make USD 100 million of new investments on the basis of CCAFS science.",2018,"$ USD new investments by state, national, regional and global agencies, informed by CCAFS science and engagement",2022
431,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"5433_57",5433,"Foresight models are used within CGIAR to help set priorities at Center, CRP, and System level",2018,"Foresight models and results are used by 12 regional and national research organizations or government agencies in Africa, Asia and Latin America and global development organizations as inputs to their priority-setting",2022
432,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"5493_57",5493,"In 3 countries , major constraints to adoption of technology and promising innovations to overcome them are identified with national stakeholders",2018,"Studies on policies, regulations, and investment in support of agricultural science, technology, and innovation are used by key government entities in 3 countries ",2022
433,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"5553_57",5553,"Studies on impacts from increased investment and capacity in national agricultural research are used to support two regional research investments by multilateral donors",2018,"Budget allocations for agricultural research exceed projections of the 2012-2016 trend in 5 countries ",2022
434,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"5649_57",5649,"Evidence on viable entry points for integrating research into the policy process used in multistakeholder fora in 2 countries",2018,"Governments in at least 3 countries use tools and evidence on the economy-wide factors affecting rural transformation to develop policies that are better targeted towards raising agricultural growth and rural incomes",2022
435,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"5721_57",5721,"Tools and databases on public expenditure are used by policy analysts in 2 global, regional, and national institutes to assess investment options of governments",2018,"Governments in at least 3 countries use empirical evidence and quantitative methods to modify their allocation of public resource towards better targeted investments favoring inclusive agricultural growth and rural transformation",2022
436,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"5733_57",5733,"Tools and databases on public service delivery are used by policy analysts in 2 global, regional, and national institutes to assess service delivery modalities of governments",2018,"Governments in at least 3 countries use empirical evidence and quantitative methods to modify their allocation of public resource towards better targeted investments favoring inclusive agricultural growth and rural transformation",2022
437,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"5817_57",5817,"Postharvest losses are assessed for additional commodities and countries, leading to further actions to address major losses in 3 countries",2018,"Research and development organizations use PIM tools to address postharvest losses in 10 countries",2022
438,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"5877_57",5877,"The main distortions or weaknesses in international and national markets and priority interventions for 5 additional major value chains in countries are identified",2018,"Research and development organizations use PIM tools for value chain analysis and development in 20 instances in 6  countries  ",2022
439,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"5937_57",5937,"Evidence is used to support changes in trade policy and/or regulations with global and regional implications in two instances (cumulative total)",2018,"Evidence is used to support changes in trade policy and/or regulations with global and regional implications in 3 instances",2022
440,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"5985_57",5985,"Analyses of scaling models for value chain are shared with key actors in value chain development",2018,"Implementation partners in three countries use analysis of approaches to scaling to increase numbers of beneficiaries by 50% in designated projects",2022
441,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"6093_57",6093,"New social protection implementation mechanisms are tested in 3 (cumulative total) countries",2018,"Improved social protection innovations provide food and nutrition benefits to poor households in 3 countries",2022
442,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"6141_57",6141,"Use of insurance products developed by PIM expands in 1 CGIAR country of collaboration",2018,"New insurance products are being used by smallholder farmers in 3 countries, including 2 CGIAR countries of collaboration",2022
443,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"6201_57",6201,"Evidence on tenure security synthesized and tailored to different regions and contexts is used by research and implementation partners in 3 countries",2018,"Evidence informs natural resource governance and tenure policy processes/implementation in 12 countries",2022
444,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"6213_57",6213,"The toolbox of methods for landscape governance is used by researchers and development practitioners in 3 countries",2018,"Evidence informs natural resource governance and tenure policy processes/implementation in 12 countries",2022
445,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"6225_57",6225,"Formal mechanisms are established for CGIAR to provide analytical support to key tenure and resource policy processes at regional and country level",2018,"Evidence informs natural resource governance and tenure policy processes/implementation in 12 countries",2022
446,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"6333_57",6333,"Collaborative research among CRPs leads to key lessons in at least 3 countries",2018,"Improved landscape-level governance arrangements are implemented in 6 countries, with more productive and equitable management in at least 2",2022
447,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"6393_57",6393,"Researchers from all CGIAR centers use PIM gender research methods and guidelines",2018,"National researchers use improved gender research methods in 5  countries",2022
448,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"6441_57",6441,"Gender equity enhancing recommendations from case studies are synthesized and discussed with policy makers in 4 (cumulative total) countries",2018,"Gender dimensions of policies are strengthened in 4 countries ",2022
449,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"6501_57",6501,"Research on effective interventions for empowering women in agriculture is used by 4 (cumulative total) implementation partners",2018,"Indicators of women's empowerment in agriculture increase in 3 countries",2022
450,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"656_56",656,"10 country profiles in SSA and South Asia developped strategic engagement with subnational government, capacity building and training plan co-developed with ACSAA workshops on climate smart local development planning.",2018,"# policy decisions taken (in part) based on engagement and information dissemination by CCAFS",2022
451,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"669_56",669,"New CSA knowledge products made available for partners and updated CSA compendiums approximately 50,000 datapoints),",2018,"# policy decisions taken (in part) based on engagement and information dissemination by CCAFS",2022
452,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"6993_60",6993,"Livestock Master Plans completed in Bihar and Tanzania by December 2018.",2018,"5.1 National and international research partners and policymakers use analyses of livestock-sector dynamics, investment and ex-ante impact assessments to guide priority setting, investment and policy development for the livestock sector in 5 priority countries and within the Livestock CRP",2022
453,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"7125_62",7125,"Targeting incorporates competition for land and spatial dimensions of soil & water degradation",2018,"1.8 National and regional policy makers improved policy-making and increased investment based on evidence",2022
454,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"7197_62",7197,"targeting incorporates competition for land and spatial dimensions of soil & water degradation",2018,,2022
455,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"7281_62",7281,"Rapid value chain assessments with proper gender lens conducted to identify opportunities and bottlenecks in WHEAT",2018,"1.10 Farmers have greater awareness and access to, and increased adoption and adaptation of improved technologies",2022
456,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"7317_62",7317,"Adoption and impact studies on technologies- rolling plan based on progress of technologies along the theory of change",2018,"1.10 Farmers have greater awareness and access to, and increased adoption and adaptation of improved technologies",2022
457,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"7461_62",7461,"Useful diversity for heat and drought, other climate change-related traits identified and moved into breeding pipeline",2018,"2.4 Crop researchers world-wide increased use of novel germplasm and tools for validation, refinement and development of products",2022
458,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"7485_62",7485,"Partners use IWYP Platform for precision phenotyping",2018,"2.4 Crop researchers world-wide increased use of novel germplasm and tools for validation, refinement and development of products",2022
459,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"7641_62",7641,"Greater number (compared to 2016) of breeder-ready markers/high-value haplotypes for prioritized traits identified and validated (under FP2) and deployed in CGIAR breeding programs (FP3)",2018,"2.5 Breeders develop improved varieties more efficiently through greater access and use of documented germplasm and tools",2022
460,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"7701_62",7701,"sustainable seed system optimised in 2-3 countries (pilots, with scaling-out potential)",2018,"3.2 Partner breeding teams increased multidisciplinary and multi-institutional collaboration",2022
461,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"773_56",773,"Evidence on the gender and youth related motivations, aspirations, opportunities, challenges, and associated benefits related to specific technologies and practices informing subnational adaptation plans and development initiatives addressing gender equity",2018,"15 development organisations, with the focus on investments for CSA activities, adapting their plans or directing investment to increase women's access to, and control over, productive assets and resources.",2022
462,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"7749_62",7749,"Multi-criteria assessments taking into account environmental and social acceptability aspects, based on standardized protocols for multi-criteria assessments of advanced crop management packages (not individual technologies)",2018,"4.4 NARS increased use of participatory approach in system research",2022
463,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"7761_62",7761,"Improved knowledge of genetic basis of climate change adaptation on global scale thru combination of GS, platforms, unified databases",2018,"3.3 Partner breeding teams improved breeding processes by adopting new technologies, methodologies, approaches and genetic resources",2022
464,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"786_56",786,"Socially differentiated financial vehicles and incentive mechanisms identified and tested across 3 CSVs Checklist on gender aspects for informing policymakers.",2018,"15 development organisations, with the focus on investments for CSA activities, adapting their plans or directing investment to increase women's access to, and control over, productive assets and resources.",2022
465,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"7881_62",7881,"National regulators of variety release and seed supply provide enabling environment to speed up release of improved varieties and farmers’ access to quality seed, in 2-3 target countries",2018,"3.6 National regulators of crop variety release improved enabling environment to speeding-up release of improved varieties",2022
466,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"7929_62",7929,"improved, documented understanding of specific wheat seed systems (farmer's seed commercial behavior, seed demand and marketing, economics of seed production) / 2-3 NARES identified performance gaps, capacity development needs, to identify, realize relevant cap dev interventions at apt levels",2018,"3.7 Extension partners (universities, national/state/provincial governments) increased access and promotion of adoption of improved varieties to farmers, and increased investment in emerging private sector circumstances",2022
