pk_melia_info,version,date_from,date_to,"pk",id,"title","description","commissioning_study","melia_publications","link"
90,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3265_192",3265,"Impact of ECOWAS Common External Tariffs on Food Security and Nutrition in West Africa","The Regional decision-makers have evidence of the impact of the CET on rice production, consumption, bilateral trade, and consumer, producer, and government welfare at the regional and global level, and the potential policy implications of such change. Nigeria stands to see the deepest changes in its rice market from the implementation of ECOWAS’s CET, which will benefit consumers at the expense of producers and the government and results in net welfare gains. Ghana, Guinea, and Mali also stand to have net welfare gains because of the implementation of the CET.","RICE, AfricaRice","http://www.grisp.net/file_cabinet/files/990412/download/wailes%20et%20al%202015.pdf?m=1589372454","https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=3265&cycle=Reporting&year=2019"
91,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3266_192",3266,"Promotion of youth employment in the rice value chain in Africa","Inclusive collaboration with the national initiatives on youth employment, international organization (CTA/EU, Syngenta Foundation), farmers organizations, private sector, and national agricultural bank to sensitive the youth on the business opportunities and the creation of enterprises along the rice value chain. The program also includes capacity building of youth on entrepreneurship, technical activities along the rice value chain, development of the business plan, coaching/mentoring, and financial support to create enterprises. Analysis of youth ICT use and impact.","RICE, PII, AfricaRice",,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=3266&cycle=Reporting&year=2019"
92,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3267_192",3267,"Regional and National Rice Development Strategies for Food Security in West Africa","Expansion of rice production in West Africa displaces nearly 25% of global rice trade, thus undermining production in more efficient rice-producing export countries such as India, Thailand, and Vietnam.  Benefits to West African consumers include lower rice prices. A coordinated policy sequencing approach toward enhancing productivity and quality of rice production- as well as increasing investment in infrastructure, institutions, and emergency food reserves- should be studied more thoroughly to achieve food and nutritional security for West Africa.","RICE, PII, AfricaRice","http://www.grisp.net/file_cabinet/files/990411/download/Durant-Morat2018%20ECOWAS%20CET_SAEA.pdf?m=1589371722","https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=3267&cycle=Reporting&year=2019"
93,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3304_101",3304,"Midline Household Survey Results: Karnal, Haryana State, India","In 2011, CCAFS carried out baseline surveys (household survey, a village study and an organizational survey) in 21 research sites across 17 countries within its five focus regions, using standardized baseline tools in each site. Many years after the implementation of the baseline studies, CCAFS has conducted the midterm evaluation surveys, which are compared with the baseline findings to track the performance of Climate-Smart Village (CSV) sites and measure the impact on beneficiaries. With a few improvements, the same standardized tools were used again to carry out the midline evaluation and to ensure comparability with the data collected previously.","CCAFS","https://cgspace.cgiar.org/handle/10568/106267","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=3304&cycle=Reporting&year=2019"
94,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3305_101",3305,"Midline Household Survey Results: Vaishali, Bihar State, India","In 2011, CCAFS carried out baseline surveys (household survey, a village study and an organizational survey) in 21 research sites across 17 countries within its five focus regions, using standardized baseline tools in each site. Many years after the implementation of the baseline studies, CCAFS has conducted the midterm evaluation surveys, which are compared with the baseline findings to track the performance of Climate-Smart Village (CSV) sites and measure the impact on beneficiaries. With a few improvements, the same standardized tools were used again to carry out the midline evaluation and to ensure comparability with the data collected previously.","CCAFS","https://cgspace.cgiar.org/handle/10568/106266","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=3305&cycle=Reporting&year=2019"
95,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3314_107",3314,"Legume-based rotations have clear economic advantages over cereal monocropping in dry areas","Using two-year data, this study analyzed the economic benefits of adopting rotation in wheat-based systems. The study is unique as the analysis of gross margins is carried for the whole duration of the rotation cycle – shading new insights.","ICARDA","https://repo.mel.cgiar.org/handle/20.500.11766/10497","https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=3314&cycle=Reporting&year=2019"
96,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3315_107",3315,"Ethiopian Agricultural Extension - Where to go?","This RCT-based study analyzes the impacts of introducing improved extension service delivery and divisible quantities of certified seed on adoption of an improved variety of wheat. ","ICARDA","https://hdl.handle.net/20.500.11766/10104
","https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=3315&cycle=Reporting&year=2019"
97,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3329_106",3329,"A global comparative study for achieving effective, efficient and equitable REDD+ results (2016-2020): Midterm Review 2018","The review examined whether the project’s strategies for influencing REDD+ actors and processes in eight target countries were contributing to intended outcomes. The review concluded that the GCS REDD+ Project is on track and that teams have delivered according to plans as evidenced by a long list of relevant outputs. The Review also found that the project has hit its intermediate outcome targets and makes a a series of suggestions for improvement. ","CIFOR","https://www.cifor.org/gcs/wp-content/uploads/sites/14/2020/02/CIFOR-GCS-REDD-project_Mid-Term-Review_2019.pdf","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3329&cycle=Reporting&year=2019"
98,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3330_106",3330,"CIFOR-USAID Fellowship. A Formative Assessment.","CIFOR-USAID Fellowship (CUF) is a capacity development program which aims to train Indonesian students by enrolling them into selected graduate programs in the United States. The purpose of this internal formative evaluation was to inform the capacity development strategies of CIFOR and FTA, to develop and trial appropriate methods to routinely evaluate CIFOR supported Ph.D. and master’s students, and to provide USAID with an assessment of the relative benefits of the applied fellowship model. ","CIFOR and USAID","www.foreststreesagroforestry.org/docs/FTA-Annual-Report-2019-CIFOR-USAIDfellowshipEvaluation_Report.pdf","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3330&cycle=Reporting&year=2019"
99,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3331_106",3331,"Assessing the downstream socioeconomic impacts of agroforestry in Kenya ","Investigated selected intermediate and final outcomes of promoting agroforestry practices in western Kenya using a quasi-experimental impact evaluation design informed by a theory-based and mixed methods framework. Households belonging to 432 pre-existing farmer groups operating in 60 program villages were compared with 61 matched villages, complemented by semi-structured interviews with a sub-sample of 40 purposively selected program participants. ","ISPC-SPIA","https://www.sciencedirect.com/science/article/pii/S0305750X1930484X","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3331&cycle=Reporting&year=2019"
100,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3332_106",3332,"Linking transdisciplinary research characteristics and quality to effectiveness: A comparative analysis of five research-for-development projects. ","Although many research approaches have adopted more transdisciplinary characteristics, empirical evidence of the extent to which and how transdisciplinary research design and implementation contribute to (more) effective scientific and social outcomes remains limited. This paper reports a comparative analysis of five research-for-development projects implemented in Peru and Indonesia to: characterize the extent to which projects employed transdisciplinary principles; assess the extent to which and how intended project outcomes were achieved; analyze the relationship between transdisciplinary research approaches and outcomes; and provide lessons from the experience of using a theory-based approach to evaluate a set of case studies.","FTA","https://www.sciencedirect.com/science/article/pii/S1462901119304022","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3332&cycle=Reporting&year=2019"
101,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3333_106",3333,"Stakeholder perceptions of scientific knowledge in policy processes: a Peruvian case-study of forestry policy development","This study applies knowledge-policy models to analyse a forestry research project that succeeded in influencing national policy-making. The study investigates how decisions were made, what factors affected and shaped the policy process, and how scientific knowledge was used. The results highlight the complexity of policy processes and the related challenges in crossing the science-policy interface. Perceptions of scientific knowledge differed greatly among stakeholders, and those perceptions strongly influenced how scientific knowledge was valued and used. The findings suggest a need for researchers to better understand the problem context to help design and implement research that will more effectively inform decision-making.","FTA","https://academic.oup.com/spp/article/46/4/504/5306126","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3333&cycle=Reporting&year=2019"
102,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3334_106",3334,"Evaluation of CIFOR’s contribution to sustainable oilpalm governance in Indonesia","This evaluation investigates the extent to which and how CIFOR's oil palm research portfolio has contributed to changes in the sector. This study will provide insight into FTA’s contribution to addressing key global challenges of protection of forests and reduction of deforestation, and the reduction of rural poverty and livelihoods. In particular, the case study will illustrate pathways to improving environmental and economic conditions for people through improved knowledge and research about oil palm to guide collective action, policy, and practice. ","CIFOR and FTA","Preliminary findings were presented to stakeholders in April 2020 and the final report is expected to be ready in June 2020. ","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3334&cycle=Reporting&year=2019"
103,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3336_101",3336,"Investigating the outcome-orientation of Climate Change Program (success factors, failures, etc.)","Climate change impacts on agriculture have become evident, and threaten the achievement of global food security, while the agricultural sector itself is a cause of climate change.  If actions are not taken, the sector might impede the achievement of global climate goals. Science-policy engagement efforts are crucial to ensure that scientific findings inform actions of governments, private sector, non-governmental organizations and international development partners, accelerating progress. However, knowledge gaps on what works limit progress. This paper analyzed 34 case studies of science-policy engagement efforts, from six years of agricultural research for development efforts around climate-smart agriculture by CCAFS. ","PMU","https://www.mdpi.com/2071-1050/10/8/2616","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=3336&cycle=Reporting&year=2019"
104,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3340_102",3340,"Contribution of foresight tools and outputs to policy and program decision making","This study identified users of foresight tools, data and outputs and followed up through surveys and interviews to document uses of foresight research in decision making and other outcomes.",,"Assessment of Outcomes Based on the Use of PIM-Supported Foresight Modeling Work, 2012-2018: http://ebrary.ifpri.org/cdm/ref/collection/p15738coll2/id/133608","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3340&cycle=Reporting&year=2019"
105,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3341_102",3341,"Analysis of CGIAR innovations and policy contributions","The purpose of this study, which uses mainly information included in CRPs’ and platforms’ annual reports, is to assess CGIAR policy contributions across thematic and geographical areas and to identify ways in which collaboration could be strengthened.",,"Started in 2019, to be completed in 2020","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3341&cycle=Reporting&year=2019"
106,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3342_102",3342,"Retrospective assessment of PIM’s gender work in 2018-2019","The accuracy of gender scores for PIM 2018 and 2019 peer-reviewed publications will be assessed. In addition, the study will include a synthesis of lessons learned on gender issues and make recommendations for improving PIM gender research in the future portfolio. ",,"To be delivered in 2020 (will assess both the 2018 and 2019 gender work)","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3342&cycle=Reporting&year=2019"
107,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3343_102",3343,"Impact assessment of the Ethiopia Direct Seed Marketing program","This study uses existing data from different waves of household surveys to assess changes in purchases of seed through the Ethiopia Direct Seed Marketing program as well as the effects of the program on productivity. Qualitative interviews of stakeholders will be conducted to analyze levels of satisfaction and remaining concerns with the program.",,"Designed in 2019, to be implemented in 2020","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3343&cycle=Reporting&year=2019"
108,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3345_102",3345,"Assessment of resource tenure and governance outcomes","This external evaluation (qualitative study relying on desk review, surveys and interviews) aims to identify successes, outcomes and impacts from PIM’s Flagship 5 research as well as missed opportunities, with a view to strengthen this type of research in OneCGIAR.",,"Postponed in order to follow the completion of synthesis work undertaken by the research team","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3345&cycle=Reporting&year=2019"
109,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3346_102",3346,"Contribution of social accounting matrices‘ databases, economy-wide tools and outputs to policy and program decision making","This study identifies users of national economywide modeling tools (CGE models), data (social accounting matrices) and outputs (publications) and follows up through surveys and interviews to document uses of economywide modeling research in decision making and other outcomes.",,"Ongoing, to be delivered in 2020","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3346&cycle=Reporting&year=2019"
110,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3350_106",3350,"Evaluation of Gender Integration in FTA","The evaluation was commissioned to examine whether, how and in what circumstances gender is integrated into FTA research; and whether, how and in what circumstances gender integration contributes to changes within FTA Centres, in communities, or in policy and other contexts. The evaluation used three strategies to answer the key evaluation questions: a rapid literature review of FTA research and project documents; semi-structured interviews with FTA staff and a series of case studies of FTA research projects.  ","FTA",,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3350&cycle=Reporting&year=2019"
111,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3352_106",3352,"Ex-Ante Impact Assessment of the project Provision of Adequate Tree Seed Portfolios in Ethiopia (PATSPO)","The project Provision of Adequate Tree Seed Portfolios in Ethiopia (PATSPO) supports the tree seed sector in Ethiopia to produce quality seeds, as a service to a range of follow-up projects that realize the national Climate-Resilient Green Economy Strategy, and the commitment to restore 20 million ha of degraded land. ICRAF commissioned an Ex-Ante Impact Assessment of PATSPO with the intent to project the impact of improving tree genetics in order to help demonstrating this value to relevant stakeholders. The methodology entailed generating and comparing scenarios for plantation of Business-As-Usual and High-Quality Tree Genetic resources by the mentioned follow-up projects.","ICRAF","The report is being finalized and will be published in 2020.
https://www.dropbox.com/s/xa9ak2cou5uggxj/PATSPO%20Ex-Ante%20Impact%20Assessment%20Report%202019%2012.zip?dl=0&file_subpath=%2FFTS+Ethiopia+PATSPO+Ex+Ante+Impact+Assessment+Final+Report+2019+12+01.pdf
","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3352&cycle=Reporting&year=2019"
112,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3365_106",3365,"A refined method for theory-based evaluation of the societal impacts of research","This study provides a detailed description of concepts and a method for assessing the relationship between research processes, outputs, and outcomes. The Outcome Evaluation Approach uses an actor-centred Theory of Change as the analytical framework, and accounts for complexity by recognizing the role of other actors, context, and external processes in change. 

The paper responds to the need for appropriate methods to demonstrate (for accountability) and analyze (for learning) whether and how research projects contribute to change processes, in an effort to make research more effective in addressing complex sustainability challenges.","FTA","https://doi.org/10.1016/j.mex.2020.100788","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3365&cycle=Reporting&year=2019"
113,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3370_272",3370,"Studies to assess on-farm performance of improved tilapia strains (input use, outputs, production and profitability) in different contexts such as Bangladesh, Egypt and Myanmar. Interrelations and effects on gender, environment and human nutrition will be explored.","Numerous opportunities exist to strengthen livelihoods and contribute to food security and nutrition through aquaculture. Improving productivity, socio-economic and environmental performance of aquaculture is an imperative to tapping these opportunities. An integrated assessment of on-farm performance of improved tilapia strains is important to identify ways through which aquaculture contributes to the five impact areas prioritized in the CGIAR research agenda to 2030, namely food security and nutrition, poverty, gender equity, environment, and climate change. In light of this, a digital tool for on farm performance assessment of aquaculture systems has been developed and made available for use in FISH CRP focal and scaling countries and by other stakeholders such as public and private sector. This with the scope to achieve consistency, comparability and effectiveness of research and data delivered around on-farm performance of aquaculture systems.  Following this approach an integrated assessment of on-farm performance of improved tilapia strains is important to identify improved tilapia strains was implemented in three countries including Bangladesh (assessment) Myanmar (baseline), and Egypt (baseline). In all three countries, the surveys looked further production and profitability of improved strains of tilapia in farming condition and examined employment by gender, food security and dietary diversity, and adaptation to climate change. Important environmental aspects include management of pond water and pond waste as well as energy use. For all the three studies a journal article will be published in 2020.  ","CRP, IFAD, USAID, BMZ/GIZ","https://doi.org/10.7910/DVN/QJKF5N
https://doi.org/10.7910/DVN/MIYZYQ
https://hdl.handle.net/20.500.12348/3926
",
114,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3371_272",3371,"Identification of dissemination systems for improved tilapia seeds in different contexts such as Bangladesh, Myanmar and Egypt.","A participatory approach to evaluation of dissemination systems for improved tilapia strains was developed and successfully implemented in Bangladesh and Malawi. Multi-stakeholder workshops were held in 2019 with breeding nucleus operators, multiplier hatchery operators, private companies, researchers, and farmers to prioritize constraints to successful dissemination of improved tilapia strains and to identify blocking mechanisms. In addition, quantitative surveys were conducted with hatchery operators and seed traders. The analysis of the data and writing of reports is complete. A manuscript will be submitted to a peer review journal in May 2020. Insights from dissemination systems evaluation in Bangladesh and Malawi are being used to provide guidance in the development of a dissemination strategy for Genetically Improved Farmed Tilapia (GIFT) - a WorldFIsh and FISH CRP related innovation - in Bangladesh and Myanmar. A stakeholder consultative meeting was already held in 2019 to discuss GIFT dissemination in Myanmar and to share results from Bangladesh. Dissemination system will be assessed in Timor Leste in 2020.","CRP, IFAD, USAID, BMZ/GIZ","https://cgiar.sharepoint.com/:b:/s/FISHOperations/EdLm6lCyNsVHtnZ41UgYj4UBtDnESM6TI9F1ftyliouQcw?e=Anz5tw",
115,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3372_272",3372,"Evaluation of the project Enhancing Livelihoods while Governing Marine Resources in Pacific Island Countries: Effects of the improved fish-based livelihoods on poverty, vulnerability and inequality for women and men in Solomon Islands and Timor-Leste.","The evaluation will focus on understanding the effects of the intervention promoted by WorldFish and Fish CRP, including relevant innovations, on livelihoods and women's empowerment in Solomon Islands and Timor-Leste. The evaluation has been delayed due to an extended implementation of the project. The evaluation will be conducted in 2020.","SwedBio",,
116,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3373_272",3373,"Fish foresight modelling study in Nigeria","The study was completed and a report prepared to better understand future macro level fish market demand and supply trends in Nigeria. A journal article will be submitted in 2020. ","BMGF","https://hdl.handle.net/20.500.12348/4081 https://cgiar.sharepoint.com/:b:/s/FISHOperations/EYCUsyYTx5FLu40QUUUuJ5IBCB6ST5LcNdBv_Ouc6t8a7A?e=g5JUAL",
117,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3374_272",3374,"Evaluation of the project Enhanced Coastal Fisheries in Bangladesh (ECOFISH-BD)","This external and independent evaluation assessed results of the USAID-funded ""Enhanced Coastal Fisheries in Bangladesh (ECOFISHBD)"" project and implemented jointly by WorldFish and Department of Fisheries (DoF-Bangladesh). The project aimed to support the Government of Bangladesh and the coastal fishing communities to improve the resilience of the Ganges and Meghna River estuarine ecosystem and livelihoods that depend upon it. The evaluation aimed to assess how and to which extent the intervention promoted by WorldFish and FISH CRP has contributed towards sustainable management of hilsa fishery in Bangladesh. Effects on livelihoods and poverty reduction have been also assessed. The evaluation used the range of methods to triangulate findings in response to a series of evaluation questions organised to outcomes and impacts generated by the project. Preliminary report is available. A complete report will be released in 2020.","CRP","https://hdl.handle.net/20.500.12348/4162",
118,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3375_272",3375,"Evaluation of the FishTrade project: Effectiveness of policy changes on intra-regional fish trade for reducing poverty and improving food and nutrition security in Africa","This external, independent evaluation assessed results of the European Union-funded Improving food security and reducing poverty through intraregional fish trade in sub-Saharan Africa (FishTrade) project managed by WorldFish, in partnership with the African Union – InterAfrican Bureau for Animal Resources (AU-IBAR) and the New Partnership for Africa's Development (NEPAD). The evaluation used the range of methods to triangulate findings in response to a series of evaluation questions organised according to the OECD DAC evaluation criteria and therefore assessed the project’s relevance, coherence, effectiveness, efficiency, impact and sustainability. Finally, the evaluation provided a set of evidence-led, actionable recommendations for future project design and implementation. A draft report was available at the end of 2019 and become publicly available at the beginning of 2020. ","CRP","https://hdl.handle.net/20.500.12348/4090",
119,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3376_272",3376,"Policy effectiveness study: Land use policy reform (2018-2022) in multifunctional landscapes as a driver to increase income and well-being","A paper has been published on integration of fish into land use policy in a case study in Myanmar providing evidence on the implications of policy change in multifunctional landscapes to deliver income, employment, nutrition and water use benefits.  The research has however been expanded due to ongoing Parliament debate about land use policy in Myanmar. A cooperation with PIM has been developed for a deeper analysis of the case in Myanmar, and to build a methodology for projected benefits of policy options being considered by the Myanmar government.  ","CRP","https://hdl.handle.net/20.500.12348/3780",
120,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3377_272",3377,"Evaluation of the Youth Employment in Aswan Governorate; Extension of fisheries and aquaculture interventions (YEAG) project in Egypt","Youth Employment in Aswan Governorate; Extension of fisheries and aquaculture interventions (YEAG) project was led by WorldFish and supported by the Swiss Agency for Development and Cooperation (SDC).    YEAG’s Independent End-of-Term Evaluation envisaged to evaluate the project based on DAC Evaluation Criteria, and cross-cutting issues.  Challenges and limitations, along with the lessons learnt and relevant recommendations were also addressed to ensuring evidence-based design and streamlined implementation of future similar interventions.   The evaluation results shown early indications of contribution to impact of improved nutrition for poor Egyptian households (indicated by increased consumption of farmed fish), and increased economic opportunities (indicated by increase in net profits of fishers, processors and women retailers). As for gender, women retailer trainees have acquired skills that have helped increase their income levels and improve their livelihood conditions.","CRP, SDC","https://hdl.handle.net/20.500.12348/3952",
121,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3378_272",3378,"Ecopond and Empowerment of Women Project: Assessment of the impacts of ecopond carp-based polycultural model in Bangladesh","The evaluation, conducted in partnership with the University of Tokyo, assessed the impacts of Ecopond and Empowerment of Women II project intervention in Bangladesh to evaluate the implemented ecopond approach as a mean to scale up the fish production in small perennial ponds managed by women in order to get increased fish production, diversity in fish production, increased household fish consumption and sale of fish for cash income. The project outcomes consistently show the potential value of the ecopond technology and its contribution to the household wellbeing. Ecoponds are the most productive source of fish in most households with a high productivity per area compared to other ponds. In addition, excess fish represent a significant resource of income to the households and serve as a supplemental livelihood source. Households using ecopond technology achieve more income from Ecopond and a higher women's empowerment, measured through Women's empowerment in agriculture index (WEAI). As the Ecopond’s fish stock develops, it has the potential to strengthen household resilience to face periods of food insecurity. Furthermore, the contribution of increasing the fish species diversity through Ecopond technology will contribute to achieve a better household nutrition including for women and children. A preliminary evaluation report is available. A peer review paper will be submitted in the first quarter on 2020.","CRP","https://cgiar.sharepoint.com/:w:/s/FISHOperations/EQDTIXiUKRRErSBh-KTiJK0BotBx91ZaqOgy2tzGL3wMRg?e=vFt8mC",
122,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3379_272",3379,"Ensure real time data visualization based on conceptualized indicator framework (Monitoring and Evaluation of Agri-Science Uptake in Research and Extension (MEASURE) , Managing Agricultural Research for Learning and Outcomes (MARLO), CGIAR Level Agricultural Results Interoperable System Architecture (CLARISA)","The initial phase, carried out in 2019, has achieved the development and implementation of a mutual visualization dashboard (CGIAR Level Agricultural Results Interoperable System Architecture, CLARISA). However, the need for a further integration around CGIAR AR Indicators, for a better disaggregation of data, and new requirements, led the MEL-MARLO team to continue in 2020 the activities for an increased synergy of the systems under the guidance of SMO Team and in partnership with GLDC, FISH and RTB CRPs.","CRP","https://www.cgiar.org/impact/results-dashboard/",
123,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3380_272",3380,"Evaluation of the Sustainable Transformation of Egypt’s Aquaculture Market System (STREAMS) project in Egypt","The Sustainable Transformation of Egypt’s Aquaculture Market System (STREAMS) project was funded by the Swiss Agency for Development and Cooperation (SDC) and implemented by WorldFish in partnership with CARE and in cooperation with the Ministry of Agriculture and Land Reclamation in Egypt. This external end project evaluation identified and assessed results achieved by the STREAMS project at outcome and output levels and draws lessons learned and recommendations for WorldFish, the Donor, project stakeholders and partners. The evaluation demonstrated that the project achieved to support the 4,297 farms involved by increasing their production (+16% ton/ha average production per farm) and profit (+57,7% average increase in profit per ha), in creating 3,407 new jobs and in reducing environmental impacts (- 37% m3/ha/day water usage and -22% equivalent/ton in the CO2 emission levels)  through the adoption of productive, efficient and climate-smart aquaculture production practices developed by FISH CRP research.","CRP, SDC","https://hdl.handle.net/20.500.12348/3954",
124,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3381_272",3381,"Understanding the employment generation in the Egyptian aquaculture value chain: implications for meeting the Sustainable Development Goals (SDGs)","Employment generation along the different stages of the aquaculture value chain in Egypt was assessed. The results suggest that aquaculture can generate significant levels of employment, amounting to 19.1 FTE jobs per 100 metric tons of produced fish. This, combined with the ongoing growth of the sector, means that aquaculture can contribute substantially to efforts to meet SDG 8 (Decent work and economic growth) in Egypt. A report was published and a paper submitted. The paper was published in early 2020.","CRP, SDC","https://hdl.handle.net/20.500.12348/3343
https://hdl.handle.net/20.500.12348/3868",
125,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3382_272",3382,"Capacity development and joint learning exercises for the improvement of the Monitoring, Evaluation and Learning (MEL) platform and its integration within the CGIAR data architecture system","In 2019 thanks to the support of two CGIAR Research Programs (CRP-Livestock and CRP-FISH) and the physical presence of some team members in Kenya, it was decided to organize the 1st technical retreat. The main objective of the Developers Retreat is to strengthen the team building and have an overview of the data architecture across CGIAR. The collaboration with OCS (OSU) team supported the effort to link corporate and research data.","CRP","https://hdl.handle.net/20.500.11766.1/09a519",
126,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3383_272",3383,"MEL platform implementation","FISH CRP MELIA system has been migrated to the MEL platform (installation in 2018). 95% of ongoing projects were recorded in 2019. Training tools developed and training provided to FISH CRP researchers. Routine based training planned to support program-wide implementation in 2020.","CRP","https://hdl.handle.net/20.500.12348/3801
https://hdl.handle.net/20.500.12348/3929
https://hdl.handle.net/20.500.12348/3928",
127,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3384_262",3384,"Impacts of the adoption of soil technologies in cassava productivity and farmers livelihood in Thailand ","Study will analyze levels of adoption and impact of soil technologies for cassava production in Thailand. Due to delays in the data collection process performed by our Thai partner in the study (Kasetsart University) the starting of the data analysis suffered a delay of 6 months.","IITA",,
128,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3385_262",3385,"Estimates of the impact of Banana Xanthomonas Wilt (BXW) control technologies on disease management, household composition, economic well-being and other livelihood strategies of smallholder farmers","This study uses a sample of 1200 banana farmers in Uganda where the BXW disease is endemic, to disentangle adopters into partial and full adopters to investigate the factors that are relevant to sustain the adoption process of BXW control practices and quantifies the impact of adopting the practices. Results show that training a woman farmer and having diverse sources of information about BXW control practices increased adoption of the control practices and reduced the disease incidences. Farmers who adopted all the recommended control practices achieved significantly the highest values of banana production and sales. ","Bioversity","https://dx.doi.org/10.3390/su11092610 ",
129,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3387_262",3387,"Measurements of adoption and impacts of improved cassava varieties in Uganda and Tanzania. ","Documentation of extent of use of improved varieties of cassava in Uganda and Tanzania, two countries with major investments on cassava research and deployment, is a critical first step. Identification of varieties and measurement of adoption level will be based on lessons learned from West Africa in Cassava Monitoring Study.","IITA",,
130,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3388_262",3388,"Contribution of RTB technologies to rural transformation","Synthesis explores the role and contribution of RTB crops to improove food security, nutrition, income and climate change resilience of smallholders, expecially women and youth.","RTB","https://hdl.handle.net/10568/105698",
131,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3389_262",3389,"Agricultural technology adoption and household welfare: Measurement and evidence","This paper investigates how measurement errors on adoption and impact studies of improved crop varieties can lead to biased welfare estimates. Using DNA-fingerprinting based varietal identification as a benchmark, the study finds that misclassification in self-reported adoption status is considerable, with significant false negative and positive response rates. It shows that such errors lead to welfare estimates that are biased and substantially understate the poverty reduction effects of adoption. Results point to the need for improved monitoring of the dissemination process of improved varieties through innovative adoption data collection approaches to generate robust evidence for prioritizing and justifying investments.","IITA","https://doi.org/10.1016/j.foodpol.2019.101742 ",
132,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3390_262",3390,"Adoption of potato varieties and their role for climate change adaptation in India","The study takes the example of potatoes in India to analyze the extent to which the potato sector is resilient to climate change. State-level climate change projections are compared with adoption of potato varieties with high resistance and tolerance to major abiotic and biotic stresses. Study finds that from the total of 81 releases, 45 improved varieties are adopted in India and that in each state high resistant and tolerant varieties are cultivated providing some degree of varietal resilience. Results allow policymakers and breeders to better prioritize investments into breeding for specific traits and dissemination strategies.","CIP","https://dx.doi.org/10.1016/j.crm.2019.01.001 ",
