pk_id_srf_cases_info,version,date_from,date_to,id,"brief_summary","additional_contribution"
93,1,1900-01-01 00:00:00,2200-01-01 00:00:00,99,"The duplicated extent of coverage of improved cultivars with > 98% in Sagaing region followed by Mandalay (>96%) and Magway (> 94%) regions in Myanmar.

OICR: (see link 1)

Deevi KumaraCharyulu, Pooran Gaur, Mar Win, Mazvimavi Kizito, Karuturi Rao, Tun Shwe. (1/3/2019). Impacts of early maturing chickpea improved cultivars in Myanmar. (see link 2)","An ongoing variety adoption study will be completed and documented in 2020."
94,1,1900-01-01 00:00:00,2200-01-01 00:00:00,100,"The estimated welfare benefits accrued in the Myanmar due to adoption of chickpea improved cultivars was estimated at $152.8 million

OICR: (see link 1)

Deevi KumaraCharyulu, Pooran Gaur, Mar Win, Mazvimavi Kizito, Karuturi Rao, Tun Shwe. (1/3/2019). Impacts of early maturing chickpea improved cultivars in Myanmar. (see link 2)",
95,1,1900-01-01 00:00:00,2200-01-01 00:00:00,101,"A study conducted in Nigeria showed that adoption of improved cowpea varieties led to a 17%increase in household income, a 24% increase in asset ownership, and a 5% reduction in the incidence of poverty, which is equivalent to 929,450 people lifted out of poverty due to adoption of improved varieties. 

OICR: (see link 1)

Manda, J., Alene, A. D., Tufa, A. H., Abdoulaye, T., Wossen, T., Chikoye, D., & Manyong, V. (2019). The poverty impacts of improved cowpea varieties in Nigeria: A counterfactual analysis. World Development, 122, 261–271. (see link 2)",
96,1,1900-01-01 00:00:00,2200-01-01 00:00:00,102,"A study conducted in Nigeria using a nationally representative sample survey of over 1,500 cowpea producing households showed that adoption of improved varieties was associated on average with a 26% increase in yields, 14% increase in production costs, and 61% increase in net returns per hectare.

OICR: (see link 1)

Manda, J., Alene, A. D., Tufa, A. H., Abdoulaye, T., Kamara, A. Y., Olufajo, O., Boukar, O., & Manyong, V. M. (2020). Adoption and Ex-post Impacts of Improved Cowpea Varieties on Productivity and Net Returns in Nigeria. Journal of Agricultural Economics, 71(1), 165–183. (see link 2)",
97,1,1900-01-01 00:00:00,2200-01-01 00:00:00,103,"The productivity gain due to adoption of chickpea improved cultivars in the study regions in Myanmar was estimated at 51%, benefitting approximately 0.2 million chickpea growers.

OICR: (see link 1)

Deevi KumaraCharyulu, Pooran Gaur, Mar Win, Mazvimavi Kizito, Karuturi Rao, Tun Shwe. (1/3/2019). Impacts of early maturing chickpea improved cultivars in Myanmar. (see link 2)",
98,1,1900-01-01 00:00:00,2200-01-01 00:00:00,104,"A study conducted in Malawi using a nationally representative sample of over 1,200 soybean growing households showed that 34% the total soybean area was planted to improved varieties following the recommended agronomic practices and adoption of improved soybean varieties and agronomic practices led to an average of 61% yield gain and 53% net income gain for adopters.

Tufa, A. H., Alene, A. D., Manda, J., Akinwale, M. G., Chikoye, D., Feleke, S., Wossen, T., & Manyong, V. (2019). The productivity and income effects of adoption of improved soybean varieties and agronomic practices in Malawi. World Development, 124, 104631. (see link 1)",
99,1,1900-01-01 00:00:00,2200-01-01 00:00:00,105,"Tanzania: Adopters of new improved varieties produced 32% more beans for the same unit of land, compared to if they had planted landraces. As result of increased yield, adopters marketed surplus increased by 38%, which is remarkable and confirms that bean improvement has contributed to smallholder integration into the market. Extrapolated numbers are: 223kg/ha effect on yield, 19,857.04 tons additional yield, 8,459.28 tons effect on marketed per agricultural season as a result of adopting IV by adopting improved varieties.

Katungi, E., Larochelle, C., Mugabo, J., & Buruchara, R. (2018). Climbing bean as a solution to increase productivity in land-constrained environments: Evidence from Rwanda: Outlook on Agriculture. (see link 1)",
100,1,1900-01-01 00:00:00,2200-01-01 00:00:00,106,"Rwanda: The climbing bean adoption study revealed an average yield gain of 22% among adopters. One additional kilogram of climbing bean seed planted raises per capita consumption expenditure by 0.9% and that of bean consumption by 2.8% and increases the probability that a household is food secure by 0.6% while decreasing the likelihood of being poor by 0.6%. 0.8 million households adopted climbing bea, for a cultivated area of 201,558 ha, resulting to additional harvest of 108,841.09 tons per year. For poverty effects: 5000 people lifted out poverty /year, and a bean consumption of 2,400 tons annually.

OICR: (see link 1)

Katungi, E. M., Larochelle, C., Mugabo, J. R., & Buruchara, R. (2018). The effect of climbing bean adoption on the welfare of smallholder common bean growers in Rwanda. Food Security, 10(1), 61–79. (see link 2)",
101,1,1900-01-01 00:00:00,2200-01-01 00:00:00,107,"Biofortified pearl millet and lentil varieties with elevated Fe and Zn content are commercialized in India. High oleic groundnut varieties offer consumer health benefits as they contribute to reduced cardiovascular diseases.

OICR: (see link 1)

PEARL MILLET EVIDENCES: M. GOVINDARAJ, Kedar Rai, Binu Cherian, Wolfgang Pfeiffer, Kanatti Anand, Harshad Shivade. (15/5/2019). Breeding Biofortified Pearl Millet Varieties and Hybrids to Enhance Millet Markets for Human Nutrition. pp. 1-11. (see link 2); LENTIL EVIDENCES: (see link 3); (see link 4); GROUNDNUT EVIDENCES for 65,000 farmers adopted: (see link 5); (see link 6); Evidences for number of people befitting from biofortified pearl millet: DOI: (see link 7); (see link 8) by guest on 20 May 2020",
102,1,1900-01-01 00:00:00,2200-01-01 00:00:00,108,"The total area sown with CIAT hybrids under FP3 Feeds and Forages is estimated at 1 million hectares in 30 countries by the end of 2019 (the royalty data report from the private sector partner, Papalotla, has not yet arrived at CIAT so final 2019 seed sales data are unavailable).","CIAT expects further adoption of improved hybrids on 100,000 hectares annually in at least 15 countries."
103,1,1900-01-01 00:00:00,2200-01-01 00:00:00,109,"An adoption study on improved maize varieties in southern Ethiopia (see link 1) showed that about 65% of sample farmers adopt the technology, with 55% of their total maize area planted with improved varieties. Statistically significant gender difference was noted in the intensity of adoption.","NA"
104,1,1900-01-01 00:00:00,2200-01-01 00:00:00,110,"An ex post adoption study on drought tolerant...(see link 1) in Malawi, using a four‐round panel dataset from six districts, showed increased adoption of drought-tolerant maize from 3% in 2006 to 43% in 2015. The study showed that past exposure to drought increased the probability of drought tolerant maize seed being distributed through the government subsidy program.","NA"
105,1,1900-01-01 00:00:00,2200-01-01 00:00:00,111,"An ex post impact study on drought-tolerant maiz...(see link 1) for mild drought conditions inZimbabwe found that 30% of the sampled households were growing DT maize varieties. Total maize yield was 436.5 kg/ha for a non-adopting household and 680.5 kg/ha for adopter households. After controlling for endogeneity, the authors found thathouseholds growing DT maize varieties had 617 kg/ha more maize than households that did not grow the DT maize varieties. As almost all farmers buy their seeds in the market, a change in varieties to DT maize seeds gave anextra income of US$240/ha, or more than nine months of food at no additional cost. A study linking access to extension services wi...(see link 2) (Zimbabwe) indicated that the technology impacts on maize productivity (maize yield, maize output per capita) and consumption are enhanced by extension service, and reduced the impact on amount of maize set aside for sale.","NA"
106,1,1900-01-01 00:00:00,2200-01-01 00:00:00,112,"An ex post evaluation of integrated soil ferti...(see link 1) (ISFM) on yields and total household incomes used farm household data collected from Northern Ghana and Western Kenya and showed that the technology adoptionleads to grain yield increase by up to 27% in Northern Ghana and 16% in Western Kenya.Increasing the number of ISFM components, however, did not improve yields. Adoption of ISFM did not increase total household incomes at both locations either.","NA"
107,1,1900-01-01 00:00:00,2200-01-01 00:00:00,113,"A study in Nigeria (see link 1) examined the distributional impacts of adoption of drought-tolerant maize on the productivity and welfare outcomes and suggested that adoption raised productivity more among poor farming households. Another study assessed the ex post impact of drought-tolerant maize (see link 2) on the yield and poverty status of farmers in the northwestern region of Nigeria. Results showed that smallholder farmers were more likely to adopt drought-tolerant maize than bigger farms. Adopters also realized higher maize yields and the adoption reduced the probability of being poor by 60 percent for the treatment group while poverty incidence was reduced by 35% among the non-adopters. The general conclusion was that drought-tolerant maize adoption improved maize yield and reduced poverty incidence among rural households.",
108,1,1900-01-01 00:00:00,2200-01-01 00:00:00,114,"An ex post impact study on hybrid maize in Pa... (see link 1) (Punjab, Sindh, KPK, Baluchistan provinces) indicated that adopters had obtained incremental yields in the range of 94–124 kg/ha, compared with non-adopters (open pollinated varieties yielded on average 5.7 tons/ha). Household income increased by Pakistani rupees 2,176–3,518 per year, and there were significant gains in technical, allocative, and economic efficiency of maize cultivation. Poverty was reduced by 2-3 percent points.",
109,1,1900-01-01 00:00:00,2200-01-01 00:00:00,115,"An ex post impact study on improved maize variet... (see link 1) indicated that their adoption is positively associated with yield, income, and poverty reduction. Keeping all other controls constant, a 10% increase in the area planted with improved maize is found associated with a 5% increase in total income, a reduction of probability of being poor by 1%, and a reduction of poverty gap by 16%. The study found that impacts among poor and non-poor farmers did not differ.",
110,1,1900-01-01 00:00:00,2200-01-01 00:00:00,116,"An ex ante evaluation of conservation agricultur.. (see link 1). determined that the average changes in yield from using CA-based systems (compared with the control) at the district scale ranged from −37% to 70% (average 33%), with a similar range of changes in benefit-cost ratios, once economic factors were included.Combining the changes in benefit-cost ratios with maize harvested area resulted in net benefit from maize farming, on average, of US $1.1 million at district scale.",
111,1,1900-01-01 00:00:00,2200-01-01 00:00:00,117,"A study evaluated the ex post impacts of the ... (see link 1) on average maize yield, yield stability, risk exposure and resource use in rainfed Uganda. Adoption of drought-tolerant maize varieties increased yield by 15% and reduced the probability of crop failure by 30%. Adoption also increased investments in maize production at the extensive margin (maize area increase), and at the intensive margin (mechanization).

An ex post impact evaluation of adopting drou... (see link 2) in Zambia revealed that technology adoption increases maize yield by 15% and reduces the risk of crop failure. Yield variance was reduced by 38% and exposure to downside risk by 36%.

Another ex post impact study on drought tolerant maiz... (see link 3) indicated that in the Northern Region of Ghana the technology had positively impacts on yield and commercialization intensity (market participation).Yield of farm households increased by more than 150% (936 kg/ha) following DTM adoption.",
112,1,1900-01-01 00:00:00,2200-01-01 00:00:00,118,"An ex post impact evaluation of improved maize va... (see link 1) showed significant yield effects in different econometric models. The average treatment effect (ATT) on adopters was 674 kg/ha in the endogenous switching regression. The kernel‐based matching and nearest‐neighbor matching showed that adoption of improved maize varieties yielded 530 and 578 kg/ha more, respectively.",
113,1,1900-01-01 00:00:00,2200-01-01 00:00:00,119,"An ex post impact evaluation of minimum tillage ... (see link 1) indicated significant labor savings in maize production through the technology adoption, creating scope for other income generating activities. Maize productivity did not increase. A major reason for such absence of yield impact: Farmers adopting minimum tillage were often not practicing it together with other components of conservation agriculture. In another adoption study, 3 farming systems – continuous no-till maize, conservation agriculture rotation, and conventional tillage rotation – were compared in two distinct agroecological zones... (see link 2). Although substantially less profitable than continuous no-till maize, the diversified conservation agriculture and conventional tillage rotations were profitable for smallholder farmers, partially due to lower production costs.Reducing the risks associated with rotations could provide smallholder farmers with more diversified diets and greater ecosystem services, such as greater rainwater infiltration and storage to withstand dry spells.",
114,1,1900-01-01 00:00:00,2200-01-01 00:00:00,120,"A nationally representative ex post evaluation (see link 1) was conducted on rural households’ adoption of farming practices that can contribute to the sustainable intensification of maize production in Tanzania. The study grouped households into four categories based on their use of three soil fertility management practices on their maize plots: “non-adoption”; “Intensification” (use of inorganic fertilizer only); “Sustainable” (use of organic fertilizer, maize–legume intercropping, or both); and “Sustainable Intensification” (joint use of inorganic fertilizer with organic fertilizer and/or maize–legume intercropping). The results suggested that use of practices in the “Sustainable Intensification” category is associated with significant improvements in children’s height-for-age and weight-for-age z-scores relative to “non-adoption,” particularly for children aged 25–59 months. These effects manifested through improvements in crop productivity and crop income.",
115,1,1900-01-01 00:00:00,2200-01-01 00:00:00,121,"Designing interventions in local value chains... (see link 1) Maize production in Malawi almost tripled in the first two years of programmed implementation (MOAFS, 2010). Analyses of household expenditure surveys derived from previous work in Malawi allowed for characterization of dietary patterns. In the lowest expenditure quintile, maize accounts for 342 g per capita of daily food intake, or 62 per cent of daily food consumption compared to 47 per cent for all households. Animal source foods, including meat (3 g per capita per day), eggs (1 g per capita per day) and fish (14 g per capita per day), are largely missing from the diets of the poorest households.",
116,1,1900-01-01 00:00:00,2200-01-01 00:00:00,122,"An ex post impact study evaluated conservatio... (see link 1) with respect to productivity enhancement of maize and food security enhancement among smallholder farmers in Zimbabwe. Conservation agriculture, largely defined by the use of planting basins, had apositive and significant impact on maize grain yield (average treatment effect, ATT = 473 kg/ha), and the magnitudemore pronounced among female-headed households (ATT = 516kg/ha). Increased grain productionextended the households’ grain self-provision period by 1.14 months for the pooled sample, and by a longer period of 2.89 months for the female-headed sample. The study concluded that conservation agriculture increases maize productivity and grain supply to households, particularly for female-headed households.",
117,1,1900-01-01 00:00:00,2200-01-01 00:00:00,123,"An ex post study using a panel dataset from 6... (see link 1) assessed the effect of two increasingly promoted CSA technologies (drought-tolerant (DT) varieties of maize and maize–legume (M-L) intercropping) on resilience to climatic shocks (drought and unpredictable rainfall). Resilience was estimated using a theory-based approach consistent with recent literature. Estimates showed that resilience increased by about 9% points for adopters of DT maize in isolation and 28% points for adopters of a combination of DT maize and M-L intercropping, but decreased by about 10% points when farmers practiced M-L intercropping in isolation.",
118,1,1900-01-01 00:00:00,2200-01-01 00:00:00,124,"Meta-analysis (ex ante & ex post):The 4 per 1000 goal and soil carbon storage u... (see link 1) The 4‰ initiative aspires to increase global soil organic carbon (SOC) stocks at a rate of 0.4% per year. This systematic literature review on SOC storage under agroforestry and conservation agriculture systems looked at 66 and 33 cases for both systems, respectively. Results showed SOC storage rates were significantly higher than 4‰ yr−1 in fallows and in multistrata agroforestry systems, not in alley cropping and parklands systems. For conservation agriculture, SOC storage rates were significantly higher than 4‰ yr−1 only when all three principals were applied. Low SOC levels are mainly the result of limited resources of smallholder farmers. Agroforestry and conservation agriculture can restore SOC in these soils, but the 4‰ initiative will succeed because of positive impact on crop productivity, rather than climate change mitigation.",
119,1,1900-01-01 00:00:00,2200-01-01 00:00:00,125,"Ex ante; Do open-pollinated maize varieties perform be... (see link 1) Experiments conducted on-farm during four seasons in Bugesera, Rwanda and two seasons in Meki, Ethiopia. Grain yield was higher for hybrids (2 Mg ha−1) than for OPVs (1.5 Mg ha−1). The presence of trees in Rwanda reduced the harvest index more in OPVs than in hybrids; same for grain yield and biomass. In Meki, the grain yield did not differ and presence of trees reduced their grain yields in the same manner. Authors conclude that agroforestry farmers could benefit from growing hybrids in the equatorial savannahs of Rwanda, but that the choice between hybrid and OPV in equatorial savannahs of Ethiopia can simply be based on other factors such as seed costs and availability.",
120,1,1900-01-01 00:00:00,2200-01-01 00:00:00,126,"The Green Super Rice project has developed and released 59 improved rice varieties covering over two million hectares in 11 countries in Southeast Asia, South Asia, and East and Southern Africa (IRRI news (see link 1), Yu et al., 2020 (see link 2)). With an average farm size of 1-2 ha, this extrapolates to 1-2 million farms.","NA"
121,1,1900-01-01 00:00:00,2200-01-01 00:00:00,127,"Up to end of 2019, the CORIGAP (see link 1) project reached 758,196 farmers (see link 2) with best practices for lowland rice production across six Asian countries: Myanmar, Sri Lanka, Indonesia, Thailand, Vietnam, and China. About 132,000 farmers have adopted best practices and increased their rice yield by 11-20%, and profit by 13-25%.","NA"
122,1,1900-01-01 00:00:00,2200-01-01 00:00:00,128,"Saito et al., (2019) (see link 1) showed that the adoption rate of rice variety WITA 9 was 24% in Cote d’Ivoire. 2,674 out of 8,003 rice farmers surveyed have cultivated WITA 9 in Cote d’Ivoire in 2018/2019.","NA"
123,1,1900-01-01 00:00:00,2200-01-01 00:00:00,129,"As of September 2019, there were 3,495 reapers in Nepal’s Terai and almost 16,000 ha of rice and wheat was being harvested by them (CSISA annual report 2019 (see link 1), pp. 54).","NA"
124,1,1900-01-01 00:00:00,2200-01-01 00:00:00,130,"About 132,000 farmers (see link 1) in in Myanmar, Sri Lanka, Indonesia, Thailand, Vietnam, and China have adopted best management practices introduced by the CORIGAP (see link 2) project and increased their profit by 13-25%.","NA"
125,1,1900-01-01 00:00:00,2200-01-01 00:00:00,131,"Arouna et al. (2019) (see link 1) showed that adoption of RiceAdvice in Nigeria increased income by about $227, the equivalent of 20 percent over control households. In Nigeria, the use of RiceAdvice had 20% higher profits. Up to 2019, about 73,000 farmers benefited from recommendations generated by RiceAdvice in Nigeria.","NA"
126,1,1900-01-01 00:00:00,2200-01-01 00:00:00,132,"Arouna and Aboudou (2019) (see link 1) showed that adoption of drought-tolerant rice varieties increased the rice income by US$ 126 per ha and also improved household food security in Benin, Madagascar and Nigeria. 2,674 rice farmers had cultivated WITA9 Saito et al., 2019 (see link 2) showed that adoption of rice variety WITA 9 increased farmer’s income by US$ 91 ha–1 per season.","NA"
127,1,1900-01-01 00:00:00,2200-01-01 00:00:00,133,"Arouna et al. (2019) (see link 1) showed that adoption of RiceAdvice in Nigeria increased yields by 549 kg/ha (+15%).","NA"
128,1,1900-01-01 00:00:00,2200-01-01 00:00:00,134,"About 132,000 (see link 1) farmers in in Myanmar, Sri Lanka, Indonesia, Thailand, Vietnam, and China have adopted best management practices introduced by the CORIGAP (see link 2) project and increased their rice yield by 11-20%.","NA"
129,1,1900-01-01 00:00:00,2200-01-01 00:00:00,135,"Arouna and Aboudou (2019) (see link 1) showed that adoption of drought-tolerant rice varieties increased the rice yield by 570 kg/ha (24% increase) in Benin, Madagascar and Nigeria.","NA"
130,1,1900-01-01 00:00:00,2200-01-01 00:00:00,136,"Saito et al., 2019 (see link 1) showed that adoption of rice variety WITA 9 paddy in Cote d’Ivoire gave a yield advantage of 0.7 t ha–1. (around +15-20%).","NA"
131,1,1900-01-01 00:00:00,2200-01-01 00:00:00,137,"In Brazil, in 2018-2019, 118 demonstration plots were cropped using improved practices, covering an area of ​​3,790 hectares, realizing an average yield of 9,400 kg ha-1, 12% higher than conventional management. In a three-year average, yields were 19% higher.","NA"
132,1,1900-01-01 00:00:00,2200-01-01 00:00:00,138,"A bill was passed in the Philippine congress (see link 1), encouraging land to be leveled so that mechanization and irrigation are more efficient. The bill also mentions that with this, grain quality, weeding and planting efficiency will be improved, ultimately increasing grain yield. Expected increase of land leveling in farms that will translate in increased water use efficiency (up to 15%), planting efficiency (seed input reduction) and more efficient use of mechanization.",
133,1,1900-01-01 00:00:00,2200-01-01 00:00:00,139,"Since the 1990s, the International Potato Center (CIP) has been working on integrated pest management approaches for potato late blight (IPM-late blight) and since the early 2000s it has been using farmer field schools (FFS) and participatory research approaches to facilitate farmers’ access to information, knowledge, and technologies related to IPM-late blight. Results of the study indicates that adoption and adaptation of FFS was successful in countries like Peru, Bolivia, Ethiopia and Uganda. In the period of the study, in Peru, more than 2,000 FFS benefited an estimate of 40,000 farmers. These farmers realized a 32% average increase in potato productivity and income and similar changes occurred in other countries. Ortiz, O.; Nelson, R.; Olanya, M.; Thiele, G.; Orrego, R.; Pradel, W.; Kakuhenzire, R.; Woldegiorgis, G.; Gabriel, J.; Vallejo J.; Xie, K.. 2019. Human and technical dimensions of potato integrated pest management using farmer field schools: International Potato Center and partners’ experience with potato late blight management. Journal of Integrated Pest Management. ISSN 2155-7470. 10:1. 8 p. (see link 1); (see link 2)",
134,1,1900-01-01 00:00:00,2200-01-01 00:00:00,140,"Farmers in East Africa are adopting practices to control Xanthomonas wilt of banana (BXW). The results of the first nationally relevant study on the adoption of BXW control practices in Uganda was published and provides information about numbers of adopters, practices adopted and estimates of benefits linked with adoption. 600,000 households have adopted at least some of the BXW control practices. Adoption of these practices is higher on subsistence farmers. Extent of productivity and economic benefits has been quantified. Adoption of the whole control package helped to prevent the disease and increased the value of surveyed farmers’ banana production by $462 per year per ha, while adopting two practices improved the value of banana production by $343 per ha.

OICR: (see link 1)

Enoch Kikulwe, Joseph Kyanjo, Edward Kato, Reuben Ssali, Rockefeller Erima, Samuel Mpiira, Walter Ocimati, William Tinzaara, Jerome Kubiriba, Elisabetta Gotor, Dietmar Stoian, Eldad Karamura. (7/5/2019). Management of Banana Xanthomonas Wilt: Evidence from Impact of Adoption of Cultural Control Practices in Uganda. Sustainability, 11(9), pp. 1-18. (see link 2)",
135,1,1900-01-01 00:00:00,2200-01-01 00:00:00,141,"A multi-partner coalition led by CIP contributed to the release of 150 improved sweetpotato varieties, 100 of them orange-fleshed, with high levels of vitamin A, across 17 countries of SSA. In total vines of improved varieties were distributed to more than 6.2 M households. 

OICR: (see link 1)

Okello, J., Wanjohi, L., Makohka, P., Low, J.W., Kwikiriza, N., 2019. Status of Sweetpotato in Sub-Saharan Africa: September 2019. Sweetpotato for Profit and Health Initiative. International Potato Center, Nairobi, Kenya, p. 29 p. (see link 2)",
136,1,1900-01-01 00:00:00,2200-01-01 00:00:00,142,"An ex post study (see link 1) on diffusion of zero tillage (ZT) wheat among the smallholders of the eastern Indo Gangetic Plains indicated that the technology has become more accessible to marginalized categories of farm households over time. With an average landholding size of 0.39 hectares, most farmers of the study area (Bihar state, India) were found relying on custom-hiring services to access the technology. The ZT technology awareness increased from 47% to 84% between 2012 and 2015 and the share of farmers who use the technology on farm increased from 32% to 40%. The authors found a strong initial scale bias in ZT use, which declined substantially as awareness of the technology grew and the service economy expanded. The quality of service provision improved over time.","NA"
137,1,1900-01-01 00:00:00,2200-01-01 00:00:00,143,"Ex post, genetic gains impact assessmentand by implication farmer adoption impacts: Impact of High Rainfall Wheat Screening Nursery (HRWYT) (see link 1) that go to more than 100 collaborators worldwide: This type of evaluation is imperative…, given that 70% of cultivars grown in target countries are either direct CGIAR releases or used as parents (Lantican et al., 2016) (see link 2). The Grain Yield (GY) genetic gains (a measure of breeding efficiency) were estimated as genetic progress per se (GYP) and in terms of local checks (GYLC). Grain yield analyzed data set grown from 2007 to 2016 at 360 locations in 53 countries. The study shows reliable genetic progressover time. Trends observed were very consistent, exhibiting genetic gains of 3.8 % and 1.17 % for genetic progress and local checks respectively, in high rainfall environments. The study shows that CIMMYT achieved heritable genetic gains in elite lines that were expressed in actual partner on-station annual yield gains in different agro-ecological environments, over a 10-year period. The best of those partner on-station elite lines turn into varieties that farmers grow on their fields.","NA"
138,1,1900-01-01 00:00:00,2200-01-01 00:00:00,144,"An ex post impact evaluation of sustainable intensification of wheat systems with legume rotation in Morocco (see link 1) indicates that the practice has significant economic advantages over cereal mono-cropping. Rotations provide higher yields, gross margins, and consumption of wheat and faba beans. This study employs two-year data from a large sample of 1230 farm households and their 2643 fields cultivated with different varieties of wheat and faba beans in the wheat-based production system of Morocco. The two-year average gross margin was 48% higher (US$537/ha extra) than wheat mono-cropping. Contrary to common expectations, adopters of wheat-faba bean rotation did not use lesser amounts of nitrogen fertilizer than those mono-cropping wheat, thereby undermining the ecological benefits of the rotation.","NA"
139,1,1900-01-01 00:00:00,2200-01-01 00:00:00,145,"An empirical study to assess the impacts of laser-land-leveling technology (see link 1) in Iran identified factors influencing perception regarding laser-land-leveling technology impacts. The most important impacts of laser-land leveling were uniform germination of the crop, uniform distribution of water, decrease of soil erosion, increasing positive competition, and increasing net income.

In addition, the results revealed that adopters of laser-land leveling benefitted more than the non-adopter group. Farmers emphasized that “about 50 percent of water consumption was cut down” and that “before laser land leveling water waste was high due to being low and high and improper slope” and “water flow forward was doubled.”","NA"
140,1,1900-01-01 00:00:00,2200-01-01 00:00:00,146,"Anex post /ex ante study on residue-burning in India (see link 1) showed that Happy Seeder–based systems are on average more profitable than alternative farming practices, being about 10% more profitable than the most profitable burning option (with zero-till seeders) and about 20% more profitable than the most common burn system (ex post). However, the largest potential of the technology is with respect to GHG and air pollution reductions; Happy Seeder adoption would eliminate air pollution from residue burning and reduce GHG emissions per hectare from on-farm activities by more than 78% relative to all burning options, thereby lowering agriculture’s contribution to India’s GHG emissions (ex ante). In 2019, this was adopted by 500, 000 farmers leading to prevention of residue burning in 1.3 million hectares (Technical Committee Report (see link 2), page 5 and 6; (see link 3)).","NA"
