pk_id_oics,version,date_from,date_to,id_oics,"title_oics",id_project,"title_project","scope_comments","outcome_impact_statement","gender_relev","youth_relev","capdev_relev","pdf","climate_relev","pk"
540,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3323,"South Asian farmers avoid losses and earn relatively more income by planting heat- and drought tolerant hybrids based on CGIAR germplasm.",1230,"Heat stress resilient maize for South Asia through a public-private partnership (HTMA)",,"The Heat Tolerant Maize for Asia (HTMA) project helps smallholder farmers in 3 South Asian countries maintain a source of food, feed and income, by developing heat tolerant maize hybrids and getting them out to farmers via licensing to small and medium-size seed companies – the first hybrids got released in the 3rd year of this project!","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=3323&cycle=Reporting&year=2019","2 - Principal","3323_108"
541,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3325,"Payments for agrobiodiversity conservation scaled up in Peru",662,"5.2.1 Governing Shared Landscapes",,"Payments for agrobiodiversity conservation services (PACS) provide a mechanism to compensate farmers for conservation of genetic diversity. Following pilot testing by Bioversity International in quinoa, PACS are being scaled up by the Ministry of the Environment to four regions in Peru through a Global Environment Facility program. ","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3325&cycle=Reporting&year=2019","0 - Not Targeted","3325_102"
542,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3328,"FTA and PIM research informs the renewal of community forest concessions in the Maya Biosphere Reserve (Guatemala)",803,"9. Landscape Governance",,"Scientific evidence generated by PIM/FTA informed technical documents of the National Council for Protected Areas and guided the evaluation process of community forest concessions, which are up for renewal, and associated deliberation. PIM and FTA generated evidence that communities can capably manage and conserve forest. This, together with strong social mobilization, resulted in the revision of the norms for granting concessions in the multiple use zone of the reserve and, based on
it, the first renewal of a community concession contract (Cooperative Carmelita) in December. Contract renewal is expected to continue in 2020.","1 - Significant","1 - Significant","0 - Not Targeted","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3328&cycle=Reporting&year=2019","0 - Not Targeted","3328_106"
543,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3329,"A global comparative study for achieving effective, efficient and equitable REDD+ results (2016-2020): Midterm Review 2018",797,"5.  NDCs - the central mechanism for climate policy under the Paris Agreement",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3329&cycle=Reporting&year=2019",,"3329_106"
544,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3330,"CIFOR-USAID Fellowship. A Formative Assessment.",946,"Coordination and MSU",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3330&cycle=Reporting&year=2019",,"3330_106"
545,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3331,"Assessing the downstream socioeconomic impacts of agroforestry in Kenya ",795,"14. Agroecology",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3331&cycle=Reporting&year=2019",,"3331_106"
546,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3332,"Linking transdisciplinary research characteristics and quality to effectiveness: A comparative analysis of five research-for-development projects. ",810,"21. Quality of FTA research for development",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3332&cycle=Reporting&year=2019",,"3332_106"
547,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3333,"Stakeholder perceptions of scientific knowledge in policy processes: a Peruvian case-study of forestry policy development",810,"21. Quality of FTA research for development",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3333&cycle=Reporting&year=2019",,"3333_106"
548,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3334,"Evaluation of CIFOR’s contribution to sustainable oilpalm governance in Indonesia",804,"20. Effectiveness of approaches to sustainable supply (certification, FLEGT) ",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3334&cycle=Reporting&year=2019",,"3334_106"
549,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3335,"Experimental games scaled out to 250,000 households to improve ground and surface water governance in India",662,"5.2.1 Governing Shared Landscapes",,"In India, rapid decline in groundwater levels is a serious challenge in many areas. With support from PIM and WLE, IFPRI partnered with the Foundation for Ecological Security, a major Indian NGO, to develop and test the use of experimental games to strengthen groundwater governance at the community level. ICRISAT developed similar tools for managing surface water. These tools are being scaled out to over 3,700 communities involving some 250,000 households in at least six Indian states.","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3335&cycle=Reporting&year=2019","0 - Not Targeted","3335_102"
550,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3336,"Investigating the outcome-orientation of Climate Change Program (success factors, failures, etc.)",273,"[Program Management Unit] CCAFS Comms and Core Partnerships for Scaling CSA",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=3336&cycle=Reporting&year=2019",,"3336_101"
551,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3337,"WLE/ICRAF soil spectral technology impacting soil restoration strategies and investments are being scaled up from Africa to global use",1753,"Scaling soil-plant spectral technology for targeting and monitoring land restoration and agricultural intensification in Africa and Asia","This began as an Africa-focused program but has now gone global.","WLE/ICRAF’s soil spectroscopy initiatives have moved from African outcomes to achieving global outcomes. Growing donor interest in deploying low-cost soil spectral technology in agricultural projects for better evidence-based investments is leading to major investments in India, Haiti, and elsewhere. WLE and the Food and Agriculture Organization-led Global Soil Laboratory Network are leading a new initiative to develop a free global soil mid-infrared spectral library and prediction service in collaboration with the Kellogg Soil Survey Laboratory in the United States. ","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=3337&cycle=Reporting&year=2019","0 - Not Targeted","3337_103"
552,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3338,"WLE/Bioversity influenced the Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services (IPBES) to focus on critical interdependencies of biodiverse ecosystems and food production",,,"There are 134 IPBES member states.","Building on its scientific work, WLE influenced the Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services (IPBES) to focus on the critical interdependencies of biodiverse ecosystems and food production. The 134 IPBES countries have adopted WLE's proposal to focus its Nexus Assessment on Biodiversity, Food, Health and Water. It will identify nature-based solutions integrating agriculture and biodiversity to support both human health and environmental sustainability. WLE is positioned as a principal contributor to agricultural policy developments in the next decade.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=3338&cycle=Reporting&year=2019","1 - Significant","3338_103"
553,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3339,"With strong WLE/Bioversity support, the EAT Lancet Commission study is transforming international food system and dietary guidelines for health and sustainability ",,,,"With four senior scientist co-authors, the CGIAR was a major contributor to the EAT-Lancet Commission’s ground-breaking comprehensive review defining a universal healthy diet. It also show how agriculture, currently the primary cause and victim of environmental degradation, is also our best bet for solving hunger, health and sustainability. The report is having a profound influence on the international development discourse and has set the stage for the work of the WLE Commission on the Sustainable Intensification of Agriculture. ","0 - Not Targeted","N/A - Not applicable","N/A - Not applicable","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=3339&cycle=Reporting&year=2019","0 - Not Targeted","3339_103"
554,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3340,"Contribution of foresight tools and outputs to policy and program decision making",762,"PIM Monitoring and Evaluation",,,,,,"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3340&cycle=Reporting&year=2019",,"3340_102"
555,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3341,"Analysis of CGIAR innovations and policy contributions",762,"PIM Monitoring and Evaluation",,,,,,"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3341&cycle=Reporting&year=2019",,"3341_102"
556,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3342,"Retrospective assessment of PIM’s gender work in 2018-2019",762,"PIM Monitoring and Evaluation",,,,,,"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3342&cycle=Reporting&year=2019",,"3342_102"
557,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3343,"Impact assessment of the Ethiopia Direct Seed Marketing program",762,"PIM Monitoring and Evaluation",,,,,,"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3343&cycle=Reporting&year=2019",,"3343_102"
558,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3344,"Review of 2017-2018 progress towards PIM outcomes and priority-setting for 2019-2021 (research questions, milestones, etc.) ",762,"PIM Monitoring and Evaluation",,,,,,"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3344&cycle=Reporting&year=2019",,"3344_102"
559,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3345,"Assessment of resource tenure and governance outcomes",762,"PIM Monitoring and Evaluation",,,,,,"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3345&cycle=Reporting&year=2019",,"3345_102"
560,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3346,"Contribution of social accounting matrices‘ databases, economy-wide tools and outputs to policy and program decision making",762,"PIM Monitoring and Evaluation",,,,,,"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3346&cycle=Reporting&year=2019",,"3346_102"
561,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3347,"The adoption of happy-seeder technology by 0.5 million farm-households on 1.3 million hectares in north-west India contributed to increased yields, profits, water and nutrient saving. ",259,"[Regional Program Leader] SA:  Scaling-up Strategies for Climate Risk Management in South Asian Agriculture","Punjab and Haryana, National Capital Region of Delhi, Western Uttar Pradesh","In continuation of CCAFS outcome reported during 2017 and 2018, significant efforts made during 2019 through science evidence mediated enabling environments, enhanced capacity and community awareness through innovative partnerships and investments, lead to significantly increased adoption of no-burn, happy seeder technology reaching 1.3 million hectares of north-west India and to more than ~0.5 million farmers. However, urban and rural beneficiary population due to reduced air pollution are quite significant and estimated at 50 million.","1 - Significant","1 - Significant","1 - Significant","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=3347&cycle=Reporting&year=2019","2 - Principal","3347_101"
562,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3348,"Building community prosperity through scaling out WLE/ICRISAT agricultural water management interventions for sustainable crop intensification in Central India",478,"Analyzing impact of various Agricultural Water Management Interventions on watershed hydrology and various ecosystem trade-offs in Bundelkhand region of Central India","This project focuses on the Bundelkhand region in Central India","Water harvesting and productivity interventions implemented by WLE/ICRISAT and the Central Agroforestry Research Institute on a pilot watershed in central India had significant impacts on water resources, incomes and farmers' livelihoods. As a result, the Government of Uttar Pradesh has asked ICRISAT and a consortium of national partners to scale the model out to over 35,000 ha.","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=3348&cycle=Reporting&year=2019","2 - Principal","3348_103"
563,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3350,"Evaluation of Gender Integration in FTA",809,"10. Gender",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3350&cycle=Reporting&year=2019",,"3350_106"
564,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3351,"Private sector partnership increased adoption of Aflasafe, reducing aflatoxin accumulation and improving net incomes for smallholders in Nigeria",343,"Policy engagement to build awareness of opportunities for mitigating and controlling aflatoxins in informal markets",,"Impact evaluation of an IITA-implemented project found that the project created a niche premium market for Aflasafe-treated (AT) maize in Nigeria. The AgResults project incentivized private agribusinesses to work with smallholder farmers to adopt Aflasafe. The project stimulated exponential Aflasafe uptake and increased each smallholder’s net income from maize by $318 and use of AT maize as food by 13%. The main limitation to creation of a larger market for AT maize was awareness of aflatoxin and its health risks. ","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=3351&cycle=Reporting&year=2019","0 - Not Targeted","3351_104"
565,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3352,"Ex-Ante Impact Assessment of the project Provision of Adequate Tree Seed Portfolios in Ethiopia (PATSPO)",801,"1.  Restoration (forest and landscape restoration)",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3352&cycle=Reporting&year=2019",,"3352_106"
566,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3354,"ASEAN Guidelines for Agroforestry Development set to revolutionize land use in Southeast Asia",803,"9. Landscape Governance",,"Ministers on Agriculture and Forestry of the Association of South East Asian Nations endorse Guidelines for Agroforestry Development, developed by ICRAF. The adoption of the guidelines paves the way for implementation to restore degraded landscapes, improve food security and livelihoods, enhance farmers resilience and meet nationally determined contributions to climate-change targets.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3354&cycle=Reporting&year=2019","1 - Significant","3354_106"
567,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3355,"WLE/Bioversity International support development of new National Seed Policy aimed at agricultural transformation in Uganda",409,"Assessment and use of agricultural biodiversity for landscape and ecosystem restoration",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=3355&cycle=Reporting&year=2019",,"3355_103"
568,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3358,"WLE/ICRAF co-led report with recommendations on soil carbon management and monitoring accepted by the UNCCD Conference of the Parties",1760,"Land Health Evaluation",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=3358&cycle=Reporting&year=2019",,"3358_103"
569,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3360,"Nepal’s National Irrigation Master Plan adopts WLE/IWMI water availability calculations and tools",707,"Sustainable Water Resources Development in Western Nepal Through Ensuring Resilient Freshwater Ecosystem Services (Digo Jal Bikas)",,"Nepal’s Department of Water Resources and Irrigation (DWRI) has incorporated into its new National Irrigation Master Plan hydrological models of four river basins and a desktop tool for Environmental Flows (E-flows) assessment developed by IWMI. This is the first time irrigation planning is based on hydrological modeling of entire river basins to account for upstream/downstream linkages and multiple water uses, and the first-time assessment of E-flows are included. It will transform future irrigation planning in Nepal.","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=3360&cycle=Reporting&year=2019","1 - Significant","3360_103"
570,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3362,"WLE/ICRISAT integrates smart water management tools and Innovation Platforms in small-scale Zimbabwean irrigation schemes to deliver enhanced water productivity, incomes, and conflict reduction ",503,"Irrigation water management for food security and income generation in smallholder farming systems","The project is regional, but the story is only on Zimbabwe.","The combined use of Agricultural Innovation Platforms and smart water management tools in two small-scale communal irrigation schemes in Zimbabwe, resulted in major improvements in water and land productivity, household incomes, and reductions in conflict levels. As a result, the Director of Irrigation with support from the Australian Council for International Agricultural Research (ACIAR) agreed to fund a second project that is extending the model to 30 more irrigation schemes, covering 757 ha and 1698 farmers.","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=3362&cycle=Reporting&year=2019","1 - Significant","3362_103"
571,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3363,"WLE/CIAT facilitated development and approval of the first municipal food security policy for Cali (Colombia) to support an integrated action plan ",1757,"Assessing the resilience and environmental sustainability of the Cali city region food system",,"As a result of CIAT/WLE efforts since 2015, in 2019 the City of Cali, Colombia, adopted a comprehensive municipal food security policy. It emerged from research and consultations among multiple stakeholders, and is designed to improve the food security of the poorest consumers in Cali and surrounding regions. Workshops with other municipalities is likely to assist them to adopt a similar plan.","1 - Significant","1 - Significant","1 - Significant","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=3363&cycle=Reporting&year=2019","0 - Not Targeted","3363_103"
572,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3364,"WLE/IWMI research and capacity building to support sustainable groundwater development and management in Laos influences policies and implementation programs",456,"Sustainable Groundwater",,"Research carried out by WLE/IWMI supported by the Australian Centre for International Agricultural Research (ACIAR) has had significant influence on groundwater management policies and practice in Laos. Laos adopted specific recommendations of the research for its national groundwater action plan, scaled out piloted sub-national groundwater management plans to other areas, used research results as inputs to a revised law on water resources, and included research findings in the draft national groundwater irrigation strategy.","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=3364&cycle=Reporting&year=2019","1 - Significant","3364_103"
573,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3365,"A refined method for theory-based evaluation of the societal impacts of research",810,"21. Quality of FTA research for development",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3365&cycle=Reporting&year=2019",,"3365_106"
574,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3367,"Nepal becomes the second country in the world to have a national agroforestry policy, with support from ICRAF",803,"9. Landscape Governance",,"Nepal's national agroforestry policy, developed with technical support from ICRAF, is expected to eliminate the barriers faced by farmers in harvesting, transporting and selling their agroforestry products and will be key to improving the livelihoods of smallholders and in enhancing their resilience to climate change. The policy-development process is an outcome of a national consultation organised jointly by the Government of Nepal and ICRAF that resulted in the 2015 Kathmandu Declaration on Agroforestry.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3367&cycle=Reporting&year=2019","0 - Not Targeted","3367_106"
575,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3369,"Engagement strategy has seen FTA's research and recommendations inform the gender-responsive design and implementation of global policy processes ",809,"10. Gender","The recommendations will inform guidelines and policy documents produced as part of the UNFCCC and the CBD global processes and will apply to all parties signatories of these conventions. ","FTA recommendations shape the design and implementation of global policy processes. The program's gender research  has influenced the design of policy documents produced in the negotiation processes in the Convention on Biological Diversity (CBD), and FTA recommendations on gender indicators for SDG13 on climate change were incorporated in the ""Equal Measures 2030"" global report","2 - Principal","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3369&cycle=Reporting&year=2019","1 - Significant","3369_106"
576,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3370,"Studies to assess on-farm performance of improved tilapia strains (input use, outputs, production and profitability) in different contexts such as Bangladesh, Egypt and Myanmar. Interrelations and effects on gender, environment and human nutrition will be explored.",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3370_272"
710,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2025,"using farmers' varieties of durum wheat to improve food security and enhance resilience",391,"Using biodiversity, including genetic diversity, for land restoration",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2025&cycle=Reporting&year=2020",,"2025_148"
577,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3371,"Identification of dissemination systems for improved tilapia seeds in different contexts such as Bangladesh, Myanmar and Egypt.",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3371_272"
578,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3372,"Evaluation of the project Enhancing Livelihoods while Governing Marine Resources in Pacific Island Countries: Effects of the improved fish-based livelihoods on poverty, vulnerability and inequality for women and men in Solomon Islands and Timor-Leste.",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3372_272"
579,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3373,"Fish foresight modelling study in Nigeria",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3373_272"
580,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3374,"Evaluation of the project Enhanced Coastal Fisheries in Bangladesh (ECOFISH-BD)",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3374_272"
709,1,1900-01-01 00:00:00,2200-01-01 00:00:00,871,"Monitoring survey for vitamin A maize in Nigeria",335,"Monitoring and learning for biofortification",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=871&cycle=Reporting&year=2020",,"871_149"
581,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3375,"Evaluation of the FishTrade project: Effectiveness of policy changes on intra-regional fish trade for reducing poverty and improving food and nutrition security in Africa",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3375_272"
582,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3376,"Policy effectiveness study: Land use policy reform (2018-2022) in multifunctional landscapes as a driver to increase income and well-being",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3376_272"
583,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3377,"Evaluation of the Youth Employment in Aswan Governorate; Extension of fisheries and aquaculture interventions (YEAG) project in Egypt",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3377_272"
708,1,1900-01-01 00:00:00,2200-01-01 00:00:00,861,"Adoption study for zinc rice in Bangladesh",335,"Monitoring and learning for biofortification",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=861&cycle=Reporting&year=2020",,"861_149"
584,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3378,"Ecopond and Empowerment of Women Project: Assessment of the impacts of ecopond carp-based polycultural model in Bangladesh",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3378_272"
585,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3379,"Ensure real time data visualization based on conceptualized indicator framework (Monitoring and Evaluation of Agri-Science Uptake in Research and Extension (MEASURE) , Managing Agricultural Research for Learning and Outcomes (MARLO), CGIAR Level Agricultural Results Interoperable System Architecture (CLARISA)",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3379_272"
586,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3380,"Evaluation of the Sustainable Transformation of Egypt’s Aquaculture Market System (STREAMS) project in Egypt",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3380_272"
587,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3381,"Understanding the employment generation in the Egyptian aquaculture value chain: implications for meeting the Sustainable Development Goals (SDGs)",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3381_272"
707,1,1900-01-01 00:00:00,2200-01-01 00:00:00,681,"Study on uptake of Aflasafe by farmer groups in Kenya",339,"Better evidence on foodborne disease in target regions",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=681&cycle=Reporting&year=2020",,"681_149"
588,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3382,"Capacity development and joint learning exercises for the improvement of the Monitoring, Evaluation and Learning (MEL) platform and its integration within the CGIAR data architecture system",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3382_272"
589,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3383,"MEL platform implementation",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3383_272"
590,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3384,"Impacts of the adoption of soil technologies in cassava productivity and farmers livelihood in Thailand ",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3384_262"
591,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3385,"Estimates of the impact of Banana Xanthomonas Wilt (BXW) control technologies on disease management, household composition, economic well-being and other livelihood strategies of smallholder farmers",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3385_262"
592,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3386,"Adoption and impact measures of potato varieties in China",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3386_262"
593,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3387,"Measurements of adoption and impacts of improved cassava varieties in Uganda and Tanzania. ",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3387_262"
706,1,1900-01-01 00:00:00,2200-01-01 00:00:00,651,"Ex ante impact assessment on policy and informal milk sector in Kenya, Tanzania, and India (Assam)",340,"Technological and institutional innovations for assessing, communicating and mitigating food safety risks designed and tested, with capacity building (Product Lines)",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=651&cycle=Reporting&year=2020",,"651_149"
594,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3388,"Contribution of RTB technologies to rural transformation",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3388_262"
595,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3389,"Agricultural technology adoption and household welfare: Measurement and evidence",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3389_262"
596,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3390,"Adoption of potato varieties and their role for climate change adaptation in India",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3390_262"
705,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3525,,251,"Reducing agro-food induced GHG emissions through effective FLW reducing strategies",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=3525&cycle=Reporting&year=2019",,"3525_101"
597,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3391,"Capacity development and Joint learning exercises on data management and information systems across CGIAR",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3391_262"
598,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3392,"Stocktaking and Perspective Exercise on Adoption and Impact Studies",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3392_262"
599,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3393,"Pathways from research on improved staple crop germplasm to poverty reduction for smallholder farmers",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3393_262"
600,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3394,"Inclusive innovation to develop competitive advantages for potato value chains in the Andean region ",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3394_262"
601,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3395,"African rural youth engagement in agribusiness: achievements, limitations, and lessons",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3395_262"
602,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3396,"Ensure real time data visualization based on conceptualized indicator framework (MEASURE, Managing Agricultural Research for Learning and Outcomes (MARLO), CGIAR Level Agricultural Results Interoperable System Architecture (CLARISA)",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3396_262"
603,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3397,"Assessing the impact of the different levels of adoption of the recommended Banana Xanthomonas Wilt (BXW) control practices on productivity and farmer welfare/incomes over time using longitudinal data",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3397_262"
604,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3398,"Determinants of adoption of soil fertility and erosion control practices (SFEC) in cassava-based systems in Thailand ",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3398_262"
605,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3399,"Patterns and structure of household income inequality in Sweet Potato-based Farming system of Rural Ethiopia ",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3399_262"
606,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3400,"Report on the livelihood impacts of improved cassava varieties in Uganda",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3400_262"
607,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3401,"Knowledge, Perceptions and willingness to pay for a Vitamin A biofortified genetically modified (GM) Banana in Uganda: Insights from a qualitative approach",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3401_262"
