pk_id_milestone,version,date_from,date_to,"pk","milestone_id","milestone_title",milestone_year,"outcome_description",outcome_target_year
2002,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"169-121-920_63","169-121-920","Improved integrated weed management practices that decreases farmers' drudgery, particularly for women",2021,"4.8 Actors in SI increased consideration and integration of gender and social inclusion into policies, processes and practices",2022
2003,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"169-121-921_108","169-121-921","Improved planting, intercultural operation and irrigation machineries appropriate to smallholders' small and fragmented fields",2022,"4.8 Actors in SI increased consideration and integration of gender and social inclusion into policies, processes and practices",2022
2004,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"169-121-921_63","169-121-921","Improved planting, intercultural operation and irrigation machineries appropriate to smallholders' small and fragmented fields",2022,"4.8 Actors in SI increased consideration and integration of gender and social inclusion into policies, processes and practices",2022
2005,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"169-121-922_108","169-121-922","Adaptive research improves understanding of gender, youth and adoption, adaptation and scaling-up processes, with focus on market demand as trigger of innovation",2020,"4.8 Actors in SI increased consideration and integration of gender and social inclusion into policies, processes and practices",2022
2006,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"169-121-922_63","169-121-922","Adaptive research improves understanding of gender, youth and adoption, adaptation and scaling-up processes, with focus on market demand as trigger of innovation",2020,"4.8 Actors in SI increased consideration and integration of gender and social inclusion into policies, processes and practices",2022
2007,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"170-121-923_108","170-121-923","Tools and methods for assessing agricultural systems for sustainable intensification",2020,"4.9 Smallholder farmers increased their capacity to adopt and adapt SI practices and products (associated with cross-cutting sub-IDO)",2022
2008,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"170-121-923_63","170-121-923","Tools and methods for assessing agricultural systems for sustainable intensification",2020,"4.9 Smallholder farmers increased their capacity to adopt and adapt SI practices and products (associated with cross-cutting sub-IDO)",2022
2009,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"170-121-924_108","170-121-924","Decision support tools for farmers, service providers and development actors",2021,"4.9 Smallholder farmers increased their capacity to adopt and adapt SI practices and products (associated with cross-cutting sub-IDO)",2022
2010,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"170-121-924_63","170-121-924","Decision support tools for farmers, service providers and development actors",2021,"4.9 Smallholder farmers increased their capacity to adopt and adapt SI practices and products (associated with cross-cutting sub-IDO)",2022
2011,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"170-121-925_63","170-121-925","Mixed method approaches for multi-scale assessment of sustainable intensification options at farm and landscape level",2019,"4.9 Smallholder farmers increased their capacity to adopt and adapt SI practices and products (associated with cross-cutting sub-IDO)",2022
2012,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"170-121-926_108","170-121-926","Decision support tools for nutrient and irrigation management using remote sensing and geo-spatial frameworks",2020,"4.9 Smallholder farmers increased their capacity to adopt and adapt SI practices and products (associated with cross-cutting sub-IDO)",2022
2013,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"170-121-926_63","170-121-926","Decision support tools for nutrient and irrigation management using remote sensing and geo-spatial frameworks",2020,"4.9 Smallholder farmers increased their capacity to adopt and adapt SI practices and products (associated with cross-cutting sub-IDO)",2022
2014,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"175-119-638_107","175-119-638","Innovative tools, methods and multi-media extension materials to enhanced soil quality, nutrient and water use efficiency through participatory approaches",2017,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products",2022
2015,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"175-119-638_62","175-119-638","Innovative tools, methods and multi-media extension materials to enhanced soil quality, nutrient and water use efficiency through participatory approaches",2017,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products",2022
2016,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"175-119-782_107","175-119-782","better understand scaling up processes in multi-actor innovation networks, to ensure sustainability of institutional mechanisms, structures",2018,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products",2022
2017,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"175-119-861_107","175-119-861","Increase resource use efficiencies (irrigation water, N, P) while maintaining high, stable yields: Horn of Africa, Southern Africa",2020,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products",2022
2018,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"175-119-861_62","175-119-861","Increase resource use efficiencies (irrigation water, N, P) while maintaining high, stable yields: Horn of Africa, Southern Africa",2020,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products",2022
2019,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"175-119-862_107","175-119-862","extension of crop mgmt practices that arrest soil degradation",2020,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products",2022
2020,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"175-119-862_62","175-119-862","extension of crop mgmt practices that arrest soil degradation",2020,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products",2022
2021,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"175-119-863_107","175-119-863","Decision support-, mechanization and other tools, processes improve target groups' ability to seize opp's and avoid losses",2020,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products",2022
2022,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"175-119-863_62","175-119-863","Decision support-, mechanization and other tools, processes improve target groups' ability to seize opp's and avoid losses",2020,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products",2022
2023,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"175-119-864_107","175-119-864","Intensified, diversified farming systems developed, with increased systems intensity, reduces pressure on land",2022,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products",2022
2024,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"175-119-864_62","175-119-864","Intensified, diversified farming systems developed, with increased systems intensity, reduces pressure on land",2022,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products",2022
2025,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"175-119-865_62","175-119-865","improved skills and capacities necessary to manage innovation, extension networks",2019,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products",2022
2026,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"175-119-866_107","175-119-866","Improved understanding of complex interaction between the enabling environment and business propositions for ICT services for scaling up, social networking",2020,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products",2022
2027,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"175-119-866_62","175-119-866","Improved understanding of complex interaction between the enabling environment and business propositions for ICT services for scaling up, social networking",2020,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products",2022
2028,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18-84-175_101","18-84-175","NMS and regional climate institutions implement new climate information or climate-related early warning products/platforms targeting agricultural decision-makers, NARES, and other farmer intermediary organizations implement new participatory and ICT-based communication channels scaled up for rural climate services",2018,"40 of institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks",2022
2029,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18-84-176_56","18-84-176","Index-based insurance services developed in SA, EA New online gridded climate information for agriculture in WA.",2019,"40 of institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks",2022
2030,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18-84-177_101","18-84-177","Services piloted in 2017 are strengthened, scaled up, evaluated: agro-climatic information system in SEA, strengthened advisory services and public-private business models in WA, expanded communication channels for rural climate services in LAM.",2020,"40 of institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks",2022
2031,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18-84-177_56","18-84-177","Services piloted in 2017 are strengthened, scaled up, evaluated: gender-targeted agro-climatic information system in SEA, agro-advisories for rice in Vietnam, strengthened equitable advisory services and public-private business models in WA, expanded communication channels for rural climate services in LAM.",2020,"40 of institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks",2022
2032,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18-84-178_56","18-84-178","Expanded set of development organisations, subnational initatives testing climate services and using CCAFS outputs for climate risk management services",2019,"40 of institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks",2022
2033,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18-84-179_101","18-84-179","Additional institutions or major initiatives mainstream climate risk management services, incorporating CCAFS output. Services developed in prior years will be strengthened, scaled up, evaluated.",2020,"40 of institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks",2022
2034,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18-84-179_56","18-84-179","Additional institutions or major initiatives mainstream climate risk management services, incorporating CCAFS output. Services developed in prior years will be strengthened, scaled up, evaluated.",2021,"40 of institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks",2022
2035,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18-84-180_101","18-84-180","# institutions or major initiatives that use CCAFS research outputs for climate information, insurance or safety net services that support farm households' management of climatic risks",2021,"40 of institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks",2022
2036,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18-84-180_56","18-84-180","# institutions or major initiatives that use CCAFS research outputs for climate information, insurance or safety net services that support farm households' management of climatic risks",2022,"40 of institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks",2022
2037,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18-84-181_101","18-84-181","# of institutions or major initiatives that use CCAFS research outputs for climate information, insurance or safety net services that support farm households' management of climatic risks",2017,"40 of institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks",2022
2038,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18-84-181_56","18-84-181","# of institutions or major initiatives that use CCAFS research outputs for climate information, insurance or safety net services that support farm households' management of climatic risks",2017,"40 of institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks",2022
2039,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"180-121-627_108","180-121-627","Innovative tools, methods and multi-media extension materials to enhanced soil quality, nutrient and water use efficiency through participatory approaches",2017,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increased their ability to adopt SI practices and products",2022
2040,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"180-121-627_63","180-121-627","Innovative tools, methods and multi-media extension materials to enhanced soil quality, nutrient and water use efficiency through participatory approaches",2017,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increased their ability to adopt SI practices and products",2022
2041,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"181-121-628_63","181-121-628","Increased adoption of combinations of SI strategies, resource and labour saving technologies in specific target geographies compared to 2016.",2019,"4.10 Smallholder farmers adopted and adapted SI practices and products",2022
2042,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"181-121-927_63","181-121-927","Innovative tools, methods and multimedia extension materials to enhanced soil quality, nutrient and water use efficiency",2019,"4.10 Smallholder farmers adopted and adapted SI practices and products",2022
2043,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"181-121-928_63","181-121-928","Strengthened ability to synthesize and apply available knowledge related to SI oriented research methodologies (multi-criteria assessments), management practices, technologies, machinery, in 10-15 partner orgs",2019,"4.10 Smallholder farmers adopted and adapted SI practices and products",2022
2044,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"181-121-929_108","181-121-929","more team work and interdisciplinary research practice in 10-15 partner organizations in specific scaling-out projects increased adoption of combinations of SI strategies, technologies with poverty reduction impact in specific target geographies compared to 2019",2022,"4.10 Smallholder farmers adopted and adapted SI practices and products",2022
2045,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"181-121-929_63","181-121-929","more team work and interdisciplinary research practice in 10-15 partner organizations in specific scaling-out projects increased adoption of combinations of SI strategies, technologies with poverty reduction impact in specific target geographies compared to 2019",2022,"4.10 Smallholder farmers adopted and adapted SI practices and products",2022
2046,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"182-93-631_59","182-93-631","10 stakeholders engage in participatory scenario analysis across Ethiopia and Vietnam",2019,"Key partners, stakeholders, and institutions (including national and local policy makers, private sector, consumer organizations, and other CRPs) are effectively implementing the evidence and lessons learned at scale in their food system related strategies and policy agenda",2022
2047,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"182-93-632_104","182-93-632","10 stakeholders engage in participatory scenario analysis across Bangladesh and Nigeria",2020,"Key partners, stakeholders, and institutions (including national and local policy makers, private sector, consumer organizations, and other CRPs) are effectively implementing the evidence and lessons learned at scale in their food system related strategies and policy agenda",2022
2048,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"182-93-632_59","182-93-632","10 stakeholders engage in participatory scenario analysis across Bangladesh and Nigeria",2020,"Key partners, stakeholders, and institutions (including national and local policy makers, private sector, consumer organizations, and other CRPs) are effectively implementing the evidence and lessons learned at scale in their food system related strategies and policy agenda",2022
2049,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"182-93-633_104","182-93-633","12 stakeholders across the 4 focus countries use results of systematic assessment of different scaling and anchoring options for food systems",2020,"Key partners, stakeholders, and institutions (including national and local policy makers, private sector, consumer organizations, and other CRPs) are effectively implementing the evidence and lessons learned at scale in their food system related strategies and policy agenda",2022
2050,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"182-93-633_59","182-93-633","12 stakeholders across the 4 focus countries use results of systematic assessment of different scaling and anchoring options for food systems",2020,"Key partners, stakeholders, and institutions (including national and local policy makers, private sector, consumer organizations, and other CRPs) are effectively implementing the evidence and lessons learned at scale in their food system related strategies and policy agenda",2022
2051,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"182-93-634_104","182-93-634","At least 4 policy makers consider the evidence and understand the appropriate policy levers for improving diets in each focus country",2021,"Key partners, stakeholders, and institutions (including national and local policy makers, private sector, consumer organizations, and other CRPs) are effectively implementing the evidence and lessons learned at scale in their food system related strategies and policy agenda",2022
2052,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"182-93-634_59","182-93-634","At least 4 policy makers consider the evidence and understand the appropriate policy levers for improving diets in each focus country",2021,"Key partners, stakeholders, and institutions (including national and local policy makers, private sector, consumer organizations, and other CRPs) are effectively implementing the evidence and lessons learned at scale in their food system related strategies and policy agenda",2022
2053,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"182-93-635_104","182-93-635","At least 4 policy makers (e.g., ministries, divisions) across all 4 focus countries have knowledge and capacity to design concerted actions to support healthier food systems",2022,"Key partners, stakeholders, and institutions (including national and local policy makers, private sector, consumer organizations, and other CRPs) are effectively implementing the evidence and lessons learned at scale in their food system related strategies and policy agenda",2022
2054,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"182-93-635_59","182-93-635","At least 4 policy makers (e.g., ministries, divisions) across all 4 focus countries have knowledge and capacity to design concerted actions to support healthier food systems",2022,"Key partners, stakeholders, and institutions (including national and local policy makers, private sector, consumer organizations, and other CRPs) are effectively implementing the evidence and lessons learned at scale in their food system related strategies and policy agenda",2022
2055,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"182-93-641_59","182-93-641","Appropriate audiences (civil society/advocacy groups/policymakers/partners/other CRPs) identified at different levels in at least 2 of the focus countries",2019,"Key partners, stakeholders, and institutions (including national and local policy makers, private sector, consumer organizations, and other CRPs) are effectively implementing the evidence and lessons learned at scale in their food system related strategies and policy agenda",2022
2056,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"182-93-642_59","182-93-642","Healthy diets platforms functional and active in at least 2 countries",2019,"Key partners, stakeholders, and institutions (including national and local policy makers, private sector, consumer organizations, and other CRPs) are effectively implementing the evidence and lessons learned at scale in their food system related strategies and policy agenda",2022
2057,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"183-119-639_107","183-119-639","Increased adoption of combinations of SI strategies, resource and labour saving technologies in specific target geographies compared to 2016.",2017,"4.10 Smallholder farmers adopted and adapted SI practices and products",2022
2058,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"183-119-639_62","183-119-639","Increased adoption of combinations of SI strategies, resource and labour saving technologies in specific target geographies compared to 2016.",2017,"4.10 Smallholder farmers adopted and adapted SI practices and products",2022
2059,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"183-119-783_107","183-119-783","Improve consumer acceptability of high flour extraction rate and whole grain flour",2018,"4.10 Smallholder farmers adopted and adapted SI practices and products",2022
2060,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"184-122-645_106","184-122-645","Effective and affordable methods and decision-support tools, including status and threat assessment maps and appropriate option value methods for the prioritization of safeguarding actions, which consider landscape, production systems, biodiversity (genetic diversity) hotspots, protected area or other assigned conservation status, TGR availability and value, and specific user's needs.",2017,"Managers and policy makers adopt effective monitoring methods, tools and practices to mitigate threats to valuable tree genetic resources, and implement suitable safeguarding strategies in line with international initiatives, such as the Global Plan of Action for Forest Genetic Resources and the Global Strategy on Conservation and Use of Cacao Genetic Resources",2022
2061,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"184-122-645_61","184-122-645","Effective and affordable methods and decision-support tools, including status and threat assessment maps and appropriate option value methods for the prioritization of safeguarding actions, which consider landscape, production systems, biodiversity (genetic diversity) hotspots, protected area or other assigned conservation status, TGR availability and value, and specific user's needs.",2017,"Managers and policy makers adopt effective monitoring methods, tools and practices to mitigate threats to valuable tree genetic resources, and implement suitable safeguarding strategies in line with international initiatives, such as the Global Plan of Action for Forest Genetic Resources and the Global Strategy on Conservation and Use of Cacao Genetic Resources",2022
2062,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"184-122-646_106","184-122-646","Valuing tree genetic resources and feasibility of conservation for more productive and resilient tropical agroforest landscapes and their importance for delivering SDGs with 3-5 institutions in three regions",2018,"Managers and policy makers adopt effective monitoring methods, tools and practices to mitigate threats to valuable tree genetic resources, and implement suitable safeguarding strategies in line with international initiatives, such as the Global Plan of Action for Forest Genetic Resources and the Global Strategy on Conservation and Use of Cacao Genetic Resources",2022
2063,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"184-122-647_61","184-122-647","User-friendly characterization methods and indicators with practical guidelines for their application in monitoring the status and trends of TGR and associated threats, with case study applications.",2019,"Managers and policy makers adopt effective monitoring methods, tools and practices to mitigate threats to valuable tree genetic resources, and implement suitable safeguarding strategies in line with international initiatives, such as the Global Plan of Action for Forest Genetic Resources and the Global Strategy on Conservation and Use of Cacao Genetic Resources",2022
2064,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"184-122-648_106","184-122-648","Case studies on the utility/limitations of ABS in supporting the characterization of TGR and for safeguarding.",2020,"Managers and policy makers adopt effective monitoring methods, tools and practices to mitigate threats to valuable tree genetic resources, and implement suitable safeguarding strategies in line with international initiatives, such as the Global Plan of Action for Forest Genetic Resources and the Global Strategy on Conservation and Use of Cacao Genetic Resources",2022
2065,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"184-122-648_61","184-122-648","Case studies on the utility/limitations of ABS in supporting the characterization of TGR and for safeguarding.",2020,"Managers and policy makers adopt effective monitoring methods, tools and practices to mitigate threats to valuable tree genetic resources, and implement suitable safeguarding strategies in line with international initiatives, such as the Global Plan of Action for Forest Genetic Resources and the Global Strategy on Conservation and Use of Cacao Genetic Resources",2022
2066,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"184-122-649_106","184-122-649","Policy briefs, reward systems, strategies and guidelines for appropriate safeguarding of TGR in various political, socioeconomic and environmental contexts, at different scales, and based on the biology of the species concerned.",2021,"Managers and policy makers adopt effective monitoring methods, tools and practices to mitigate threats to valuable tree genetic resources, and implement suitable safeguarding strategies in line with international initiatives, such as the Global Plan of Action for Forest Genetic Resources and the Global Strategy on Conservation and Use of Cacao Genetic Resources",2022
2067,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"184-122-649_61","184-122-649","Policy briefs, reward systems, strategies and guidelines for appropriate safeguarding of TGR in various political, socioeconomic and environmental contexts, at different scales, and based on the biology of the species concerned.",2021,"Managers and policy makers adopt effective monitoring methods, tools and practices to mitigate threats to valuable tree genetic resources, and implement suitable safeguarding strategies in line with international initiatives, such as the Global Plan of Action for Forest Genetic Resources and the Global Strategy on Conservation and Use of Cacao Genetic Resources",2022
2068,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"184-122-650_106","184-122-650","Conservation actions prioritized in SAFORGEN countries and publication authored, guidelines developed, translated and disseminated; policy briefs supporting implementation of characterization required for safe-guarding, best reward/alternative conservation system with best proofs of concept in implementation of strategies for safeguarding TGR. Databases of species, conservation units, genotypic and phenotypic characteristics, functional traits updated.",2022,"Managers and policy makers adopt effective monitoring methods, tools and practices to mitigate threats to valuable tree genetic resources, and implement suitable safeguarding strategies in line with international initiatives, such as the Global Plan of Action for Forest Genetic Resources and the Global Strategy on Conservation and Use of Cacao Genetic Resources",2022
2069,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"184-122-650_61","184-122-650","Conservation actions prioritized in SAFORGEN countries and publication authored, guidelines developed, translated and disseminated; policy briefs supporting implementation of characterization required for safe-guarding, best reward/alternative conservation system with best proofs of concept in implementation of strategies for safeguarding TGR. Databases of species, conservation units, genotypic and phenotypic characteristics, functional traits updated.",2022,"Managers and policy makers adopt effective monitoring methods, tools and practices to mitigate threats to valuable tree genetic resources, and implement suitable safeguarding strategies in line with international initiatives, such as the Global Plan of Action for Forest Genetic Resources and the Global Strategy on Conservation and Use of Cacao Genetic Resources",2022
2070,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"185-122-651_106","185-122-651","Dynamic (producer- and consumer-sensitive) lists of priority tree species for domestication, with key traits for production, including those that support positive agroecosystem interactions, identified.",2017,"Agricultural and horticultural research partners adopt cost-effective domestication approaches for priority tree species, based on impacts and maximizing efficiency, and considering trade-offs involved in intensification",2022
2071,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"185-122-651_61","185-122-651","Dynamic (producer- and consumer-sensitive) lists of priority tree species for domestication, with key traits for production, including those that support positive agroecosystem interactions, identified.",2017,"Agricultural and horticultural research partners adopt cost-effective domestication approaches for priority tree species, based on impacts and maximizing efficiency, and considering trade-offs involved in intensification",2022
2072,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"185-122-652_106","185-122-652","Integrating new and orphan food trees into evolving African food systems using optimum domestication approaches with 3-5 institutions in three regions",2018,"Agricultural and horticultural research partners adopt cost-effective domestication approaches for priority tree species, based on impacts and maximizing efficiency, and considering trade-offs involved in intensification",2022
2073,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"185-122-653_61","185-122-653","Public-private consortia engaged in tree domestication.",2019,"Agricultural and horticultural research partners adopt cost-effective domestication approaches for priority tree species, based on impacts and maximizing efficiency, and considering trade-offs involved in intensification",2022
2074,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"185-122-654_106","185-122-654","Improved 'varieties' of priority tree foods and for other tree products, with value visible for growers in comparative demonstration plots/trials.",2020,"Agricultural and horticultural research partners adopt cost-effective domestication approaches for priority tree species, based on impacts and maximizing efficiency, and considering trade-offs involved in intensification",2022
2075,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"185-122-654_61","185-122-654","Improved 'varieties' of priority tree foods and for other tree products, with value visible for growers in comparative demonstration plots/trials.",2020,"Agricultural and horticultural research partners adopt cost-effective domestication approaches for priority tree species, based on impacts and maximizing efficiency, and considering trade-offs involved in intensification",2022
2076,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"185-122-655_106","185-122-655","Genetic resources mobilized through the genotyping of appropriately assembled germplasm collections, combined with public databases of genomic, phenotypic and environmental information.",2021,"Agricultural and horticultural research partners adopt cost-effective domestication approaches for priority tree species, based on impacts and maximizing efficiency, and considering trade-offs involved in intensification",2022
2077,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"185-122-655_61","185-122-655","Genetic resources mobilized through the genotyping of appropriately assembled germplasm collections, combined with public databases of genomic, phenotypic and environmental information.",2021,"Agricultural and horticultural research partners adopt cost-effective domestication approaches for priority tree species, based on impacts and maximizing efficiency, and considering trade-offs involved in intensification",2022
2078,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"185-122-656_106","185-122-656","Appropriate ABS models for farmer-developed tree varieties.",2022,"Agricultural and horticultural research partners adopt cost-effective domestication approaches for priority tree species, based on impacts and maximizing efficiency, and considering trade-offs involved in intensification",2022
2079,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"185-122-656_61","185-122-656","Appropriate ABS models for farmer-developed tree varieties.",2022,"Agricultural and horticultural research partners adopt cost-effective domestication approaches for priority tree species, based on impacts and maximizing efficiency, and considering trade-offs involved in intensification",2022
2080,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"186-122-657_106","186-122-657","Delivery system models for tree-planting material that support and reinforce the needs and interests of different users, including for both women and men smallholders and (other) landscape restoration practitioners.",2017,"National governments, extension services and private partners adopt cost-effective and equitable tree planting material delivery pipelines, with appropriate decision-support tools, to supply high quality site-appropriate tree planting material to smallholders and other growers",2022
2081,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"186-122-657_61","186-122-657","Delivery system models for tree-planting material that support and reinforce the needs and interests of different users, including for both women and men smallholders and (other) landscape restoration practitioners.",2017,"National governments, extension services and private partners adopt cost-effective and equitable tree planting material delivery pipelines, with appropriate decision-support tools, to supply high quality site-appropriate tree planting material to smallholders and other growers",2022
2082,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"186-122-658_106","186-122-658","Policy measures,  regulatory frameworks, decision support tools, and mass breeding of reproductive material in support of application of appropriate tree genetic resource portfolios in production systems, for landscape restoration and biodiversity conservation with 3-5 institutions in three regions",2018,"National governments, extension services and private partners adopt cost-effective and equitable tree planting material delivery pipelines, with appropriate decision-support tools, to supply high quality site-appropriate tree planting material to smallholders and other growers",2022
2083,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"186-122-659_61","186-122-659","Appropriate quality standards (e.g. accreditation schemes) developed and promoted to actors in the germplasm production and delivery sector.",2019,"National governments, extension services and private partners adopt cost-effective and equitable tree planting material delivery pipelines, with appropriate decision-support tools, to supply high quality site-appropriate tree planting material to smallholders and other growers",2022
2084,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"186-122-660_106","186-122-660","Measures to ensure these standards are mainstreamed by policy-makers, extension services and the private sector, including manuals, policy briefs, and other capacity and extension materials on delivery systems.",2020,"National governments, extension services and private partners adopt cost-effective and equitable tree planting material delivery pipelines, with appropriate decision-support tools, to supply high quality site-appropriate tree planting material to smallholders and other growers",2022
2085,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"186-122-660_61","186-122-660","Measures to ensure these standards are mainstreamed by policy-makers, extension services and the private sector, including manuals, policy briefs, and other capacity and extension materials on delivery systems.",2020,"National governments, extension services and private partners adopt cost-effective and equitable tree planting material delivery pipelines, with appropriate decision-support tools, to supply high quality site-appropriate tree planting material to smallholders and other growers",2022
2086,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"186-122-661_106","186-122-661","User-friendly decision-support tools to inform planting choices in conjunction with market information services and restoration requirements.",2021,"National governments, extension services and private partners adopt cost-effective and equitable tree planting material delivery pipelines, with appropriate decision-support tools, to supply high quality site-appropriate tree planting material to smallholders and other growers",2022
2087,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"186-122-661_61","186-122-661","User-friendly decision-support tools to inform planting choices in conjunction with market information services and restoration requirements.",2021,"National governments, extension services and private partners adopt cost-effective and equitable tree planting material delivery pipelines, with appropriate decision-support tools, to supply high quality site-appropriate tree planting material to smallholders and other growers",2022
