pk_id_altmetrics_info,version,date_from,date_to,id,"title","journal_title","author",publication_date,"doi","detail_url","image_url",last_updated
1975,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1975,"Cash transfers, polygamy, and intimate partner violence: Experimental evidence from Mali",,"Heath, Rachel;Hidrobo, Melissa;Roy, Shalini",2018-01-01 00:00:00,,"http://www.altmetric.com/details/53595612","https://badges.altmetric.com/?size=64&score=16&types=tttttttt",2020-05-25 00:05:01
1976,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1976,"Africa’s Evolving Employment Trends","Journal of Development Studies","Felix Kwame Yeboah;Thomas S. Jayne",2018-02-26 00:00:00,"10.1080/00220388.2018.1430767","http://www.altmetric.com/details/46580506","https://badges.altmetric.com/?size=64&score=38&types=mbbbbbtd",2020-05-25 00:01:01
1977,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1977,"Payment modality preferences: Evidence from Ethiopia’s Productive Safety Net Programme",,"Hirvonen, Kalle;Hoddinott, John F.",2018-01-01 00:00:00,,"http://www.altmetric.com/details/50149967","https://badges.altmetric.com/?size=64&score=16&types=bbbttttt",2020-05-25 00:04:56
1978,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1978,"Farmers’ perceptions of crop pest severity in Nigeria are associated with landscape, agronomic and socio-economic factors","Agriculture, Ecosystems & Environment","Wei Zhang;Edward Kato;Felix Bianchi;Prapti Bhandary;Gerrit Gort;Wopke van der Werf",2018-05-01 00:00:00,"10.1016/j.agee.2018.03.004","http://www.altmetric.com/details/37812630","https://badges.altmetric.com/?size=64&score=16&types=bbbttttt",2020-05-25 00:01:01
1979,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1979,"Effectiveness of Food Subsidies in Raising Healthy Food Consumption: Public Distribution of Pulses in India","American Journal of Agricultural Economics","Suman Chakrabarti;Avinash Kishore;Devesh Roy",2018-05-30 00:00:00,"10.1093/ajae/aay022","http://www.altmetric.com/details/43078094","https://badges.altmetric.com/?size=64&score=15&types=bttttttt",2020-05-25 00:01:01
1980,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1980,"Aspirations and women's empowerment: Evidence from Kyrgyzstan",,"Kosec, Katrina;Song, Jie",2018-01-01 00:00:00,,"http://www.altmetric.com/details/53595697","https://badges.altmetric.com/?size=64&score=21&types=bbbbbbbb",2020-05-25 00:07:01
1981,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1981,"Urbanization and Child Nutritional Outcomes","World Bank Economic Review","Mulubrhan Amare;Channing Arndt;Kibrom A Abay;Todd Benson",2018-10-10 00:00:00,"10.1093/wber/lhy015","http://www.altmetric.com/details/49570028","https://badges.altmetric.com/?size=64&score=33&types=bttttttt",2020-05-25 00:01:01
1982,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1982,"Agriculture and economic transformation in the Middle East and North Africa: A review of the past with lessons for the future",,"Research Institute (IFPRI), International Food Policy",2018-01-01 00:00:00,"10.2499/9780896292956","http://www.altmetric.com/details/46592118","https://badges.altmetric.com/?size=64&score=16&types=bbbbbbbb",2020-05-25 00:01:01
1983,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1983,"The agricultural R&D investment gap in Latin America and the Caribbean",,"Nin-Pratt, Alejandro;Falconi, César A.",2018-01-01 00:00:00,,"http://www.altmetric.com/details/47661743","https://badges.altmetric.com/?size=64&score=16&types=bbbttttt",2020-05-25 00:04:54
1984,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1984,"The transformation of urban food systems in Ghana: Findings from inventories of processed products","Outlook on Agriculture","Kwaw S Andam;David Tschirley;Seth B Asante;Ramatu M Al-Hassan;Xinshen Diao",2018-07-09 00:00:00,"10.1177/0030727018785918","http://www.altmetric.com/details/46592135","https://badges.altmetric.com/?size=64&score=16&types=bbtttttt",2020-05-25 00:01:02
1985,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1985,"Trade-offs and synergies between yield, labor, profit, and risk in Malawian maize-based cropping systems","Agronomy for Sustainable Development","Adam M. Komarek;Jawoo Koo;Beliyou Haile;Siwa Msangi;Carlo Azzarri",2018-05-30 00:00:00,"10.1007/s13593-018-0506-6","http://www.altmetric.com/details/43707382","https://badges.altmetric.com/?size=64&score=15&types=bbbttttt",2020-05-25 00:01:02
1986,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1986,"Randomized control trials demonstrate that nutrition-sensitive social protection interventions increase the use of multiple-micronutrient powders and iron supplements in rural pre-school Bangladeshi children","Public Health Nutrition","John Hoddinott;Akhter Ahmed;Shalini Roy",2018-02-22 00:00:00,"10.1017/s1368980017004232","http://www.altmetric.com/details/40668510","https://badges.altmetric.com/?size=64&score=18&types=bbtttttd",2020-05-25 00:01:02
1987,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1987,"Big cities, small towns, and poor farmers: Evidence from Ethiopia","World Development","Joachim Vandercasteelen;Seneshaw Temru Beyene;Bart Minten;Johan Swinnen",2018-06-01 00:00:00,"10.1016/j.worlddev.2018.03.006","http://www.altmetric.com/details/40668339","https://badges.altmetric.com/?size=64&score=14&types=bbbbtttt",2020-05-25 00:01:02
1988,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1988,"Study of the Determinants of Chronic Malnutrition in Northern Nigeria: Quantitative Evidence from the Nigeria Demographic and Health Surveys International Food Policy Research Institute (IFPRI) Working Paper 45 (September 2017)","Food & Nutrition Bulletin","Mulubrhan Amare;Todd Benson;Olusegun Fadare;Motunrayo Oyeyemi",2018-04-11 00:00:00,"10.1177/0379572118768568","http://www.altmetric.com/details/40668282","https://badges.altmetric.com/?size=64&score=16&types=bttttttt",2020-05-25 00:01:02
1989,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1989,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors","Environmental Research Letters (ERL)","Qiangyi Yu;Jasper van Vliet;Peter H Verburg;Liangzhi You;Peng Yang;Wenbin Wu",2018-03-21 00:00:00,"10.1088/1748-9326/aaafe0","http://www.altmetric.com/details/33821019","https://badges.altmetric.com/?size=64&score=14&types=bttttttf",2020-05-25 00:01:02
1990,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1990,"A blue revolution in sub-Saharan Africa? Evidence from Ghana’s tilapia value chain",,"Research Institute (IFPRI), International Food Policy",2018-01-01 00:00:00,"10.2499/1046080791","http://www.altmetric.com/details/44746893","https://badges.altmetric.com/?size=64&score=11&types=bbbbbbbb",2020-05-25 00:01:02
1991,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1991,"Multi-objective land use allocation modelling for prioritizing climate-smart agricultural interventions","Ecological Modelling","A. Dunnett;P.B. Shirsath;P.K. Aggarwal;P. Thornton;P.K. Joshi;B.D. Pal;A. Khatri-Chhetri;J. Ghosh",2018-08-01 00:00:00,"10.1016/j.ecolmodel.2018.04.008","http://www.altmetric.com/details/41677063","https://badges.altmetric.com/?size=64&score=14&types=bttttttt",2020-05-25 00:01:02
1992,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1992,"Smart subsidies for catchment conservation in Malawi","Scientific Data","Andrew Reid Bell;Patrick S. Ward;Lawrence Mapemba;Zephania Nyirenda;Wupe Msukwa;Edwin Kenamu",2018-07-03 00:00:00,"10.1038/sdata.2018.113","http://www.altmetric.com/details/45909648","https://badges.altmetric.com/?size=64&score=14&types=bttttttt",2020-05-25 00:01:02
1993,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1993,"Droughts, cereal prices, and price stabilization options in Ethiopia",,"Dorosh, Paul A.;Smart, Jenny;Minten, Bart;Stifel, David",2018-01-01 00:00:00,,"http://www.altmetric.com/details/51259502","https://badges.altmetric.com/?size=64&score=14&types=bbbbbttt",2020-05-25 00:05:57
1994,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1994,"Structural change and poverty reduction in Ethiopia: Economy-wide analysis of the evolving role of agriculture",,"Dorosh, Paul;Thurlow, James;Kebebe, Fehiwot Worku;Ferede, Tadele;Taffesse, Alemayehu Seyoum;Dorosh, Paul A.;Kebede, Frehiwot Worku",2018-01-01 00:00:00,,"http://www.altmetric.com/details/48023473","https://badges.altmetric.com/?size=64&score=11&types=bbbbbbbb",2020-05-25 00:05:31
1995,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1995,"Ethiopia's spatial and structural transformation: Public policy and drivers of change",,"Research Institute (IFPRI), International Food Policy",2018-01-01 00:00:00,"10.2499/1046080775","http://www.altmetric.com/details/44750835","https://badges.altmetric.com/?size=64&score=14&types=bbbbbttt",2020-05-25 00:01:02
1996,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1996,"Achieving food security and industrial development in Malawi: Are export restrictions the solution?","World Development","Emerta Aragie;Karl Pauw;Valentina Pernechele",2018-08-01 00:00:00,"10.1016/j.worlddev.2018.03.020","http://www.altmetric.com/details/40668234","https://badges.altmetric.com/?size=64&score=13&types=bbbbtttt",2020-05-25 00:01:03
1997,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1997,"Nigeria’s macroeconomic crisis explained",,"Arndt, Channing;Chuku, Chuku;Adeniran, Adedeji;Adetutu, Morakinyo;Ajayl, Victor;Mavrotas, George;Onyekwena, Chukwuka",2018-01-01 00:00:00,,"http://www.altmetric.com/details/48086558","https://badges.altmetric.com/?size=64&score=14&types=bbtttttt",2020-05-25 00:05:26
1998,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1998,"Nutrient composition and health benefits",,"Research Institute (IFPRI), International Food Policy",2018-01-01 00:00:00,"10.2499/9780896292833_15","http://www.altmetric.com/details/46592136","https://badges.altmetric.com/?size=64&score=22&types=mmmmmbbb",2020-05-25 00:01:03
1999,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1999,"Ag-Incentives Consortium improves global data on agricultural policies",,"CGIAR Research Program on Policies, Institutions, and Markets (PIM)",2018-01-01 00:00:00,,"http://www.altmetric.com/details/50640789","https://badges.altmetric.com/?size=64&score=13&types=bbbbbttt",2020-05-25 00:06:18
2000,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2000,"Affordability of fruits and vegetables in Ethiopia",,"Hirvonen, Kalle;Wolle, Abdulazize;Minten, Bart",2018-01-01 00:00:00,,"http://www.altmetric.com/details/50104436","https://badges.altmetric.com/?size=64&score=11&types=bbbbbbbb",2020-05-25 00:04:59
2001,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2001,"Investing in wet mills and washed coffee in Ethiopia: Benefits and constraints",,"Tamru, Seneshaw;Minten, Bart",2018-01-01 00:00:00,,"http://www.altmetric.com/details/46306263","https://badges.altmetric.com/?size=64&score=11&types=bbbbbbbb",2020-05-25 00:04:41
2002,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2002,"The Kaleidoscope Model of policy change: Applications to food security policy in Zambia","World Development","Danielle Resnick;Steven Haggblade;Suresh Babu;Sheryl L. Hendriks;David Mather",2018-09-01 00:00:00,"10.1016/j.worlddev.2018.04.004","http://www.altmetric.com/details/43707523","https://badges.altmetric.com/?size=64&score=15&types=bbbttttt",2020-05-25 00:01:03
2003,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2003,"Spatially-explicit effects of seed and fertilizer intensification for maize in Tanzania","Land Use Policy","Adam M. Komarek;Jawoo Koo;Ulrike Wood-Sichra;Liangzhi You",2018-11-01 00:00:00,"10.1016/j.landusepol.2018.06.033","http://www.altmetric.com/details/44415451","https://badges.altmetric.com/?size=64&score=13&types=bbtttttt",2020-05-25 00:01:03
2004,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2004,"Foreign Direct Investment and Knowledge Diffusion in Poor Locations: Evidence from Ethiopia",,"Abebe, Girum;McMillan, Margaret;Serafinelli, Michel",2018-03-01 00:00:00,"10.3386/w24461","http://www.altmetric.com/details/40668346","https://badges.altmetric.com/?size=64&score=19&types=mmbbtttd",2020-05-25 00:01:03
2005,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2005,"Progress in formalizing “native community” rights in the Peruvian Amazon (2014-2018)",,"Monterroso, I.;Larson, A.M.;Monterroso I.;Larson A.M.",2018-01-01 00:00:00,"10.17528/cifor/007080","http://www.altmetric.com/details/52255487","https://badges.altmetric.com/?size=64&score=17&types=bbtttttg",2020-05-25 00:01:03
2006,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2006,"Effects of high versus low-quality preschool education: A longitudinal study in Mauritius","Economics of Education Review","Christian Morabito;Dirk Van de gaer;José Luis Figueroa;Michel Vandenbroeck",2018-08-01 00:00:00,"10.1016/j.econedurev.2018.06.006","http://www.altmetric.com/details/44720970","https://badges.altmetric.com/?size=64&score=11&types=bbtttttt",2020-05-25 00:01:03
2007,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2007,"Promoting competition in the fertilizer industry in Africa: A global and local approach",,"Research Institute (IFPRI), International Food Policy",2018-01-01 00:00:00,"10.2499/9780896293410","http://www.altmetric.com/details/35744595","https://badges.altmetric.com/?size=64&score=10&types=bttttttt",2020-05-25 00:01:03
2008,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2008,"Returns to Investment in Reducing Postharvest Food Losses and Increasing Agricultural Productivity Growth",,"Mark W. Rosegrant;Eduardo Magalhaes;Rowena A. Valmonte-Santos;Daniel Mason-D’Croz;Rosegrant, Mark W.;Magalhaes, Eduardo;Valmonte-Santos, Rowena;Mason-D'Croz, Daniel",2018-01-01 00:00:00,"10.1017/9781108233767.020","http://www.altmetric.com/details/49138528","https://badges.altmetric.com/?size=64&score=11&types=bbtttttt",2020-05-25 00:01:03
2009,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2009,"Migrant Labor Markets and the Welfare of Rural Households in the Developing World: Evidence from China","World Bank Economic Review","Alan de Brauw;John Giles",2018-02-26 00:00:00,"10.1093/wber/lhx023","http://www.altmetric.com/details/32568901","https://badges.altmetric.com/?size=64&score=11&types=tttttttt",2020-05-25 00:01:03
2010,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2010,"Do Beliefs About Herbicide Quality Correspond with Actual Quality in Local Markets? Evidence from Uganda","Journal of Development Studies","Maha Ashour;Daniel Orth Gilligan;Jessica Blumer Hoel;Naureen Iqbal Karachiwalla",2018-04-27 00:00:00,"10.1080/00220388.2018.1464143","http://www.altmetric.com/details/40374945","https://badges.altmetric.com/?size=64&score=18&types=bttttttt",2020-05-25 00:01:04
2011,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2011,"Long-term electricity demand forecast and supply side scenarios for Pakistan (2015–2050): A LEAP model application for policy analysis","Energy","Nayyar Hussain Mirjat;Muhammad Aslam Uqaili;Khanji Harijan;Gordhan Das Walasai;Md Alam Hossain Mondal;Hasret Sahin",2018-12-01 00:00:00,"10.1016/j.energy.2018.10.012","http://www.altmetric.com/details/50480594","https://badges.altmetric.com/?size=64&score=11&types=bttttttt",2020-05-25 00:01:04
2012,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2012,"Weather risk: how does it change the yield benefits of nitrogen fertilizer and improved maize varieties in sub-Saharan Africa?","Agricultural Economics","Terrance Hurley;Jawoo Koo;Kindie Tesfaye",2018-09-13 00:00:00,"10.1111/agec.12454","http://www.altmetric.com/details/48412595","https://badges.altmetric.com/?size=64&score=11&types=bbtttttt",2020-05-25 00:01:04
2013,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2013,"Examining perceptions of food assistance on household food security and resilience in Malawi",,"Margolies, Amy;Kalagho, Kenan;Kazembe, Cynthia",2018-01-01 00:00:00,,"http://www.altmetric.com/details/53363197","https://badges.altmetric.com/?size=64&score=11&types=bbbbbbbb",2020-05-25 00:03:58
2014,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2014,"Transforming agri-food systems in Ethiopia: Evidence from the dairy sector",,"Minten, Bart;Habte, Yetimwork;Tamru, Seneshaw;Tesfaye, Agajie",2018-01-01 00:00:00,,"http://www.altmetric.com/details/52924240","https://badges.altmetric.com/?size=64&score=11&types=bbbbbbbb",2020-05-25 00:07:08
2015,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2015,"Does weather risk explain low uptake of agricultural credit?: Evidence from Ethiopia",,"Abay, Kibrom A.;Koru, Bethlehem;Chamberlin, Jordan;Berhane, Guush",2018-01-01 00:00:00,,"http://www.altmetric.com/details/52620808","https://badges.altmetric.com/?size=64&score=11&types=bbbbbbbb",2020-05-25 00:04:19
2016,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2016,"Cropland expansion in Ethiopia: Economic and climatic considerations for highland agriculture",,"Schmidt, Emily;Thomas, Timothy S.",2018-01-01 00:00:00,,"http://www.altmetric.com/details/51608548","https://badges.altmetric.com/?size=64&score=11&types=bbbbbbbb",2020-05-25 00:06:50
2017,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2017,"Synopsis: Farmers’ grain storage and losses in Ethiopia: Measures and associates",,"Bachewe, Fantu Nisrane;Minten, Bart;Taffesse, Alemayehu Seyoum;Pauw, Karl;Cameron, Alethia;Endaylalu, Tirsit Genye;Li, Lan",2018-01-01 00:00:00,,"http://www.altmetric.com/details/50535487","https://badges.altmetric.com/?size=64&score=11&types=bbbbbbbb",2020-05-25 00:04:19
2018,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2018,"The economics of teff: Exploring Ethiopia’s biggest cash crop: Synopsis",,"Research Institute (IFPRI), International Food Policy",2018-01-01 00:00:00,"10.2499/9780896292857","http://www.altmetric.com/details/46592117","https://badges.altmetric.com/?size=64&score=11&types=bbbbbbbb",2020-05-25 00:01:04
2019,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2019,"Predicting high-magnitude, low-frequency crop losses using machine learning: An application to cereal crops in Ethiopia",,"Research Institute (IFPRI), International Food Policy",2018-01-01 00:00:00,"10.2499/1046080770","http://www.altmetric.com/details/45514530","https://badges.altmetric.com/?size=64&score=11&types=bbbbbbbb",2020-05-25 00:01:04
2020,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2020,"The state of agricultural extension services in Ethiopia and their contribution to agricultural productivity",,"Research Institute (IFPRI), International Food Policy",2018-01-01 00:00:00,"10.2499/1037800843","http://www.altmetric.com/details/40973003","https://badges.altmetric.com/?size=64&score=11&types=bbbbbbbb",2020-05-25 00:01:04
2021,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2021,"Evolving food systems in Ethiopia: Past, present and future",,"Research Institute (IFPRI), International Food Policy",2018-01-01 00:00:00,"10.2499/1037800744","http://www.altmetric.com/details/40668738","https://badges.altmetric.com/?size=64&score=11&types=bbbbbbbb",2020-05-25 00:01:04
2022,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2022,"Role of land access in youth migration and youth employment decisions: Empirical evidence from rural Nigeria",,"Ghebru, Hosaena;Amare, Mulubrhan;Mavrotas, George;Ogunniyi, Adebayo",2018-01-01 00:00:00,,"http://www.altmetric.com/details/51441191","https://badges.altmetric.com/?size=64&score=10&types=bbtttttt",2020-05-25 00:05:34
2023,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2023,"How diversified is cropping in Malawi? Patterns, determinants and policy implications","Food Security","Henry Kankwamba;Mariam Kadzamira;Karl Pauw",2018-03-23 00:00:00,"10.1007/s12571-018-0771-x","http://www.altmetric.com/details/34786622","https://badges.altmetric.com/?size=64&score=10&types=bbtttttt",2020-05-25 00:01:04
2024,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2024,"Post-disaster aid and development of the manufacturing sector: Lessons from a natural experiment in China","European Economic Review","Erwin Bulte;Lihe Xu;Xiaobo Zhang",2018-01-01 00:00:00,"10.1016/j.euroecorev.2017.10.019","http://www.altmetric.com/details/32154364","https://badges.altmetric.com/?size=64&score=20&types=mmbbbbtt",2020-05-25 00:01:04
2025,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2025,"The impact of a farmer business school program on incomes of smallholder farmers: Insights from central Malawi",,"Research Institute (IFPRI), International Food Policy",2018-01-01 00:00:00,"10.2499/1037800837","http://www.altmetric.com/details/43708170","https://badges.altmetric.com/?size=64&score=9&types=bbbttttt",2020-05-25 00:01:04
2026,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2026,"Mitigating Drought Impacts in Drylands: Quantifying the Potential for Strengthening Crop- and Livestock-Based Livelihoods",,"Carfagna, Federica, ed.;Cervigni, Raffaello, ed.;and Fallavier, Pierre, ed.;Fallavier, Pierre, ed.",2018-04-05 00:00:00,"10.1596/978-1-4648-1226-2","http://www.altmetric.com/details/36450557","https://badges.altmetric.com/?size=64&score=10&types=bbtttttt",2020-05-25 00:01:05
2027,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2027,"Effects of tractor ownership on returns-to-scale in agriculture: Evidence from maize in Ghana","Food Policy","Hiroyuki Takeshima;Nazaire Houssou;Xinshen Diao",2018-05-01 00:00:00,"10.1016/j.foodpol.2018.04.001","http://www.altmetric.com/details/40668437","https://badges.altmetric.com/?size=64&score=10&types=bbtttttt",2020-05-25 00:01:05
2028,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2028,"Toward an Understanding of Economic Growth in Africa: A Reinterpretation of the Lewis Model","World Development","Xinshen Diao;Margaret McMillan",2018-09-01 00:00:00,"10.1016/j.worlddev.2016.12.008","http://www.altmetric.com/details/16037543","https://badges.altmetric.com/?size=64&score=10&types=bbbttttt",2020-05-25 00:01:05
2029,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2029,"Cash Crops and Food Security: Evidence from Ethiopian Smallholder Coffee Producers","Journal of Development Studies","Tadesse Kuma;Mekdim Dereje;Kalle Hirvonen;Bart Minten",2018-02-12 00:00:00,"10.1080/00220388.2018.1425396","http://www.altmetric.com/details/46837160","https://badges.altmetric.com/?size=64&score=10&types=tttttttf",2020-05-25 00:01:05
2030,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2030,"Synopsis: Ethiopia's spatial and structural transformation: Public policy and drivers of change",,"Schmidt, Emily;Dorosh, Paul A.;Kedir Jemal, Mekamu;Smart, Jenny",2018-01-01 00:00:00,,"http://www.altmetric.com/details/56012156","https://badges.altmetric.com/?size=64&score=9&types=bbbttttt",2020-05-25 00:03:56
2031,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2031,"The impact of food assistance on food insecure populations during conflict: Evidence from a quasi-experiment in Mali","World Development","Jean-Pierre Tranchant;Aulo Gelli;Lilia Bliznashka;Amadou Sekou Diallo;Moussa Sacko;Amidou Assima;Emily H. Siegel;Elisabetta Aurino;Edoardo Masset",2019-07-01 00:00:00,"10.1016/j.worlddev.2018.01.027","http://www.altmetric.com/details/34216397","https://badges.altmetric.com/?size=64&score=9&types=tttttttt",2020-05-25 00:01:05
2032,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2032,"Can Labor-Market Imperfections Explain Changes in the Inverse Farm Size–Productivity Relationship? Longitudinal Evidence from Rural India","Land Economics","Klaus Deininger;Songqing Jin;Yanyan Liu;Sudhir K. Singh",2018-05-03 00:00:00,"10.3368/le.94.2.239","http://www.altmetric.com/details/49182537","https://badges.altmetric.com/?size=64&score=9&types=bbtttttt",2020-05-25 00:01:05
2033,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2033,"Selective attention and information loss in the lab-to-farm knowledge chain: The case of Malawian agricultural extension programs","Agricultural Systems","Chiyu Niu;Catherine Ragasa",2018-09-01 00:00:00,"10.1016/j.agsy.2018.06.003","http://www.altmetric.com/details/44408159","https://badges.altmetric.com/?size=64&score=9&types=bbtttttt",2020-05-25 00:01:05
2034,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2034,"Coordinating AgMIP data and models across global and regional scales for 1.5°C and 2.0°C assessments","Philosophical Transactions of the Royal Society A: Mathematical, Physical & Engineering Sciences","Cynthia Rosenzweig;Alex C. Ruane;John Antle;Joshua Elliott;Muhammad Ashfaq;Ashfaq Ahmad Chatta;Frank Ewert;Christian Folberth;Ibrahima Hathie;Petr Havlik;Gerrit Hoogenboom;Hermann Lotze-Campen;Dilys S. MacCarthy;Daniel Mason-D'Croz;Erik Mencos Contreras;Christoph Müller;Ignacio Perez-Dominguez;Meridel Phillips;Cheryl Porter;Rubi M. Raymundo;Ronald D. Sands;Carl-Friedrich Schleussner;Roberto O. Valdivia;Hugo Valin;Keith Wiebe",2018-04-02 00:00:00,"10.1098/rsta.2016.0455","http://www.altmetric.com/details/40668428","https://badges.altmetric.com/?size=64&score=8&types=bbbbtttt",2020-05-25 00:01:05
2035,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2035,"The enabling environment for informal food traders in Nigeria’s secondary cities",,"Resnick, Danielle;Sivasubramanian, Bhavna;Idiong, Idiong Christopher;Ojo, Michael Akindele;Tanko, Likita",2018-01-01 00:00:00,,"http://www.altmetric.com/details/51628122","https://badges.altmetric.com/?size=64&score=8&types=bbbbtttt",2020-05-25 00:06:40
2036,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2036,"Effects of agricultural mechanization on economies of scope in crop production in Nigeria",,"Takeshima, Hiroyuki;Hatzenbuehler, Patrick L.;Edeh, Hyacinth",2018-01-01 00:00:00,,"http://www.altmetric.com/details/48086545","https://badges.altmetric.com/?size=64&score=9&types=bbbbtttt",2020-05-25 00:06:16
2037,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2037,"Agricultural growth, efficiency and family agriculture in Paraguay",,"Nin-Pratt, Alejandro",2018-01-01 00:00:00,,"http://www.altmetric.com/details/46592288","https://badges.altmetric.com/?size=64&score=9&types=bbbbtttt",2020-05-25 00:06:47
2038,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2038,"Impacts of the 2016/17 food insecurity response program on maize prices in Malawi",,"Research Institute (IFPRI), International Food Policy",2018-01-01 00:00:00,"10.2499/1032568674","http://www.altmetric.com/details/40668157","https://badges.altmetric.com/?size=64&score=9&types=bbbbtttt",2020-05-25 00:01:05
2039,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2039,"Unpacking the ‘Black Box’ of Public Expenditure Data in Africa: Quantification of Agricultural Spending Using Mozambique’s Budget Reports","Data Science Journal","Tewodaj Mogues;Leonardo Caceres",2018-04-10 00:00:00,"10.5334/dsj-2018-009","http://www.altmetric.com/details/36326658","https://badges.altmetric.com/?size=64&score=9&types=bbbttttt",2020-05-25 00:01:05
2040,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2040,"Remoteness, urbanization, and child nutrition in sub-Saharan Africa","Agricultural Economics","Derek Headey;David Stifel;Liangzhi You;Zhe Guo",2018-09-20 00:00:00,"10.1111/agec.12458","http://www.altmetric.com/details/48914245","https://badges.altmetric.com/?size=64&score=9&types=bbbttttt",2020-05-25 00:01:06
2041,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2041,"Assessment of the 2016/17 Food Insecurity Response Programme in Malawi",,"Babu, Suresh Chandra;Comstock, Andrew;Baulch, Bob;Gondwe, Anderson;Kazembe, Cynthia;Kalagho, Kenan;Aberman, Noora-Lisa;Fang, Peixun;Mgemezulu, Overtoun Placido;Benson, Todd",2018-01-01 00:00:00,,"http://www.altmetric.com/details/35028535","https://badges.altmetric.com/?size=64&score=9&types=bbbbbbbb",2020-05-25 00:04:58
2042,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2042,"Tracking the Quality Premium of Certified Coffee: Evidence from Ethiopia","World Development","Bart Minten;Mekdim Dereje;Ermias Engida;Seneshaw Tamru",2018-01-01 00:00:00,"10.1016/j.worlddev.2017.08.010","http://www.altmetric.com/details/26876837","https://badges.altmetric.com/?size=64&score=8&types=tttttttt",2020-05-25 00:01:06
2043,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2043,"Allocation and Valuation of Smallholder Maize Residues in Western Kenya","Ecological Economics","Julia Berazneva;David R. Lee;Frank Place;George Jakubson",2018-10-01 00:00:00,"10.1016/j.ecolecon.2018.05.024","http://www.altmetric.com/details/46592178","https://badges.altmetric.com/?size=64&score=9&types=bbttttff",2020-05-25 00:01:06
