pk_id_powb_outcome,version,date_from,date_to,id,"crp_program_outcome_description"
317,1,1900-01-01 00:00:00,2200-01-01 00:00:00,317,"Outcome 2.3: 2.1 million hectares of inland aquatic and coastal marine habitat restored and under more productive and equitable management"
318,1,1900-01-01 00:00:00,2200-01-01 00:00:00,318,"Agricultural and horticultural research and development partners adopt cost-effective domestication approaches for priority tree species, based on impacts and maximizing efficiency, and considering trade-offs involved in intensification, while paying attention to smallholder breeders’ rights"
319,1,1900-01-01 00:00:00,2200-01-01 00:00:00,319,"Managers and policy-makers adopt effective monitoring methods, tools and practices to mitigate threats to valuable TGR, and implement suitable safeguarding strategies in line with international initiatives, such as the Global Plan of Action for Forest Genetic Resources and the Global Strategy on Conservation and Use of Cacao Genetic Resources"
320,1,1900-01-01 00:00:00,2200-01-01 00:00:00,320,"National governments, extension services and private partners adopt cost-effective and equitable tree-planting material delivery approaches, with attention to appropriate international and national policies governing material transfer/use agreements and using the most appropriate decision support tools, to supply high-quality site-appropriate tree-planting material to smallholders and other growers"
321,1,1900-01-01 00:00:00,2200-01-01 00:00:00,321,"Diversified tree-crop production systems covering 5 million ha and improving diets and livelihood opportunities for 20 million people in smallholder producer households."
322,1,1900-01-01 00:00:00,2200-01-01 00:00:00,322,"Improved food security and livelihood opportunities for 100 million people in smallholder households and more productive and equitable management of natural resources over an area of at least 50 million ha. This outcome integrates some outputs from other research clusters through their scaling."
323,1,1900-01-01 00:00:00,2200-01-01 00:00:00,323,"Improved livelihood opportunities involving timber, fruit and NTFPs contributing a 25% increase in income for over 5 million people and more equitable management of natural resources including a 25% increase in women's participation in decisions involving tree and forest management and utilization and improvement in substantive representation of women in community forest management institutions"
324,1,1900-01-01 00:00:00,2200-01-01 00:00:00,324,"Increased access to diverse, nutrient rich food for 20 million people through closing yield gaps by trees in agricultural systems improving and maintaining soil health as well as intensifying system interactions (fodder and firewood) and directly contributing to production, reducing and reversing land degradation and increasing the resilience of smallholder livelihoods."
325,1,1900-01-01 00:00:00,2200-01-01 00:00:00,325,"National governments, extension services and private partners adopt cost-effective and equitable tree-planting material delivery approaches, with attention to appropriate international and national policies governing material transfer/use agreements and using the most appropriate decision support tools, to supply high-quality site-appropriate tree-planting material to smallholders and other growers"
326,1,1900-01-01 00:00:00,2200-01-01 00:00:00,326,"Reducing yield gaps through improved pasture management and animal husbandry on over 15 million ha and 1 million animals and contributing to reducing and reversing land degradation on over 5 million ha"
327,1,1900-01-01 00:00:00,2200-01-01 00:00:00,327,"5 business platforms and 20 businesses and service providers develop and implement business models that are more inclusive, economically viable and environmentally sustainable"
328,1,1900-01-01 00:00:00,2200-01-01 00:00:00,328,"At least 30% of financial service providers lending to timber, tree and agricultural crops adopt ESG criteria, and increase in 25% the lending to models that integrate smallholders and SMEs"
329,1,1900-01-01 00:00:00,2200-01-01 00:00:00,329,"Public and private actors adopt effective governance arrangements, mechanisms and tools for ensuring sustainable and inclusive commodity supply in at least 3 major producer countries"
330,1,1900-01-01 00:00:00,2200-01-01 00:00:00,330,"(Sub)national governance systems in at least 10 countries use contextualized theories of change to guide transitions to integral achievement of sustainable development goals through restoration, conservation and management of landscape multi-functionality, using similarity domains based on patterns and intensities of forest and tree cover change in space and time in sentinel landscapes understood on the basis of 'drivers' that operate at larger scales."
331,1,1900-01-01 00:00:00,2200-01-01 00:00:00,331,"Adaptive landscape institutions empowered and supported on 6 M ha inhabited by 4 M people to manage changing landscape mosaics towards more balanced and adaptive multifunctionality and successful 'forest landscape restoration' through 'action research' and inclusive, participatory learning. This is aligned with efforts in PIM.5.2 -oe6 million hectares of shared landscapes under more productive and equitable management."
332,1,1900-01-01 00:00:00,2200-01-01 00:00:00,332,"Diverse diets from tree cover in mosaic landscapes recognized and enhanced as contributions to balanced diets through Increase of availability, and access to, nutrient-rich wild and cultivated food products from these landscapes (10 sentinel landscapes 10 M people)."
333,1,1900-01-01 00:00:00,2200-01-01 00:00:00,333,"Sub)national governance systems in landscapes covering 100 M ha and inhabited by 70 M people use quantified and valued functions of FT&A for biodiversity, full hydrological cycle and ecosystem services analyzed across knowledge domains and available for policy-level synthesis and planning"
334,1,1900-01-01 00:00:00,2200-01-01 00:00:00,334,"Efficient, effective and equitable climate national and international mitigation policies and funding, aligned with development objectives (3E+ goals)."
335,1,1900-01-01 00:00:00,2200-01-01 00:00:00,335,"Food and bioenergy production policy and practice integrated more visibly in the intervention areas."
336,1,1900-01-01 00:00:00,2200-01-01 00:00:00,336,"Performance assessment of mitigation and adaptation policy and practice widely implemented following good evaluation practice."
337,1,1900-01-01 00:00:00,2200-01-01 00:00:00,337,"Risk-assessed ecosystem-based adaptation (EbA) policy and practice in place including joint mitigation and adaptation approaches"
338,1,1900-01-01 00:00:00,2200-01-01 00:00:00,338,"Outcome 1.1 Disease-free, viable, documented germplasm made available"
339,1,1900-01-01 00:00:00,2200-01-01 00:00:00,339,"Outcome 1.2 Crop diversity conserved in a rational and effective global system"
340,1,1900-01-01 00:00:00,2200-01-01 00:00:00,340,"Outcome 2.0 More effective access and use of germplasm enabled"
341,1,1900-01-01 00:00:00,2200-01-01 00:00:00,341,"Outcome 3: Supportive policy environment developed"
342,1,1900-01-01 00:00:00,2200-01-01 00:00:00,342,"Outcome 1. Improved targeting and responsiveness of research to market and household demands in the face of climate change for greater technology adoption, food and nutrition security, resilience, and poverty reduction"
343,1,1900-01-01 00:00:00,2200-01-01 00:00:00,343,"Outcome 2. Market and household demand identified and trade-offs assessed for more inclusive value chains that improve income and nutrition status in target regions"
344,1,1900-01-01 00:00:00,2200-01-01 00:00:00,344,"Outcome 3. Inclusive and equitable technologies and innovation systems established for accelerated and broadened impact across the agri-food system"
345,1,1900-01-01 00:00:00,2200-01-01 00:00:00,345,"Outcome 4. Strong project design, execution, monitoring and evaluation systems and tools consistently applied in GLDC scaling projects, with demonstrable progress on enhanced adoption and impact"
346,1,1900-01-01 00:00:00,2200-01-01 00:00:00,346,"FP3.O1. Pest and diseases controlled safely and with reduced agro-chemical inputs"
347,1,1900-01-01 00:00:00,2200-01-01 00:00:00,347,"FP3.O2. Cropping systems sustainably intensified and diversified"
348,1,1900-01-01 00:00:00,2200-01-01 00:00:00,348,"FP3.O3. Tested, adapted and validated options applied for sustainable intensification and livelihood diversification by farmers"
349,1,1900-01-01 00:00:00,2200-01-01 00:00:00,349,"FP4.O1. New varieties & allied innovations improving productivity & production potential, agribusiness opportunity & stabilize food supply"
350,1,1900-01-01 00:00:00,2200-01-01 00:00:00,350,"FP4.O2. Robust and responsive global to national breeding systems produce and deliver novel varieties and allied innovations at appropriate scale and scope"
351,1,1900-01-01 00:00:00,2200-01-01 00:00:00,351,"FP5.O1. Pre-breeding products through use of genebanks and other sources and modern tools to increase genetic diversity in breeding programs globally"
352,1,1900-01-01 00:00:00,2200-01-01 00:00:00,352,"FP5.O2. Trait discovery and development based on genomics and phenomics to generate new markers to support trait integration through use of modern enabling technologies and forward breeding"
353,1,1900-01-01 00:00:00,2200-01-01 00:00:00,353,"F1 Outcome: Outcome 1.1: Data on livestock diversity and systems, including from a gendered lens, used to develop or refine genetic improvement and / or conservation strategies by policymakers, national research and development partners, and the private sector, in 5 CRP priority countries and other locations."
354,1,1900-01-01 00:00:00,2200-01-01 00:00:00,354,"F1 Outcome: Outcome 1.2 Genetic improvement strategies for improved livestock genetics implemented by national research and development partners, and the private sector in 6 CRP priority countries and other locations."
355,1,1900-01-01 00:00:00,2200-01-01 00:00:00,355,"F1 Outcome: Outcome 1.3 Business models for multiplication and delivery of improved livestock genetics, to resource poor women and men livestock keepers, implemented by national research and development partners, and the private sector in five CRP priority countries and other locations."
356,1,1900-01-01 00:00:00,2200-01-01 00:00:00,356,"F1 Outcome: Outcome 1.5 Guidelines on policy and institutional arrangements for improvement and conservation of animal genetic resources (AnGR) adopted by policymakers, national research and development partners, and the private sector, in at least 4 priority countries and other locations."
357,1,1900-01-01 00:00:00,2200-01-01 00:00:00,357,"F2 Outcome: Outcome 2.1 Assessment tools for significance of animal diseases and risk maps for emergence of animal diseases are used by 100 local and national and 50 international research partners and donors to prioritise research and development interventions to reduce livestock disease risks for livestock keepers."
358,1,1900-01-01 00:00:00,2200-01-01 00:00:00,358,"F2 Outcome: Outcome 2.2 Context specific herd health management packages adopted by farmers, extension and animal health workers in priority countries and other locations."
359,1,1900-01-01 00:00:00,2200-01-01 00:00:00,359,"F2 Outcome: Outcome 2.3 Livestock keepers have necessary knowledge of AMR and antiparasitic resistance (APR) to change their practices accordingly, piloted in two priority countries."
360,1,1900-01-01 00:00:00,2200-01-01 00:00:00,360,"F2 Outcome: Outcome 2.4 National and international research partners, government agencies and the private sector use 2 novel diagnostic assays and vaccines for control of ASF, CBPP, CCPP, ECF and PPR in at least 6 priority countries."
361,1,1900-01-01 00:00:00,2200-01-01 00:00:00,361,"F2 Outcome: Outcome 2.5 Improved access to livestock-related health services and products for female and male livestock keepers in 4 priority countries"
362,1,1900-01-01 00:00:00,2200-01-01 00:00:00,362,"F3 Outcome: Outcome 3.1 - Local, national and international research and development partners, the private sector, decision-makers and livestock producers are able to diagnose feed constraints and opportunities and to effectively prioritize and target feed and forage interventions, resulting in: a 10% improvement in utilization of feeds and forages, a 20% increase in animal production using improved feed and forage technologies, a 10% accuracy increase for biomass and quality estimation and at least 250,000 annual visitors to global databases, repositories, interactive tools and maps and the Tropical Grasslands/Forrajes Tropicales journal website."
363,1,1900-01-01 00:00:00,2200-01-01 00:00:00,363,"F3 Outcome: Outcome 3.3 - National and international research and development partners and the private sector are using CRP developed forage and rangeland resources (with enhanced traits), in 30 countries and reaching producers who plant over 2 million ha, to increase the rate of genetic gain and exploit the genetic diversity of forages and rangeland species to enhance stress-tolerance, biomass productivity and nutritive value."
364,1,1900-01-01 00:00:00,2200-01-01 00:00:00,364,"F3 Outcome: Outcome 3.4 - New forage and crop cultivars, superior to local (based on food, feed and fodder traits weighted according to target domains), made available by development partners, government agencies and the private sector and applied by farmers in 7 priority counties and other locations."
365,1,1900-01-01 00:00:00,2200-01-01 00:00:00,365,"F3 Outcome: Outcome 3.5 - National and international development partners, government agencies and extension services, the private sector and community-based organisations in 3 priority countries are using CRP-related research outputs for better utilization of existing and novel feed and forage resources. This will be through (a) scalable processing technologies, (b) management strategies to conserve and rehabilitate rangelands and (c) diet formulation that increases productivity while reducing overall feed and forage costs and environment impacts."
366,1,1900-01-01 00:00:00,2200-01-01 00:00:00,366,"F3 Outcome: Outcome 3.6 - Livestock producers in 3 priority countries: apply management strategies to conserve and rehabilitate rangelands and pastures while ensuring ongoing ability to produce, preserve and store feed biomass and use diets that increase productivity while reducing overall feed and forage costs and environmental impacts (with the Environment FP4 and Livelihoods FP5 flagships)."
367,1,1900-01-01 00:00:00,2200-01-01 00:00:00,367,"F3 Outcome: Outcome 3.8 - Increased delivery and uptake of feed and forage resources through proof-of-concept scaling, business model development and value-chain approaches by development partners, the private sector (feed and forage traders, feed processors) and (1 million by 2022) farmers across diverse environments in priority countries and other locations in Latin America, North and East Africa and South and Southeast Asia."
368,1,1900-01-01 00:00:00,2200-01-01 00:00:00,368,"F4 Outcome: 4.1 Environmental concerns are considered in decision making across at least 10 priority countries and other locations, by national and international development partners, government agencies and extension systems, including technology developers seeking to improve cattle, small ruminant and pig production. "
369,1,1900-01-01 00:00:00,2200-01-01 00:00:00,369,"F4 Outcome: 4.2 Targeted solutions are used by research and development partners, across at least 10 priority countries and other locations, to increase the productivity of cattle, small ruminants and pigs in the face of ongoing environmental changes. "
370,1,1900-01-01 00:00:00,2200-01-01 00:00:00,370,"F4 Outcome: 4.3 Government agencies and development partners at local and national levels across at least 10 priority countries and other locations are promoting environmental management options."
371,1,1900-01-01 00:00:00,2200-01-01 00:00:00,371,"F4 Outcome: 4.5 National government agencies across at least 5 priority countries design and implement key policies to improve the environmental management of livestock systems"
372,1,1900-01-01 00:00:00,2200-01-01 00:00:00,372,"F4 Outcome: 4.6 Evidence generated by the flagship influences key global livestock agendas (IPCC, Global agenda for Sustainable Livestock)"
373,1,1900-01-01 00:00:00,2200-01-01 00:00:00,373,"F5 Outcome: 5.2 International researchers and agencies use improved livestock system modelling tools and apply them to new problems based on their mandate areas"
374,1,1900-01-01 00:00:00,2200-01-01 00:00:00,374,"F5 Outcome: 5.4 Local or national development partners in four priority countries adopt gender-transformative and youth-supportive approaches (using the evidence from the strategic gender research done under the CRP)"
375,1,1900-01-01 00:00:00,2200-01-01 00:00:00,375,"F5 Outcome: 5.6 Livestock communities across 4 priority countries apply tested technologies, management strategies and institutional arrangements, taking the multiple functions of livestock into account"
376,1,1900-01-01 00:00:00,2200-01-01 00:00:00,376,"F5 Outcome: 5.7 Development partners, private sector and government agencies across 4 priority countries apply innovative institutional arrangements to enhance competitiveness and inclusiveness"
377,1,1900-01-01 00:00:00,2200-01-01 00:00:00,377,"FP1 Outcome: 1.10 Farmers have greater awareness and access to, and increased adoption and adaptation of improved technologies"
378,1,1900-01-01 00:00:00,2200-01-01 00:00:00,378,"FP1 Outcome: 1.8 National and regional policy makers improved policy-making and increased investment based on evidence"
379,1,1900-01-01 00:00:00,2200-01-01 00:00:00,379,"FP1 Outcome: 1.9 Last mile provider (extension partners, farmer organization, community-based organizations, private sector) increased access and promotion of technologies to farmers"
380,1,1900-01-01 00:00:00,2200-01-01 00:00:00,380,"FP2 Outcome: 2.4 Crop researchers world-wide increased use of novel germplasm and tools for validation, refinement and development of products"
381,1,1900-01-01 00:00:00,2200-01-01 00:00:00,381,"FP2 Outcome: 2.5 Breeders develop improved varieties more efficiently through greater access and use of documented germplasm and tools"
382,1,1900-01-01 00:00:00,2200-01-01 00:00:00,382,"FP3 Outcome: 3.1 Improved exchange and utilization of germplasm and data by MAIZE partner breeding teams"
383,1,1900-01-01 00:00:00,2200-01-01 00:00:00,383,"FP3 Outcome: 3.10 Farmers adopted improved varieties in farming systems"
384,1,1900-01-01 00:00:00,2200-01-01 00:00:00,384,"FP3 Outcome: 3.2 Effective pest/disease surveillance, monitoring and diagnostics protocols/procedures for controlling the spread and impact of existing/emerging threats"
385,1,1900-01-01 00:00:00,2200-01-01 00:00:00,385,"FP3 Outcome: 3.3 Partner breeding teams access and adopt improved breeding processes, including new technologies, methodologies, approaches and genetic resources"
386,1,1900-01-01 00:00:00,2200-01-01 00:00:00,386,"FP3 Outcome: 3.4 Increased deployment of improved MAIZE varieties by seed companies in target agro-ecologies"
387,1,1900-01-01 00:00:00,2200-01-01 00:00:00,387,"FP3 Outcome: 3.9 Increased availability of nutritious maize with desirable end use quality traits to farmers, food and feed producers, and processors"
388,1,1900-01-01 00:00:00,2200-01-01 00:00:00,388,"FP4 Outcome: 4.10 Smallholder farmers adopted and adapted SI practices and products"
389,1,1900-01-01 00:00:00,2200-01-01 00:00:00,389,"FP4 Outcome: 4.4 NARS increased use of participatory approach in system research"
390,1,1900-01-01 00:00:00,2200-01-01 00:00:00,390,"FP4 Outcome: 4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increased their ability to adopt SI practices and products"
391,1,1900-01-01 00:00:00,2200-01-01 00:00:00,391,"FP4 Outcome: 4.8 Actors in SI increased consideration and integration of gender and social inclusion into policies, processes and practices"
392,1,1900-01-01 00:00:00,2200-01-01 00:00:00,392,"FP4 Outcome: 4.9 Smallholder farmers increased their capacity to adopt and adapt SI practices and products (associated with cross-cutting sub-IDO)"
393,1,1900-01-01 00:00:00,2200-01-01 00:00:00,393,"Budget allocations for agricultural research exceed projections of the 2012-2016 trend in 5 countries"
394,1,1900-01-01 00:00:00,2200-01-01 00:00:00,394,"Foresight models and results are used by 12 regional and national research organizations or government agencies in Africa, Asia and Latin America and global development organizations as inputs to their priority-setting"
395,1,1900-01-01 00:00:00,2200-01-01 00:00:00,395,"Studies on policies, regulations, and investment in support of agricultural science, technology, and innovation are used by key government entities in 3 countries"
396,1,1900-01-01 00:00:00,2200-01-01 00:00:00,396,"Agricultural growth and rural incomes are increased (above counterfactual trend) in 3 countries implementing evidence-based policies and/or public expenditure allocations"
397,1,1900-01-01 00:00:00,2200-01-01 00:00:00,397,"Governments and other investors in at least 3 countries use empirical evidence and quantitative methods to modify their allocation of public resource towards better targeted investments favoring inclusive agricultural growth and rural transformation"
398,1,1900-01-01 00:00:00,2200-01-01 00:00:00,398,"Governments in at least 3 countries use tools and evidence on the economy-wide factors affecting rural transformation to develop policies that are better targeted towards raising agricultural growth and rural incomes"
399,1,1900-01-01 00:00:00,2200-01-01 00:00:00,399,"Evidence is used to support changes in trade policy and/or regulations with global and regional implications in 3 instances"
400,1,1900-01-01 00:00:00,2200-01-01 00:00:00,400,"Implementation partners in three countries use analysis of approaches to scaling to increase numbers of beneficiaries by 50% in designated projects"
401,1,1900-01-01 00:00:00,2200-01-01 00:00:00,401,"Research and development organizations use PIM tools for value chain analysis and development in 20 instances in 6 countries"
402,1,1900-01-01 00:00:00,2200-01-01 00:00:00,402,"Research and development organizations use PIM tools to address postharvest losses in 10 countries"
403,1,1900-01-01 00:00:00,2200-01-01 00:00:00,403,"Improved social protection innovations provide food security and nutrition benefits to poor households in 3 countries"
404,1,1900-01-01 00:00:00,2200-01-01 00:00:00,404,"National social protection programs and policies are modified based on evidence in 4 countries"
405,1,1900-01-01 00:00:00,2200-01-01 00:00:00,405,"Evidence informs natural resource governance and tenure policy processes and implementation in 12 countries"
406,1,1900-01-01 00:00:00,2200-01-01 00:00:00,406,"Improved landscape-level governance arrangements are implemented in 6 countries, with more productive and equitable management in at least 2"
407,1,1900-01-01 00:00:00,2200-01-01 00:00:00,407,"Tenure security is improved for beneficiaries in 6 countries, with detailed documentation for 2"
408,1,1900-01-01 00:00:00,2200-01-01 00:00:00,408,"Gender dimensions of policies are strengthened in 4 countries"
409,1,1900-01-01 00:00:00,2200-01-01 00:00:00,409,"Indicators of women's empowerment in agriculture increase in 3 countries"
410,1,1900-01-01 00:00:00,2200-01-01 00:00:00,410,"National researchers use improved gender research methods in 5 countries"
411,1,1900-01-01 00:00:00,2200-01-01 00:00:00,411,"F1 Outcome: Collective innovation and seed systems"
412,1,1900-01-01 00:00:00,2200-01-01 00:00:00,412,"F1 Outcome: Effective networks and mechanisms to provide policy makers with up-to -date and evidence-based information on the rice sector"
413,1,1900-01-01 00:00:00,2200-01-01 00:00:00,413,"F1 Outcome: Foresight analyses and priority setting used by RICE and partner scientists to develop and target technology options"
414,1,1900-01-01 00:00:00,2200-01-01 00:00:00,414,"F1 Outcome: Functional and effective results-based management system for RICE and its partners"
415,1,1900-01-01 00:00:00,2200-01-01 00:00:00,415,"F1 Outcome: Impacts and adoption of RICE technologies assessed and published"
416,1,1900-01-01 00:00:00,2200-01-01 00:00:00,416,"F1 Outcome: Improved role in decision making by women and youth in rice value chains as evidenced by empowerment measures at key action sites"
417,1,1900-01-01 00:00:00,2200-01-01 00:00:00,417,"F2 Outcome: Diversified enterprise opportunities through upgraded value chains at six action sites (Indonesia, Myanmar, Vietnam; Cote d’Ivoire, Nigeria, Tanzania)"
418,1,1900-01-01 00:00:00,2200-01-01 00:00:00,418,"F2 Outcome: Functional value chains for improved processing and novel products from rice at six action sites (Bangladesh, Cambodia, Indonesia; Benin, Cote d’Ivoire, Nigeria)"
419,1,1900-01-01 00:00:00,2200-01-01 00:00:00,419,"F2 Outcome: Income by value-chain actors increased by 10% at six action sites through improved access to financial and other services (Indonesia, Myanmar, Vietnam; Cote d’Ivoire, Nigeria, Tanzania)"
420,1,1900-01-01 00:00:00,2200-01-01 00:00:00,420,"F2 Outcome: Income by value-chain actors increased by 15% through adoption of at least one of the postharvest or value addition practices or technologies at six action sites (Bangladesh, Cambodia, Indonesia; Benin, Cote d’Ivoire, Nigeria)"
421,1,1900-01-01 00:00:00,2200-01-01 00:00:00,421,"F3 Outcome: Diversified on-farm diets sourced through diversified farming systems at four action sites (Cote d?Ivoire, Madagascar, Bangladesh, Myanmar) (together with other CRPs)"
422,1,1900-01-01 00:00:00,2200-01-01 00:00:00,422,"F3 Outcome: Improved management practices that increase input use efficiency by 5% developed and disseminated at eight action sites (Nigeria, Senegal, Tanzania, Madagascar, Vietnam, Indonesia, Bangladesh, Myanmar)"
423,1,1900-01-01 00:00:00,2200-01-01 00:00:00,423,"F3 Outcome: Improved management practices that reduce yield gap by 10-15% developed and disseminated at eight action sites (Nigeria, Senegal, Tanzania, Madagascar, Vietnam, Indonesia, Bangladesh, Myanmar)"
424,1,1900-01-01 00:00:00,2200-01-01 00:00:00,424,"F3 Outcome: Improved rice management practices that reduce GHG by 5% disseminated at three action sites (Bangladesh, Philippines, Vietnam)"
425,1,1900-01-01 00:00:00,2200-01-01 00:00:00,425,"F3 Outcome: Options to diversity rice farms with other crops, animals, or trees developed and disseminated at six action sites (Cote d?Ivoire, Madagascar, Tanzania, India, Bangladesh, Myanmar) (together with other CRPs)"
426,1,1900-01-01 00:00:00,2200-01-01 00:00:00,426,"F3 Outcome: Results of completed farming systems analyses used to focus development activities on key opportunities for adapting to climate risks at eight action sites (Nigeria, Senegal, Tanzania, Madagascar, Vietnam, Indonesia, Bangladesh, Myanmar)"
427,1,1900-01-01 00:00:00,2200-01-01 00:00:00,427,"F3 Outcome: Value chain actors including farmers and service providers using new mechanization options designed to increase women?s labor productivity at seven action sites (Nigeria, Senegal, Tanzania, Vietnam, Indonesia, Bangladesh, Myanmar)"
428,1,1900-01-01 00:00:00,2200-01-01 00:00:00,428,"F4 Outcome: A functional global phenotyping network composed of 30% non-CRP partners (including self-sponsored) adopted by breeding programs to develop climate-smart rice varieties"
429,1,1900-01-01 00:00:00,2200-01-01 00:00:00,429,"F4 Outcome: A functional open access rice data hub that allows global users to fast track their research by exploiting available phenotypic and genotypic information and data analysis tools"
430,1,1900-01-01 00:00:00,2200-01-01 00:00:00,430,"F4 Outcome: Characterized pathogen populations and diversity used to predict varietal deployment for at least 3 major rice diseases"
431,1,1900-01-01 00:00:00,2200-01-01 00:00:00,431,"F4 Outcome: Information on the impact of environmental factors (climate, soil, biotic stress) on rice production used to predict global rice production risks and to guide development and deployment of climate smart technologies."
432,1,1900-01-01 00:00:00,2200-01-01 00:00:00,432,"F5 Outcome: High quality and high nutritious rice varieties that are preferred by men and women farmers and consumers"
433,1,1900-01-01 00:00:00,2200-01-01 00:00:00,433,"F5 Outcome: Modern rice breeding system/tools/protocols, such as standardized design, data collection, analysis and management, implemented across the program"
434,1,1900-01-01 00:00:00,2200-01-01 00:00:00,434,"F5 Outcome: New rice varieties resulting in 1.3 % genetic gain in intensive systems"
435,1,1900-01-01 00:00:00,2200-01-01 00:00:00,435,"F5 Outcome: Novel tools for precision biotech breeding based on genetic diversity shared open access and globally"
436,1,1900-01-01 00:00:00,2200-01-01 00:00:00,436,"F5 Outcome: Rice diversity in rice gene banks used globally for identification of traits and discovery of new genes"
437,1,1900-01-01 00:00:00,2200-01-01 00:00:00,437,"F5 Outcome: Rice varieties with 20, 15, 10% reduction in yield loss caused by factors induced by climate change, in mega deltas, rainfed lowlands, and uplands, respectively"
438,1,1900-01-01 00:00:00,2200-01-01 00:00:00,438,"Outcome 1.1: For each RTB crop, populations with at least 3 end-users preferred traits and adapted to 2 targeted regions are available (For more details please refer to Table FP1.4)"
439,1,1900-01-01 00:00:00,2200-01-01 00:00:00,439,"Outcome 1.2: Across RTB crops, average 25% reduction of time needed for traits discovery and incorporation into breeding pipelines"
440,1,1900-01-01 00:00:00,2200-01-01 00:00:00,440,"Outcome 1.3: Conservation status of wild relatives and landraces of at least 3 RTB crops improved in 3 key hotspots"
441,1,1900-01-01 00:00:00,2200-01-01 00:00:00,441,"Outcome 1.4: At least 20% of newly developed RTB breeding populations with enhanced resilience to climatic shocks available for testing in FP2"
442,1,1900-01-01 00:00:00,2200-01-01 00:00:00,442,"Outcome 1.5: Collaboration for more effective breeding enhanced through a breeding community of practices including at least 40 stakeholders in 10 countries"
443,1,1900-01-01 00:00:00,2200-01-01 00:00:00,443,"Outcome 2.1: 20,000,000 people (4,000,000 HH), of which 50% are women, increased their annual income by increasing RTB sales and diversifying market strategies"
444,1,1900-01-01 00:00:00,2200-01-01 00:00:00,444,"Outcome 2.2: At least 5,000,000 HH increased their annual RTB yield by at least 10%"
445,1,1900-01-01 00:00:00,2200-01-01 00:00:00,445,"Outcome 2.3: Targeted breeding programs increased by 10% the diversity of the genetic base used (e.g. number of banana wild species used as parental lines)"
446,1,1900-01-01 00:00:00,2200-01-01 00:00:00,446,"Outcome 2.4: Annual production of at least one nutrient-rich RTB crop increased by 5-10% in 10 targeted countries"
447,1,1900-01-01 00:00:00,2200-01-01 00:00:00,447,"Outcome 2.6: At least 35% increase in number of female and young beneficiaries of at least 500,000 HH perceive to have better control over assets and resources"
448,1,1900-01-01 00:00:00,2200-01-01 00:00:00,448,"Outcome 2.7: Regulatory frameworks for seed production and seed quality control (including QDS) under implementation in10 countries"
449,1,1900-01-01 00:00:00,2200-01-01 00:00:00,449,"Outcome 2.8: Every year, 8,000 R&D stakeholders (50% female) trained through short term programs on designing and implementing smallholder-oriented breeding programs and sustainable seed systems"
450,1,1900-01-01 00:00:00,2200-01-01 00:00:00,450,"Outcome 3.1: In areas affected by pests and diseases, RTB yield restored to previous infection conditions by at least 1,500,000 farmer HH, of which at least 25% are female headed households"
451,1,1900-01-01 00:00:00,2200-01-01 00:00:00,451,"Outcome 3.2: 1,800,000 ha of current RTB production area converted to sustainable cropping systems"
452,1,1900-01-01 00:00:00,2200-01-01 00:00:00,452,"Outcome 3.3: Capacity to deal with climate risks and extremes increased for at least 1,000,000 HH"
453,1,1900-01-01 00:00:00,2200-01-01 00:00:00,453,"Outcome 3.4: New technologies and practices have been equally adopted women and men farmers"
454,1,1900-01-01 00:00:00,2200-01-01 00:00:00,454,"Outcome 3.5: 25 National and 5 regional plant protection agencies with strategies for containment and management under implementation"
455,1,1900-01-01 00:00:00,2200-01-01 00:00:00,455,"Outcome 4.1: 700,000 households, 25% of which are female headed, have increased their income by 15-20% by increasing and diversifying RTB sales (food, feed, industrial raw material and seeds)"
456,1,1900-01-01 00:00:00,2200-01-01 00:00:00,456,"Outcome 4.2: 20,000 small scale processors, 30 % of which are female, reduced water- and energy- related production costs by 15-20% in cassava sector with growing spillover in other RTB crops"
457,1,1900-01-01 00:00:00,2200-01-01 00:00:00,457,"Outcome 4.3: Post-harvest physical and quality losses reduced in at least 10 countries through better post-harvest management, improved storage, and utilization of waste across RTB crops"
458,1,1900-01-01 00:00:00,2200-01-01 00:00:00,458,"Outcome 4.4: Diet quality indices increased by 20% for at least 2,000,000 farmer households and urban/rural consumers"
459,1,1900-01-01 00:00:00,2200-01-01 00:00:00,459,"Outcome 4.5: At least 35% increase in number of women and youth beneficiaries in at least 200,000 HH who perceive to have better control over assets and resources"
460,1,1900-01-01 00:00:00,2200-01-01 00:00:00,460,"Outcome 4.6: Food-based nutrition programs/ initiatives promoting RTB crops under implementation in at least 10 countries"
461,1,1900-01-01 00:00:00,2200-01-01 00:00:00,461,"Outcome 4.7: 60 development-focused organizations, including women's networks and alliances, having increased their capacity for innovation (e.g. enhanced human capital and improved collaboration network in relevant domains) to scale up fuller utilization of RTB"
462,1,1900-01-01 00:00:00,2200-01-01 00:00:00,462,"Outcome 5.1: Income increased by 20% for at least 550,000 HH"
463,1,1900-01-01 00:00:00,2200-01-01 00:00:00,463,"Outcome 5.10: At least 5 partnerships and scaling models tested in a minimum of 5 target countries and adjusted to be fit for purpose"
464,1,1900-01-01 00:00:00,2200-01-01 00:00:00,464,"Outcome 5.2: Whole-farm productivity increased by 25% for at least 1,000,000 HH"
465,1,1900-01-01 00:00:00,2200-01-01 00:00:00,465,"Outcome 5.3: Diet quality indices increased by 20% for at least 300,000 farmer households"
