pk_id_milestone_status_info,version,date_from,date_to,id,"outcome_sumary","milestone_evidence","other_reason","gender_justification","youth_justification","capdev_justification","climate_justification"
189,1,1900-01-01 00:00:00,2200-01-01 00:00:00,277,"Workshops, in addition to several meetings and interactions, were held in 2018 to engage both agriculture and public health in A4NH research. One event was held around the 2018 World Water Week in Stockholm, co-organized with the CRP on Water, Land and Ecosystems (WLE), Deltares, and The Bridge Collaborative. These meetings support resource mobilization efforts across the flagship. For example, at least two major proposals were prepared for the Wellcome Trust, which were awarded in late 2018/early 2019. The annual ANH Academy Week conference also&nbsp;offers a platform for sharing research and building partnerships across agriculture and health.","2018 World Water Week event in Stockholm brought together participants (almost entirely environmental scientists and practitioners) to present recent interdisciplinary research and examine a case study on malaria-irrigation. This interaction with health issues was new.ANH Academy Week&nbsp;brought together 343 participants from 138 agriculture and health institutions in 49 countries.",,"An entire session and learning lab was devoted to gender research in agriculture and health at the ANH Academy Week conference in Accra in June 2018. A4NH and LSHTM co-lead its organization.","N/A","The first two days of the conference had training sessions for graduate fellows and young professionals from various developing countries ","N/A"
190,1,1900-01-01 00:00:00,2200-01-01 00:00:00,278,"Under this module, the Platform has sourced 24 high-quality innovations to date (two cohorts of 12 finalists), over two years and awarded 10 startup grants and three scale-up grants. For those that got to scale-up stage, they had quantified evidence and credible plans for scale-up that were evaluated by scaling experts.","Five new pilot grants were awarded in 2018 and are documented here: https://bigdata.cgiar.org/inspire/inspire-challenge-2018/",,"not targeted","The users of these data-driven innovations skew very young, demonstrating some new ways to engage youth in agriculture.","not targeted","not targeted"
191,1,1900-01-01 00:00:00,2200-01-01 00:00:00,279,"Under this module, the Platform has sourced 24 high-quality innovations to date (two cohorts of 12 finalists), over two years and awarded 10 startup grants and three scale-up grants. For those that got to scale-up stage, they had quantified evidence and credible plans for scale-up that were evaluated by scaling experts.","Three scale-out grants were awarded in October during the Annual Big Data in Agriculture Convention: https://bigdata.cgiar.org/inspire/inspire-challenge-2018/",,"not targeted","Users of one of the scale up awards skew very young","not targeted","not targeted"
192,1,1900-01-01 00:00:00,2200-01-01 00:00:00,280,"Under this module, the Platform has sourced 24 high-quality innovations to date (two cohorts of 12 finalists), over two years and awarded 10 startup grants and three scale-up grants. For those that got to scale-up stage, they had quantified evidence and credible plans for scale-up that were evaluated by scaling experts.","A learning document was produced and published reflecting on the innovation process around the 2017 Inspire grants. https://bigdata.cgiar.org/wp-content/uploads/2018/08/The-2017-CGIAR-Inspire-Challenge-3.pdf",,"not targeted","not targeted","we aim to build our own capacities with data-driven ag innovations.","not targeted"
193,1,1900-01-01 00:00:00,2200-01-01 00:00:00,281,"The outcome target (10) has been large exeeded. A total of 27 policy decisions taken as a result of CCAFS science were reported in 2018, of which 22% are considered Level 2 in maturity and one is Level 3. These include incorporation of CSA concepts into development plans at national level (Kenya Climate Smart Agriculture Implementation Framework and Philippine Medium Term Development Plan), and local levels (e.g. Guinayangan, Quezon Comprehensive Development Plan Municipal Agriculture Office Banner Programs). Level 3 maturity in Root Capital's Expected Impact Rating system, which has been used to review and close 251 loans, including 199 loans totalling US$ 146 million to coffee and cocoa businesses.","By the end of 2018, CSA Country Profiles have been develop for 21
countries across Sub-Saharan Africa and Asia (Africa: Benin, Côte d’Ivoire,
Ethiopia, Kenya, Lesotho, Mozambique, Rwanda, Senegal, Tanzania, The Gambia,
Uganda, Zambia and Zimbabwe; Asia: Bangladesh, Bhutan, Kyrgyzstan, Nepal,
Pakistan, Sri Lanka, the Philippines, and Vietnam).https://ccafs.cgiar.org/publications/csa-country-profileshttps://ccafs.cgiar.org/research-highlight/climate-smart-agriculture-c%C3%B4te-divoire-what-are-entry-pointsinvestment#.XQFapBZKiUkhttps://ccafs.cgiar.org/news/media-centre/press-releases/world-bank-launches-global-analysis-climate-smart-agriculture-33#.XQFfSBZKiUk",,"Each country profile has a section on gender equality and uses a gender lens for evaluating priorities","Currently not explicitly analysed, but a factor getting incorporated into future country profiles","Process that develops country profile brings actors together, and empowers national institutions with evidence and information to improve their decision making","Profiles are about state of art in climate change and agriculture in country"
194,1,1900-01-01 00:00:00,2200-01-01 00:00:00,282,"The outcome target (10) has been large exeeded. A total of 27 policy decisions taken as a result of CCAFS science were reported in 2018, of which 22% are considered Level 2 in maturity and one is Level 3. These include incorporation of CSA concepts into development plans at national level (Kenya Climate Smart Agriculture Implementation Framework and Philippine Medium Term Development Plan), and local levels (e.g. Guinayangan, Quezon Comprehensive Development Plan Municipal Agriculture Office Banner Programs). Level 3 maturity in Root Capital's Expected Impact Rating system, which has been used to review and close 251 loans, including 199 loans totalling US$ 146 million to coffee and cocoa businesses.","The African Compendium Dataset was redone and completed in 2018. It will
be made publically available in 2019, following release of first scientific
publications. Already, it is being used for development (e.g., in the CSA investment
plans).https://ccafs.cgiar.org/publications/practical-guide-climate-smart-agriculture-technologies-africa#.XQFwNRZKiUkhttps://cgspace.cgiar.org/handle/10568/98535",,"Gender related indicators included in compendium","Too little evidence to merit explicit treatment at this stage","Not relevant","Primary subject of the compendium"
195,1,1900-01-01 00:00:00,2200-01-01 00:00:00,283,"The outcome target has been exceeded with 24 organizations reached by CCAFS outputs. The governments of Cote d'Ivoire and Mali who have developed plans to guide investments into CSA, which include gender and youth inclusion concerns. CCAFS has influenced the US$ 2 billion investment by ADB into CSA, the Tanzania CSA Guideline and the Kenya CSA Framework Programme. Additionally, in West Africa development institutions (CORAF/WECARD, ECOWAS, UEMOA) using CCAFS-informed equitable and transformative CSA options to plan initiatives in four countries (Burkina Faso, Ghana, Niger and Senegal) for large investments for 1.5 million farmers that increase women's (at least 30% women) and youth control over productive assets and resources.","A book ""Gender dimensions of climate change research for
agriculture: Case studies in Southeast Asia"" explores men and women
farmers vulnerabilities and coping mechanisms or adaptation measures. Analysis
of gender disaggregated CSA adoption trends in Tuma-La Dalia in Nicaragua. https://www.researchgate.net/publication/331728298_Gendered_Perceptions_Impacts_and_Coping_Strategies_in_Response_to_Climate_Change_Evidence_from_Mekong_Delta_Vietnamhttps://cgspace.cgiar.org/handle/10568/99349https://ccafs.cgiar.org/publications/understanding-socioeconomic-aspects-influencing-csa-adoption#.XQGIFBZKiUkhttps://ccafs.cgiar.org/publications/gender-dimension-climate-change-research-agriculture-case-studies-southeast-asia#.XQFpRxZKiUk",,"Large volume of gender-focused adoption studies, plus social science studies understanding needs of women versus men in terms of adaptation.","Outputs beginning to occur through the CSV monitoring studies, and a few outputs targeting youth and CSA","Not relevant to this milestone","Primary subject matter of this milestone"
196,1,1900-01-01 00:00:00,2200-01-01 00:00:00,284,"The outcome target has been exceeded with 24 organizations reached by CCAFS outputs. The governments of Cote d'Ivoire and Mali who have developed plans to guide investments into CSA, which include gender and youth inclusion concerns. CCAFS has influenced the US$ 2 billion investment by ADB into CSA, the Tanzania CSA Guideline and the Kenya CSA Framework Programme. Additionally, in West Africa development institutions (CORAF/WECARD, ECOWAS, UEMOA) using CCAFS-informed equitable and transformative CSA options to plan initiatives in four countries (Burkina Faso, Ghana, Niger and Senegal) for large investments for 1.5 million farmers that increase women's (at least 30% women) and youth control over productive assets and resources."," 
 
 Alternative financial delivery
 channel (VSLA) and financial technology (blockchain) tested with CARE and SNV
 in their target sites; two CSVs testing financial instruments (including
 voluntary savings groups); and impact investment innovations tested and
 scaled out through Root Capital and others.
 

https://ccafs.cgiar.org/es/node/56872#.XQGIuRZKiUkhttps://ccafs.cgiar.org/fr/node/56809#.XQGO0BZKiUkhttps://cgspace.cgiar.org/handle/10568/99020https://www.wur.nl/en/project/CSASuPER-project-Upscaling-climate-smart-agriculture-via-microfinance-in-Tanzania.htm",,"Some of the VSLA innovations target women producer groups specifically","Not currently being tarheted for youth","Not a primary approach  being used","Primary subject matter of this milestone to build resilience through financial instruments"
197,1,1900-01-01 00:00:00,2200-01-01 00:00:00,285,"Major achievement on this front in 2018 with 8 initiatives informed by CCAFS outputs. Training materials for both cocoa and coffee climate risk assessment are in use by voluntary certification agencies (Rainforest Alliance) in Ghana and Ivory Coast (cocoa) and Peru (coffee and cocoa), private sector extension teams (Ghana and Ivory Coast, cocoa; Uganda, coffee), other projects (Alliance for Resilient Coffee, Honduras, Guatemala, Uganda). Training materials for Council on Smallholder Agricultural Finance developed in 2018 and piloted connecting CSA practice implementation with producer organization finance in Guatemala (Root Capital). Extension apps used by private sector in Ghana (cocoa) and Uganda (coffee).","Multi-stakeholder platforms established across West Africa target
countries for CSA planning. For cocoa related work, climate risk assessments
and adaptation planning results handed over to multi-stakeholder platforms
managed by World Cocoa Foundation, and in Peru with the Chamber of Commerce.
CSA investment plans completed for Ivory Coast and Mali.https://cgspace.cgiar.org/handle/10568/100159https://cgspace.cgiar.org/handle/10568/100139https://cgspace.cgiar.org/handle/10568/92500https://cgspace.cgiar.org/bitstream/handle/10568/100136/Olam.pdf?sequence=8&amp;isAllowed=yhttps://cgspace.cgiar.org/handle/10568/92115https://www.rainforest-alliance.org/article/new-tools-for-climate-smart-cocoa-farming-ghana",,"CSA-investment plans for Ivory Coast and Mali took gender considerations into account","Beyond the scope of the work","Large investment in cocoa work to train value chain actors in climate risk assessment and use in their operations","Primary subject matter of this milestone"
198,1,1900-01-01 00:00:00,2200-01-01 00:00:00,286,"Major achievement on this front in 2018 with 8 initiatives informed by CCAFS outputs. Training materials for both cocoa and coffee climate risk assessment are in use by voluntary certification agencies (Rainforest Alliance) in Ghana and Ivory Coast (cocoa) and Peru (coffee and cocoa), private sector extension teams (Ghana and Ivory Coast, cocoa; Uganda, coffee), other projects (Alliance for Resilient Coffee, Honduras, Guatemala, Uganda). Training materials for Council on Smallholder Agricultural Finance developed in 2018 and piloted connecting CSA practice implementation with producer organization finance in Guatemala (Root Capital). Extension apps used by private sector in Ghana (cocoa) and Uganda (coffee).","Workshop held with range of climate finance institutions, and paper on
key innovative financing mechanisms to scale up CSA finalized. Workshop held
with 12 Council of Smallholder Agricultural Finance members on how to
incorporate climate and deforestation risk in loan due diligence processes, and
out-scaled significantly by Root Capital.http://blog.rootcapital.org/back-roads-to-boardrooms/support-peruvian-coffee-farmers-on-the-frontlines-of-climate-changehttps://ccafs.cgiar.org/news/food-systems-finance-advantage-enabling-scaled-climate-action#.XQGP-hZKiUkhttps://cgspace.cgiar.org/handle/10568/100180",,"Not a primary target of the work","Not a primary target of the work","Large investment in cocoa work to train impact investor actors in climate risk assessment and use in their operations","Primary subject matter of this milestone"
199,1,1900-01-01 00:00:00,2200-01-01 00:00:00,287,"94 CSA practices tested and/or evaluated across the Climate Smart Village (CSV) network: 63 with gender dimensions assessed and 45 with mitigation potential. Numerous publications summarizing results, including analysis of the effect of combinations of practices (portfolios) in South Asia. Gender dimensions of CSA practices assessed through CSV monitoring in nine sites, and for over 30 practices. Significant outscaling achieved for some practices. For example, science-based evidence helped the Indian Government to prioritize crop residues management solutions and establish a large scale investment of INR 1150 crores for in-situ management using the Happy Seeder technology. This scheme targets increased incomes for 2 million farmers.","94 CSA practices evaluated across the CSV network: 63 with gender
dimensions assessed and 45 with mitigation potential. Household typologies and
farm systems modelling results published for South Asia CSV sites. CSA-Dx
(derived product from Compendium) implemented at three sites that produce
farmer-relevant data including gender and socio-economics of CSA.https://cgspace.cgiar.org/handle/10568/100237https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5738964/https://www.emeraldinsight.com/doi/full/10.1108/IJCCSM-02-2017-0025https://ccafs.cgiar.org/publications/performance-portfolios-climate-smart-agriculture-practices-rice-wheat-system-western#.XQGVsq-ovophttp://www.worldagroforestry.org/downloads/Publications/PDFS/WP18020.pdfhttps://www.sciencedirect.com/science/article/pii/S0167880916304649https://www.sciencedirect.com/science/article/pii/S0167198716300447",,"Gender related factors explicitly analysed in farm household typology analyses","Age-related factors included in farm household typology analyses","Not a primary target of the milestone.","Primary subject matter of this milestone"
200,1,1900-01-01 00:00:00,2200-01-01 00:00:00,288,"94 CSA practices tested and/or evaluated across the Climate Smart Village (CSV) network: 63 with gender dimensions assessed and 45 with mitigation potential. Numerous publications summarizing results, including analysis of the effect of combinations of practices (portfolios) in South Asia. Gender dimensions of CSA practices assessed through CSV monitoring in nine sites, and for over 30 practices. Significant outscaling achieved for some practices. For example, science-based evidence helped the Indian Government to prioritize crop residues management solutions and establish a large scale investment of INR 1150 crores for in-situ management using the Happy Seeder technology. This scheme targets increased incomes for 2 million farmers.","M&amp;E system was implemented in Latin America CSVs. In Cauca CSV,
community leaders and local partner are currently making use of that
information for their planning and decision-making processes based on key
indicators. Studies in Nicaragua were delayed due to the unstable political
situation.https://ccafs.cgiar.org/blog/monitoring-climate-smart-agriculture-practices-geofarmer-guatemala-and-honduras#.XQGXexZKiUkhttps://ccafs.cgiar.org/es/publications/resultados-monitoreo-tesac-cauca#.XQGXyBZKiUkhttps://www.idrc.ca/en/stories/promoting-gender-and-climate-smart-agriculture-improve-farmer-resiliencehttps://ccafs.cgiar.org/es/publications/informe-taller-de-fortalecimiento-de-capacidades-de-actores-nacionales-para-la#.XQGX4BZKiUk",,"More gender disaggregated analyses still pending and extended to 2019","Not targeted explicitly","Planning approaches tested and provided to local institutions in the scaling process","Primary subject matter of this milestone"
201,1,1900-01-01 00:00:00,2200-01-01 00:00:00,289,"Science-based evidence generated by CCAFS-CIMMYT partners in the Climate Smart Village (CSV) network helped the Indian Government to prioritize crop residues management solutions and establish a large scale investment of INR 1150 crores for in-situ management using the Happy Seeder technology. This scheme targets an increased incomes for over 2 million farmers, improving soil health, reducing water use and carbon footprints on 4 million hectares. In Latin America, climate specific management systems are estimated to be delivering actionable advisories to 500,000 farmers. Through UTZ certification schemes, an estimated 2.3 million farmers are receiving incentives for adoption of CSA practices based on CCAFS science.","Agreements with three different state actors in India now outscaling the
CSV approach, with outscaling program on residue management targeting 2 million
farmers. In West Africa, approx. 2.3 million farmers estimated to be receiving
incentives for CSA adoption through UTZ certification schemes, in addition to
development program EU/IFAD investments.https://cgspace.cgiar.org/handle/10568/98827https://indianexpress.com/article/cities/chandigarh/punjab-agriculture-secretary-direct-sowing-in-17-per-cent-of-wheat-area-5503514/https://cgspace.cgiar.org/handle/10568/100180https://cgspace.cgiar.org/handle/10568/100190",,"Only moderate treatment of gender in this outscaling process","Not explicitly targeted","Some capacity development with impact investment  institutions and certification institutions","Primary subject matter of this milestone"
202,1,1900-01-01 00:00:00,2200-01-01 00:00:00,290,"Science-based evidence generated by CCAFS-CIMMYT partners in the Climate Smart Village (CSV) network helped the Indian Government to prioritize crop residues management solutions and establish a large scale investment of INR 1150 crores for in-situ management using the Happy Seeder technology. This scheme targets an increased incomes for over 2 million farmers, improving soil health, reducing water use and carbon footprints on 4 million hectares. In Latin America, climate specific management systems are estimated to be delivering actionable advisories to 500,000 farmers. Through UTZ certification schemes, an estimated 2.3 million farmers are receiving incentives for adoption of CSA practices based on CCAFS science.","Training materials for coffee and cocoa in use in multiple countries
(Ghana, Peru, Honduras, Guatemala, Uganda), mobile application releases in
Uganda in use by 4,000 farmers and three private partners. 500,000 farmers now
accessing climate specific advisories in Latin America.https://ccafs.cgiar.org/publications/manual-cocoa-extension-ghana#.XQGORxZKiUkhttps://ccafs.cgiar.org/publications/climate-smart-agriculture-cocoa-training-manual-field-officers#.XQGOdhZKiUkhttps://cgspace.cgiar.org/handle/10568/100132",,"Due to financial constraints, gender related effort in this milestone was minimal","Some explicit targetting of youth through ICT-based schemes for advisories","Training of 70 technicians in 8 countries on climate specific management systems for rice, beans and maize.  ","Primary subject matter of this milestone"
203,1,1900-01-01 00:00:00,2200-01-01 00:00:00,291,"The capacity of researchers to use foresight tools and results has been improving steadily. Many reports and articles have been produced by CGIAR centers on this topic in the past years.Engagement with USAID and other donors on use of foresight modeling for future investments as well as engagement with the National Economic and Development Authority in the Philippines are two examples of use of the foresight work by government and global development organizations.","https://doi.org/10.1016/j.gfs.2018.08.002https://doi.org/10.1093/reseval/rvx044https://doi.org/10.1016/j.eja.2017.11.008https://doi.org/10.1016/j.marpol.2018.11.009Outcome template ""Influencing policies for improved food security and adaptation to climate change in the Philippines"": https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2652&amp;cycle=Reporting&amp;year=2018",,"N/A","N/A","This milestone is focused on expanding uptake and understanding of foresight modeling through capacity building.","In most of the work, climate change is either the main topic or one of the scenarios under investigation."
204,1,1900-01-01 00:00:00,2200-01-01 00:00:00,292,"Progress towards the development of functional biosafety systems
has occurred. While most countries demonstrated significant regulatory progress
including a reported outcome in Malawi, a few continued to advance slowly, due
to structural issues, contradictory political support, and a general lack of funding.

Significant progress was made towards improving extension
methods used by implementing organizations. The Developing Local Extension
Capacity project supported studies on the impact of digital extension in Uganda
and Ethiopia to inform these countries' reforms of their extension systems.
Research on the volunteer farmer trainer approach has led to a wider use of
this approach in East Africa.","* Digital extension in Uganda and Ethiopia - Feed the Future DLEC project:&nbsp;https://www.digitalgreen.org/wp-content/uploads/2018/01/DLEC-Factsheet-2018.pdf* Biosafety system in Malawi - Outcome template:&nbsp;https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2684&amp;cycle=Reporting&amp;year=2018Exceeded: * Adoption of the volunteer farmer trainer approach in Kenya, Rwanda, Tanzania, Rwanda - Outcome template: https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2653&amp;cycle=Reporting&amp;year=2018* Video-based agricultural extension (Cambodia, Uganda, Ethiopia):https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=711&amp;phaseID=57;https://www.dropbox.com/s/t8rijutb5b3cfvj/DG%20evaluation%20findings_general%20%28FINAL%29.pdf?dl=0",,"Work on extension methods includes analysis of gender dimensions (gender of advice provider, gender of recipient of advice…)","N/A","The work of PBS and DLEC focuses on capacity building","N/A"
205,1,1900-01-01 00:00:00,2200-01-01 00:00:00,293,"The Agriculture Science and Technology Indicators (ASTI) initiative launched its new strategy focused on countries/regions taking ownership of their data, analysis, and outreach. The partnership with Asia-Pacific Association of Agricultural Research Institutions aims to raise funding for agricultural research in Southeast Asia. An evaluation shows that ASTI supported increased investment in agricultural research by several governments (e.g. Brazil, Ghana, Pakistan). In India ASTI was integrated into the governments science and technology information management system. ASTI contributed to two World Bank investment plans, the West Africa Agricultural Transformation Project and the Agricultural Productivity Program for Southern Africa. ","* World Bank West Africa Agricultural Transformation Project:&nbsp;http://projects.worldbank.org/P164810/?lang=en&amp;tab=overview*World Bank investment Agricultural Productivity Program for Southern Africa (Angola and Lesotho approved in 2018):http://documents.worldbank.org/curated/en/365131545447708445/pdf/ANGOLA-LESOTHO-PADf-11292018-636810265029229101.pdf* Progress at national level: evaluation finds ASTI outputs influential in budgetary decisions on agricultural R&amp;D in Algeria, Brazil, Ethiopia, Ghana, Nepal, Pakistan, Uganda:http://ebrary.ifpri.org/cdm/ref/collection/p15738coll2/id/133207",,"ASTI country factsheets address differences in male/female data. Assessment of gender gap in this paper: http://agrigender.net/views/assessment-of-gender-gap-in-african-agricultural-research-JGAFS-212017-1.php","N/A","Contribution of ASTI's work to enhancing agricultural research capacity. New organization model of ASTI based on increasing countries' ownership of their data.","N/A"
206,1,1900-01-01 00:00:00,2200-01-01 00:00:00,294,"Ethiopia's Ministry of Planning has requested economywide modeling
support for regular national planning processes. Multiple interactions have
taken place with the Federal Ministry of Agriculture and Rural Development in
Nigeria to support the Agricultural Promotion Policy. A public event in Accra
led to discussions on priority policy and investments in the Ghanaian cocoa
sector. Rwanda's MINAG and PIM collaborated to revise Rwanda's National
Agricultural Development Plan using economywide modeling analysis. PIM research supported development of the
National Agricultural Investment Plans in Malawi and Rwanda. Policy options for cassava and sunflower have
also been shared with the Government of Tanzania.","* Ethiopiahttp://essp.ifpri.info/2017/12/19/the-future-of-ethiopias-agriculture-towards-a-resilient-system-to-end-hunger-and-undernutrition/http://essp.ifpri.info/2018/07/18/16th-international-conference-of-the-ethiopian-economics-association-teff-book-launch/* Nigeriahttp://nssp.ifpri.info/2018/12/18/training-towards-a-stronger-agricultural-policy-framework-for-nigeria/http://nssp.ifpri.info/2018/12/06/the-feed-the-future-nigeria-agricultural-policy-project-commences-training-course-on-issues-in-agriculture-and-development/http://nssp.ifpri.info/2018/08/28/second-feed-the-future-nigeria-agricultural-policy-project-conference-boosts-collaborative-agric-policy-research-in-nigeria/Exceeded:* Ghanahttp://gssp.ifpri.info/2018/08/28/unpacking-the-complexity-of-improved-nutrition-in-ghana/http://gssp.ifpri.info/2018/03/27/book-launch-ghanas-cocoa-industry-contends-with-growth-poverty/* Malawi, Rwanda - Outcome template ""PIM's modeling expertise used to support the design of the agricultural investment strategies of Malawi and Rwanda"":&nbsp;https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2676&amp;cycle=Reporting&amp;year=2018",,"N/A","Youth is a significant target - particularly for employment objectives which the modeling tools emphasize. Book chapters from the book manuscript focusing on the youth were published in 2018 and the book will be published in 2019. ","Capacity development on the use of the economywide tool was conducted in Egypt. Capacity building of national partners was the focus of the Nigeria Strategy Support Program team. The STAARS program provides capacity building for young African Researchers. ","N/A"
207,1,1900-01-01 00:00:00,2200-01-01 00:00:00,295,"USAID adopted PIM's estimates in the US Global Food Security Strategy. IFAD uses PIM's Rural Investment and Policy Analysis model model to design country investment strategies. The World Bank used Statistics on public expenditures for economic development (SPEED) in a book which informed development operations in African countries. Work is ongoing with the Bill &amp; Melinda Gates Foundation to enhance the prioritization of Tanzania's Agricultural Sector Development Programme budgeting.Malawi and Rwanda's National Agriculture Investment Plans used PIM's research to identify priority value chains. PIM research on public expenditures led to changes in China's agricultural expenditures.&nbsp;","https://openknowledge.worldbank.org/handle/10986/25996http://ebrary.ifpri.org/cdm/ref/collection/p15738coll2/id/133208http://ebrary.ifpri.org/utils/getfile/collection/p15738coll2/id/131413/filename/131624.pdfhttps://www.ifpri.org/publication/federal-government-support-agriculture-nigeria-analysis-public-expenditure-lensInnovation ""Rural Investment and Policy Analysis model"":https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=345&amp;phaseID=57Outcome templates:""PIM tools help USAID monitor countries' progress towards food security"":https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2675&amp;cycle=Reporting&amp;year=2018""PIM's modeling expertise used to design the agricultural investment strategies of Malawi and Rwanda"":https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2676&amp;cycle=Reporting&amp;year=2018""Improving returns to public investments in China’s agricultural sector"":https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2678&amp;cycle=Reporting&amp;year=2018",,"N/A","N/A","The Statistics on Public Expenditures for Economic Development (SPEED) tool builds the capacity of policy makers and researchers to better understand the linkages between different types of public expenditures and development. ","N/A"
208,1,1900-01-01 00:00:00,2200-01-01 00:00:00,296,"USAID adopted PIM's estimates in the US Global Food Security Strategy. IFAD uses PIM's Rural Investment and Policy Analysis model model to design country investment strategies. The World Bank used Statistics on public expenditures for economic development (SPEED) in a book which informed development operations in African countries. Work is ongoing with the Bill &amp; Melinda Gates Foundation to enhance the prioritization of Tanzania's Agricultural Sector Development Programme budgeting.Malawi and Rwanda's National Agriculture Investment Plans used PIM's research to identify priority value chains. PIM research on public expenditures led to changes in China's agricultural expenditures.&nbsp;","Outcome template ""Informing the Government of Flanders' investment in agricultural advice services to Malawian farmers"": https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2677&amp;cycle=Reporting&amp;year=2018Joint article between IFPRI and the World Bank: https://doi.org/10.1111/dpr.12406https://pakistangrowthstory.org/2018/02/15/improving-kps-development-outcomes/https://www.theigc.org/project/mechanisms-for-increasing-the-accountability-of-teachers-and-schools-in-rural-pakistan-to-improve-learning-outcomes/",,"N/A","N/A","Methods of analyses of service delivery modalities disseminated to research partners; the outcome in Malawi includes a significant capacity development component.","N/A"
209,1,1900-01-01 00:00:00,2200-01-01 00:00:00,297,"The PIM tools for assessing food loss in the value chain are now being disseminated through the FAO Technical Platform on the Measurement and Reduction of Food Loss and Waste. A next important step is to track the use of these tools.PIM studies on the extent of losses have led to studies of interventions to reduce losses in Ecuador (potato), Ethiopia (maize), and Guatemala and Honduras (beans), co-funded by PIM. ","The countries in which postharvest losses are assessed are Ecuador, Ethiopia, Guatemala, Honduras.* FAO Technical Platform on the Measurement and Reduction of Food Loss and Waste: http://www.fao.org/platform-food-loss-waste/food-loss/food-loss-measurement/ifprimethodology/en/* PIM webinar ""Measuring food losses: a new methodology"": https://pim.cgiar.org/2018/04/25/webinar-measuring-food-losses-a-new-methodology/* Blog post presenting the new methodology to measure food losses: https://pim.cgiar.org/2018/01/12/the-reality-of-food-losses-a-new-measurement-methodology/",,"N/A","N/A","Dissemination of the tools to assess postharvest losses within CGIAR and through a PIM webinar","N/A"
210,1,1900-01-01 00:00:00,2200-01-01 00:00:00,298,"Distortions in 9 value chains in 4 countries have been analyzed: sheep value chain in Ethiopia, goats value chain in Ethiopia, ethanol-molasses-sugar value chain in India, groundnut value chain in India, rapeseed value chain in India, palm oil value chain in Nigeria, cocoa value chain in Nigeria, maize value chain in Tanzania, groundnut value chain in Tanzania. Interventions to improve value chains using PIM tools are ongoing in Honduras (beans and coffee), Ghana (cocoa), Kenya (maize), and Pakistan (wheat), and additional projects are beginning in 2019.","Distortions and interventions have been identified for the following value chains: sheep in Ethiopia, goats in Ethiopia, ethanol-molasses-sugar&nbsp; in India, groundnut in India, rapeseed in India, palm oil in Nigeria, cocoa in Nigeria, maize in Tanzania, groundnut in Tanzania.https://doi.org/10.1111/1477-9552.12305http://ebrary.ifpri.org/cdm/singleitem/collection/p15738coll2/id/132786/rec/2Innovation ""Value chain nominal rate of protection"":https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=349&amp;phaseID=57",,"N/A","N/A","N/A","N/A"
211,1,1900-01-01 00:00:00,2200-01-01 00:00:00,299,"After supporting the trade negotiations between the EU and the
Southern African Development Community and the Economic Community of West
African States (ECOWAS), research is focusing on intra-regional integration in
Africa. Research has contributed to the trade talks and outcomes of the
ECOWAS-Morocco agreement.&nbsp;&nbsp;The UN-ECA is using a PIM methodology in guidelines for
countries in the new continental trade agreement.





Work on impact of the US-China tensions on LAC was presented in
Argentina and Costa Rica, leading to demand from these countries for assistance
in understanding the impact of the US-China tensions on their economies.","* West Africa - EU Economic Partnership Agreement:http://trade.ec.europa.eu/doclib/docs/2016/april/tradoc_154422.pdf; 

http://www.ifpri.org/publication/european-unionwest-africa-economic-partnership-agreement

* African Continental Free Trade Area:https://www.uneca.org/sites/default/files/PublicationFiles/afcfta-towards_the_finalization_of_modalities_on_goods_rev1.pdf",,"N/A","N/A","Continuous implementation of existing strategy during 2018 and before (joint agenda in training African researchers and international policy makers community).","Contribution to the debate on the role of internal trade in climate change adaptation, with participation in a high-level National Bureau of Economic Research (NBER) sponsored event and publication of a NBER discussion paper. "
212,1,1900-01-01 00:00:00,2200-01-01 00:00:00,300,"A review of the market system development approach was undertaken, and found that rigorous evaluation of the approach was lacking. The research team then agreed to look more broadly into other scaling approaches to assess their relevance for value chain interventions.The approach used by PIM to disseminate lessons on value chains to partners for scaling changed in 2018, from a focus on value chains hubs (evaluated as lacking effectiveness to represent all centers) to dissemination through the Tools4valuechains website and direct interactions with major implementers.","https://cgspace.cgiar.org/handle/10568/100158","After conducting a review, the team agreed that it was important to consider other scaling approaches before embarking on dissemination.  ","N/A","N/A","The aim of this milestone is to share lessons on scaling up methods with other organizations.","N/A"
