pk_id_publication_info,version,date_from,date_to,id,"title","citation","Journal",year,"authors",is_ISI_journal,is_open_access,"pk","volume","issue","pages","DOI","Handle","deliverable_group"
2949,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001448,"Bangladesh’s story of change in nutrition: Strong improvements in basic and underlying determinants with an unfinished agenda for direct community level support.","Nisbett, Nicholas; Davis, Peter; Yosef, Sivan; and Akhtar, Nazneen. 2017. Bangladesh’s story of change in nutrition: Strong improvements in basic and underlying determinants with an unfinished agenda for direct community level support. Global Food Security","Global Food Security",2017,"Nisbett, Nicholas; Davis, Peter; Yosef, Sivan; and Akhtar, Nazneen.",1,1,"201700001448_14",,,,"https://doi.org/10.1016/j.gfs.2017.01.005",,"201700001448"
2950,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001449,"Biofortification: A review of ex-ante models.","Lividini, K., Fiedler, J. L., De Moura, F. F., Moursi, M., & Zeller, M. 2017. Biofortification: A review of ex-ante models. Global Food Security","Global Food Security",2017,"Lividini, K., Fiedler, J. L., De Moura, F. F., Moursi, M., & Zeller, M.",1,1,"201700001449_14",,,,"https://doi.org/10.1016/j.gfs.2017.11.001",,"201700001449"
2951,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001450,"Brucella seroprevalence in cattle near a wildlife reserve in Kenya.","Enström, S., Nthiwa, D., Bett, B., Karlsson, A., Alonso, S. and Lindahl, J.F. 2017. Brucella seroprevalence in cattle near a wildlife reserve in Kenya. BMC Research Notes","BMC Research Notes",2017,"Enström, S., Nthiwa, D., Bett, B., Karlsson, A., Alonso, S. and Lindahl, J.F.",0,1,"201700001450_14",,,,"https://dx.doi.org/10.1186%2Fs13104-017-2941-x",,"201700001450"
2952,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001451,"Building the case for biofortification: Measuring and maximizing impact in the HarvestPlus program.","Johnson, N; Asare-Marfo, D; Zeller, M; Birol, E. 2017. Building the case for biofortification: Measuring and maximizing impact in the HarvestPlus program. African Journal of Food, Agriculture, Nutrition and Development","African Journal of Food, Agriculture, Nutrition and Development",2017,"Johnson, N; Asare-Marfo, D; Zeller, M; Birol, E.",0,1,"201700001451_14",,,,"http://dx.doi.org/10.18697/ajfand.78.HarvestPlus13",,"201700001451"
2953,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001452,"Can household-based food consumption surveys be used to make inferences about nutrient intakes and inadequacies? A Bangladesh case study.","Sununtnasuk, Celeste; and Fiedler, John L. 2017. Can household-based food consumption surveys be used to make inferences about nutrient intakes and inadequacies? A Bangladesh case study. Food Policy","Food Policy",2017,"Sununtnasuk, Celeste; and Fiedler, John L.",1,0,"201700001452_14",,,,"https://doi.org/10.1016/j.foodpol.2017.08.018",,"201700001452"
2954,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001453,"Changes in the policy environment for infant and young child feeding in Vietnam, Bangladesh, and Ethiopia, and the role of targeted advocacy.","Harris, Jody; Frongillo, Edward A.; Nguyen, Phuong H.; Kim, Sunny; and Menon, Purnima. 2017. Changes in the policy environment for infant and young child feeding in Vietnam, Bangladesh, and Ethiopia, and the role of targeted advocacy. BMC Public Health","BMC Public Health",2017,"Harris, Jody; Frongillo, Edward A.; Nguyen, Phuong H.; Kim, Sunny; and Menon, Purnima.",1,1,"201700001453_14",,,,"https://doi.org/10.1186/s12889-017-4343-3",,"201700001453"
2955,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001454,"Changes in underlying determinants explain rapid increases in child linear growth in Alive & Thrive study areas between 2010 and 2014 in Bangladesh and Vietnam.","Nguyen, Phuong Hong; Headey, Derek D.; Frongillo, Edward A.; Tran, Lan Mai; Rawat, Rahul; Ruel, Marie T.; and Menon, Purnima. 2017. Changes in underlying determinants explain rapid increases in child linear growth in Alive & Thrive study areas between 2010 and 2014 in Bangladesh and Vietnam. The Journal of Nutrition","The Journal of Nutrition",2017,"Nguyen, Phuong Hong; Headey, Derek D.; Frongillo, Edward A.; Tran, Lan Mai; Rawat, Rahul; Ruel, Marie T.; and Menon, Purnima.",1,1,"201700001454_14",,,,"https://doi.org/10.3945/jn.116.243949",,"201700001454"
2956,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001455,"Characterisation of the nicotianamine aminotransferase and deoxymugineic acid synthase genes essential to Strategy II iron uptake in bread wheat (Triticum aestivum L.).","Beasley, JT; Bonneau, JP; Johnson, AAT. 2017. Characterisation of the nicotianamine aminotransferase and deoxymugineic acid synthase genes essential to Strategy II iron uptake in bread wheat (Triticum aestivum L.). PLOS ONE","PLOS ONE",2017,"Beasley, JT; Bonneau, JP; Johnson, AAT.",1,1,"201700001455_14",,,,"https://doi.org/10.1371/journal.pone.0177061",,"201700001455"
2957,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001456,"Chemical characterization of green grain before and after thermal processing in biofortified cowpea cultivars.","Melo, NQC; Moreira-Araújo, RSR; Araújo, MAM; Rocha, MM. 2017. Chemical characterization of green grain before and after thermal processing in biofortified cowpea cultivars. Revista Ciência Agronômica","Revista Ciência Agronômica",2017,"Melo, NQC; Moreira-Araújo, RSR; Araújo, MAM; Rocha, MM.",1,1,"201700001456_14",,,,"https://doi.org/10.5935/1806-6690.20170095",,"201700001456"
2958,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001457,"Combined zinc and nitrogen fertilization in different bread wheat genotypes grown under Mediterranean conditions.","Gomez-Coronado, F; Poblaciones, MJ; Almeida, AS; Cakmak, I. 2017. Combined zinc and nitrogen fertilization in different bread wheat genotypes grown under Mediterranean conditions. Cereal Research Communications","Cereal Research Communications",2017,"Gomez-Coronado, F; Poblaciones, MJ; Almeida, AS; Cakmak, I.",1,1,"201700001457_14",,,,"https://doi.org/10.1556/0806.44.2016.046",,"201700001457"
2959,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001458,"Community-level perceptions of drivers of change in nutrition: Evidence from South Asia and sub-Saharan Africa.","Nisbett, Nicholas; van den Bold, Mara; Gillespie, Stuart; Menon, Purnima; Davis, Peter; Roopnaraine, Terry; Kampman, Halie; Kohli, Neha; Singh, Akriti; and Warren, Andrea. 2017. Community-level perceptions of drivers of change in nutrition: Evidence from South Asia and sub-Saharan Africa. Global Food Security","Global Food Security",2017,"Nisbett, Nicholas; van den Bold, Mara; Gillespie, Stuart; Menon, Purnima; Davis, Peter; Roopnaraine, Terry; Kampman, Halie; Kohli, Neha; Singh, Akriti; and Warren, Andrea.",1,1,"201700001458_14",,,,"https://doi.org/10.1016/j.gfs.2017.01.006",,"201700001458"
2960,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001459,"Comparison of four immunoassays to measure serum ferritin concentrations and iron deficiency prevalence among non-pregnant Cambodian women and Congolese children.","Karakochuk, CD; Whitfield, KC; Rappaport, AI; Barr, SI; Vercauteren, SM; McLean, J; Hou, K; Talukder, A; Houghton, LA; Bailey, KB; Boy, E; Green, TJ. 2017. Comparison of four immunoassays to measure serum ferritin concentrations and iron deficiency prevalence among non-pregnant Cambodian women and Congolese children. Clinical Chemistry and Laboratory Medicine","Clinical Chemistry and Laboratory Medicine",2017,"Karakochuk, CD; Whitfield, KC; Rappaport, AI; Barr, SI; Vercauteren, SM; McLean, J; Hou, K; Talukder, A; Houghton, LA; Bailey, KB; Boy, E; Green, TJ.",1,1,"201700001459_14",,,,"https://doi.org/10.1515/cclm-2016-0421",,"201700001459"
2961,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001460,"Complementary feeding practices of children aged 6-23 months in rural area, Southern-Benin: challenges and opportunities.","Mitchodigni, Irene M., et al. 2017. Complementary feeding practices of children aged 6-23 months in rural area, Southern-Benin: challenges and opportunities. International Journal of Tropical Disease and Health","International Journal of Tropical Disease and Health",2017,"Mitchodigni, Irene M., et al.",0,1,"201700001460_14",,,,"https://doi.org/10.9734/IJTDH%2F2017%2F33877",,"201700001460"
2962,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001461,"Complementary feeding practices: determinants of dietary diversity and meal frequency among children aged 6–23 months in Southern Benin.","Mitchodigni, Irene Medeme, et al. 2017. Complementary feeding practices: determinants of dietary diversity and meal frequency among children aged 6–23 months in Southern Benin. Food Security","Food Security",2017,"Mitchodigni, Irene Medeme, et al.",1,1,"201700001461_14",,,,"https://doi.org/10.1007/s12571-017-0722-y",,"201700001461"
2963,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001462,"Consumer market segments for biofortified iron beans in Rwanda: Evidence from a hedonic testing study","Murekezi, A; Oparinde, A; Birol, E. 2017. Consumer market segments for biofortified iron beans in Rwanda: Evidence from a hedonic testing study. Food Policy","Food Policy",2017,"Murekezi, A; Oparinde, A; Birol, E.",1,0,"201700001462_14",,,,"http://dx.doi.org/10.1016/j.foodpol.2016.11.005",,"201700001462"
2964,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001463,"Consumption of iron-biofortified beans positively affects cognitive performance in 18-to 27-year-old Rwandan female college students in an 18-week randomized controlled efficacy trial","Murray-Kolb, L. E., Wenger, M. J., Scott, S. P., Rhoten, S. E., Lung'aho, M. G., & Haas, J. D. 2017. Consumption of iron-biofortified beans positively affects cognitive performance in 18-to 27-year-old Rwandan female college students in an 18-week randomized controlled efficacy trial. The Journal of Nutrition","The Journal of Nutrition",2017,"Murray-Kolb, L. E., Wenger, M. J., Scott, S. P., Rhoten, S. E., Lung'aho, M. G., & Haas, J. D.",1,1,"201700001463_14",,,,"https://doi.org/10.3945/jn.117.255356",,"201700001463"
2965,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001464,"Determinants of vaccination coverage and consequences for rabies control in Bali, Indonesia.","Arief, R.A., Hampson, K., Jatikusumah, A., Widyastuti, M.D.W., Sunandar, Basri, C., Putra, A.A.G., Willyanto, I., Estoepangestie, A.T.S., Mardiana, I.W., Kesuma, I.K.G.N., Sumantra, I.P., Doherty, P.F. Jr., Salman, M.D., Gilbert, J. and Unger, F. 2017. Determinants of vaccination coverage and consequences for rabies control in Bali, Indonesia. Frontiers in Veterinary Science","Frontiers in Veterinary Science",2017,"Arief, R.A., Hampson, K., Jatikusumah, A., Widyastuti, M.D.W., Sunandar, Basri, C., Putra, A.A.G., Willyanto, I., Estoepangestie, A.T.S., Mardiana, I.W., Kesuma, I.K.G.N., Sumantra, I.P., Doherty, P.F. Jr., Salman, M.D., Gilbert, J. and Unger, F.",0,1,"201700001464_14",,,,"https://doi.org/10.3389/fvets.2016.00123",,"201700001464"
2966,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001465,"Determining optimal dose of chemical fertilizer on biofortified bean in Sud-Kivu highlands.","Clerisse, C; Ghislain, H; Legrand, C. 2017. Determining optimal dose of chemical fertilizer on biofortified bean in Sud-Kivu highlands. Journal of Agricultural Science","Journal of Agricultural Science",2017,"Clerisse, C; Ghislain, H; Legrand, C.",1,1,"201700001465_14",,,,"https://doi.org/10.5539/jas.v9n1p128",,"201700001465"
2967,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001466,"Development and sensorial acceptance of biofortified dehydrated cassava chips.","Oliveira, LA; Reis, RC; Santana, HM; Santos, VS; Carvalho, JLV. 2017. Development and sensorial acceptance of biofortified dehydrated cassava chips. Semina: Ciências Agrárias","Semina: Ciências Agrárias",2017,"Oliveira, LA; Reis, RC; Santana, HM; Santos, VS; Carvalho, JLV.",1,1,"201700001466_14",,,,"http://dx.doi.org/10.5433/1679-0359.2017v38n6p3579",,"201700001466"
2968,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001467,"Development of a Dichotomous Indicator for Population-Level Assessment of Dietary Diversity in Women of Reproductive Age.","Martin-Prevel, Y., Mary Arimond, Pauline Allemand, Doris Wiesmann, Terri J Ballard, Megan Deitchler, Marie Claude Dop, Gina Kennedy, Anna Lartey, Warren TK Lee, and Mourad Moursi on behalf of the Women’s Dietary Diversity Project (WDDP) Study Group. 2017. Development of a Dichotomous Indicator for Population-Level Assessment of Dietary Diversity in Women of Reproductive Age. Current Developments in Nutrition","Current Developments in Nutrition",2017,"Martin-Prevel, Y., Mary Arimond, Pauline Allemand, Doris Wiesmann, Terri J Ballard, Megan Deitchler, Marie Claude Dop, Gina Kennedy, Anna Lartey, Warren TK Lee, and Mourad Moursi on behalf of the Women’s Dietary Diversity Project (WDDP) Study Group.",0,1,"201700001467_14",,,,"https://doi.org/10.3945/cdn.117.001701",,"201700001467"
2969,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001468,"Diagnostic tools for human African trypanosomiasis elimination and clinical trials: The DiTECT-HAT project.","Lejon, V., Ilboudo, H., Mumba, D., Camara, M., Kaba, D., Lumbala, C., Fèvre, E., Jamonneau, V., Bucheton, B. and Büscher, P. 2017. Diagnostic tools for human African trypanosomiasis elimination and clinical trials: The DiTECT-HAT project. BMJ Global Health","BMJ Global Health",2017,"Lejon, V., Ilboudo, H., Mumba, D., Camara, M., Kaba, D., Lumbala, C., Fèvre, E., Jamonneau, V., Bucheton, B. and Büscher, P.",0,1,"201700001468_14",,,,"http://dx.doi.org/10.1136/bmjgh-2016-000260.17",,"201700001468"
2970,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001469,"Diarrhea risks by exposure to livestock waste in Vietnam using quantitative microbial risk assessment.","Thu Le-Thi, Phuc Pham-Duc, Zurbrügg, C., Toan Luu-Quoc, Huong Nguyen-Mai, Tu Vu-Van and Hung Nguyen-Viet. 2017. Diarrhea risks by exposure to livestock waste in Vietnam using quantitative microbial risk assessment. International Journal of Public Health","International Journal of Public Health",2017,"Thu Le-Thi, Phuc Pham-Duc, Zurbrügg, C., Toan Luu-Quoc, Huong Nguyen-Mai, Tu Vu-Van and Hung Nguyen-Viet.",1,0,"201700001469_14",,,,"https://doi.org/10.1007/s00038-016-0917-6",,"201700001469"
2971,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001470,"Dietary protein intake in young children in selected low income countries is generally adequate in relation to estimated requirements for healthy children, except when complementary food intake is low.","Arsenault, JE; Brown, KH. 2017. Dietary protein intake in young children in selected low income countries is generally adequate in relation to estimated requirements for healthy children, except when complementary food intake is low. The Journal of Nutrition","The Journal of Nutrition",2017,"Arsenault, JE; Brown, KH.",1,1,"201700001470_14",,,,"https://doi.org/10.3945/jn.116.239657",,"201700001470"
2972,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001471,"Differences in grain zinc are not correlated with root uptake and grain translocation of zinc in wild emmer and durum wheat genotypes.","Yilmaz, O; Kazar, GA; Cakmak, I; Ozturk, L. 2017. Differences in grain zinc are not correlated with root uptake and grain translocation of zinc in wild emmer and durum wheat genotypes. Plant and Soil","Plant and Soil",2017,"Yilmaz, O; Kazar, GA; Cakmak, I; Ozturk, L.",1,1,"201700001471_14",,,,"https://doi.org/10.1007/s11104-016-2969-z",,"201700001471"
2973,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001472,"Differing growth responses to nutritional supplements in neighboring health districts of Burkina Faso are likely due to benefits of small-quantity lipid-based nutrient supplements (LNS)","Hess, Sonja Y.; Peerson, Janet M.; Becquey, Elodie; Abbeddou, Souheila; Ouédraogo, Césaire T.; Somé, Jérôme W.; Yakes Jimenez, Elizabeth; Ouédraogo, Jean-Bosco; Vosti, Stephen A.; Rouamba, Noël; and Brown, Kenneth H. 2017. Differing growth responses to nutritional supplements in neighboring health districts of Burkina Faso are likely due to benefits of small-quantity lipid-based nutrient supplements (LNS). PLOS ONE","PLOS ONE",2017,"Hess, Sonja Y.; Peerson, Janet M.; Becquey, Elodie; Abbeddou, Souheila; Ouédraogo, Césaire T.; Somé, Jérôme W.; Yakes Jimenez, Elizabeth; Ouédraogo, Jean-Bosco; Vosti, Stephen A.; Rouamba, Noël; and Brown, Kenneth H.",1,1,"201700001472_14",,,,"https://doi.org/10.1371/journal.pone.0181770",,"201700001472"
2974,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001473,"Disease burden due to gastrointestinal infections among people living along the major wastewater system in Hanoi, Vietnam.","Fuhrimann, S., Nauta, M., Phuc Pham-Duc, Nguyen Thuy Tram, Hung Nguyen-Viet, Utzinger, J., Cissé, G. and Winkler, M.S. 2017. Disease burden due to gastrointestinal infections among people living along the major wastewater system in Hanoi, Vietnam. Advances in Water Resources","Advances in Water Resources",2017,"Fuhrimann, S., Nauta, M., Phuc Pham-Duc, Nguyen Thuy Tram, Hung Nguyen-Viet, Utzinger, J., Cissé, G. and Winkler, M.S.",1,1,"201700001473_14",,,,"https://doi.org/10.1016/j.advwatres.2016.12.010",,"201700001473"
2975,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001474,"Distinct Mechanisms of the ORANGE Protein in Controlling Carotenoid Flux.","Chayut, N; Yuan, H; Ohali, S; Meir, A; Saar, U; Tzuri, G; Zheng, Y; Mazourek, M; Gepstein, S; Zhou, X; Portnoy, V; Lewinsohn, E; Schaffer, A; Katzir, N; Fei, Z; Welsch, R; 2017. Distinct Mechanisms of the ORANGE Protein in Controlling Carotenoid Flux. Plant Physiology","Plant Physiology",2017,"Chayut, N; Yuan, H; Ohali, S; Meir, A; Saar, U; Tzuri, G; Zheng, Y; Mazourek, M; Gepstein, S; Zhou, X; Portnoy, V; Lewinsohn, E; Schaffer, A; Katzir, N; Fei, Z; Welsch, R;",1,1,"201700001474_14",,,,"https://doi.org/10.1104/pp.16.01256",,"201700001474"
2976,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001475,"Diurnal Changes in Transcript and Metabolite Levels during the Iron Deficiency Response of Rice.","Selby-Pham, J; Lutz, A; Moreno-Moyano, LT; Boughton, BA; Roessner, U; Johnson, AAT. 2017. Diurnal Changes in Transcript and Metabolite Levels during the Iron Deficiency Response of Rice. Rice","Rice",2017,"Selby-Pham, J; Lutz, A; Moreno-Moyano, LT; Boughton, BA; Roessner, U; Johnson, AAT.",1,1,"201700001475_14",,,,"https://doi.org/10.1186/s12284-017-0152-7",,"201700001475"
2977,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001476,"Effect of climatic variability on malaria trends in Baringo County, Kenya","Kipruto, E.K., Ochieng, A.O., Anyona, D.N., Mbalanya, M., Mutua, E.N., Onguru, D., Nyamongo, I.K. and Estambale, B.B.A. 2017. Effect of climatic variability on malaria trends in Baringo County, Kenya. Malaria Journal","Malaria Journal",2017,"Kipruto, E.K., Ochieng, A.O., Anyona, D.N., Mbalanya, M., Mutua, E.N., Onguru, D., Nyamongo, I.K. and Estambale, B.B.A.",1,1,"201700001476_14",,,,"https://doi.org/10.1186/s12936-017-1848-2",,"201700001476"
2978,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001477,"Effect of cooking on the bioactive compounds and antioxidant activity in grains cowpea cultivars.","Barros, NVA; Rocha, MM; Glória, MBA; Araújo, MAM; Moreira-Araújo, RSR. 2017. Effect of cooking on the bioactive compounds and antioxidant activity in grains cowpea cultivars. Revista Ciência Agronômica","Revista Ciência Agronômica",2017,"Barros, NVA; Rocha, MM; Glória, MBA; Araújo, MAM; Moreira-Araújo, RSR.",1,1,"201700001477_14",,,,"https://doi.org/10.5935/1806-6690.20170097",,"201700001477"
2979,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001478,"Effect of iron and zinc-biofortified pearl millet consumption on growth and immune competence in children aged 12-18 months in India: study protocol for a randomized controlled trial.","Mehta, S; Finkelstein, JL; Venkatramanan, S; Huey, SL; Udipi, SA; Ghugre, P; Ruth, C; Canfield, RL; Kurpad, AV; Potdar, RD; Haas, JD. 2017. Effect of iron and zinc-biofortified pearl millet consumption on growth and immune competence in children aged 12-18 months in India: study protocol for a randomized controlled trial. BMJ Open","BMJ Open",2017,"Mehta, S; Finkelstein, JL; Venkatramanan, S; Huey, SL; Udipi, SA; Ghugre, P; Ruth, C; Canfield, RL; Kurpad, AV; Potdar, RD; Haas, JD.",1,1,"201700001478_14",,,,"http://dx.doi.org/10.1136/bmjopen-2017-017631",,"201700001478"
2980,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001479,"Effect of Processing on Total Iron and Zinc, Ionizable Iron, Extractable Zinc, Phytate and Phytate: Mineral Ratios in Pearl Millet.","Thorat, A; Rawool, S; Ajbani,S; Salvi, A; Chheda, S; Ghugre, PS; Udipi, SA; Boy, E. 2017. Effect of Processing on Total Iron and Zinc, Ionizable Iron, Extractable Zinc, Phytate and Phytate: Mineral Ratios in Pearl Millet. Advances in Food Science and Engineering","Advances in Food Science and Engineering",2017,"Thorat, A; Rawool, S; Ajbani,S; Salvi, A; Chheda, S; Ghugre, PS; Udipi, SA; Boy, E.",0,1,"201700001479_14",,,,"http://dx.doi.org/10.22606/afse.2017.14001",,"201700001479"
2981,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001480,"Effect of regular consumption of provitamin A biofortified staple crops on Vitamin A status in populations in low-income countries.","Haskell, M; Tanumihardjo, SA; Palmer, A; Melse-Boonstra, A; Talsma, E; Burri, B. 2017. Effect of regular consumption of provitamin A biofortified staple crops on Vitamin A status in populations in low-income countries. African Journal of Food, Agriculture, Nutrition and Development","African Journal of Food, Agriculture, Nutrition and Development",2017,"Haskell, M; Tanumihardjo, SA; Palmer, A; Melse-Boonstra, A; Talsma, E; Burri, B.",0,1,"201700001480_14",,,,"http://dx.doi.org/10.18697/ajfand.78.HarvestPlus02",,"201700001480"
2982,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001481,"Effectiveness of facility-based personalized maternal nutrition counseling in improving child growth and morbidity up to 18 months: A cluster-randomized controlled trial in rural Burkina Faso.","Nikiema, Laetitia; Huybregts, Lieven; Martin-Prével, Yves; Donnen, Phillippe; Lanou, Hermann; Grosemans, Joep; Offoh, Priscilla; Dramaix-Wilmet, Michèle; Sondo, Blaise; Roberfroid, Dominique; and Kolsteren, Patrick. 2017. Effectiveness of facility-based personalized maternal nutrition counseling in improving child growth and morbidity up to 18 months: A cluster-randomized controlled trial in rural Burkina Faso. PLOS ONE","PLOS ONE",2017,"Nikiema, Laetitia; Huybregts, Lieven; Martin-Prével, Yves; Donnen, Phillippe; Lanou, Hermann; Grosemans, Joep; Offoh, Priscilla; Dramaix-Wilmet, Michèle; Sondo, Blaise; Roberfroid, Dominique; and Kolsteren, Patrick.",1,1,"201700001481_14",,,,"https://doi.org/10.1371/journal.pone.0177839",,"201700001481"
2983,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001482,"Effects of climate change on the occurrence and distribution of livestock diseases.","Bett, B., Kiunga, P., Gachohi, J., Sindato, C., Mbotha, D., Robinson, T., Lindahl, J. and Grace, D. 2017. Effects of climate change on the occurrence and distribution of livestock diseases. Preventive Veterinary Medicine","Preventive Veterinary Medicine",2017,"Bett, B., Kiunga, P., Gachohi, J., Sindato, C., Mbotha, D., Robinson, T., Lindahl, J. and Grace, D.",1,0,"201700001482_14",,,,"https://doi.org/10.1016/j.prevetmed.2016.11.019",,"201700001482"
2984,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001483,"Effects of flood irrigation on the risk of selected zoonotic pathogens in an arid and semi-arid area in the eastern Kenya.","Bett, B., Said, M.Y., Sang, R., Bukachi, S., Wanyoike, S., Kifugo, S.C., Otieno, F., Ontiri, E., Njeru, I., Lindahl, J. and Grace, D. 2017. Effects of flood irrigation on the risk of selected zoonotic pathogens in an arid and semi-arid area in the eastern Kenya. PLOS ONE","PLOS ONE",2017,"Bett, B., Said, M.Y., Sang, R., Bukachi, S., Wanyoike, S., Kifugo, S.C., Otieno, F., Ontiri, E., Njeru, I., Lindahl, J. and Grace, D.",1,1,"201700001483_14",,,,"https://doi.org/10.1371/journal.pone.0172626",,"201700001483"
2985,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001484,"Effects of irrigation and rainfall on the population dynamics of Rift Valley fever and other arbovirus mosquito vectors in the epidemic-prone Tana River County, Kenya.","Sang, R., Lutomiah, J., Said, M., Makio, A., Koka, H., Koskei, E., Nyunja, A., Owaka, S., Matoke-Muhia, D., Bukachi, S., Lindahl, J., Grace, D. and Bett, B. 2017. Effects of irrigation and rainfall on the population dynamics of Rift Valley fever and other arbovirus mosquito vectors in the epidemic-prone Tana River County, Kenya. Journal of Medical Entomology","Journal of Medical Entomology",2017,"Sang, R., Lutomiah, J., Said, M., Makio, A., Koka, H., Koskei, E., Nyunja, A., Owaka, S., Matoke-Muhia, D., Bukachi, S., Lindahl, J., Grace, D. and Bett, B. 2017. Effects of irrigation and rainfall on the population dynamics of Rift Valley fever and other arbovirus mosquito vectors in the epidemic-prone Tana River County, Kenya",1,1,"201700001484_14",,,,"https://doi.org/10.1093/jme/tjw206",,"201700001484"
2986,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001485,"Efficacy of iron-biofortified crops","Boy, E; Haas, JD; Petry, N; Cercamondi, CI; Gahutu, JB; Mehta, S; Finkelstein, JL; Hurrell, RF. 2017. Efficacy of iron-biofortified crops. African Journal of Food, Agriculture, Nutrition and Development","African Journal of Food, Agriculture, Nutrition and Development",2017,"Boy, E; Haas, JD; Petry, N; Cercamondi, CI; Gahutu, JB; Mehta, S; Finkelstein, JL; Hurrell, RF.",0,1,"201700001485_14",,,,"https://doi.org/10.18697/ajfand.78.HarvestPlus03",,"201700001485"
2987,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001486,"Engaging research with policy and action: what are the challenges of responding to zoonotic disease in Africa?","Bardosh, K.L., Scoones, J.C., Grace, D., Kalema-Zikusoka, G., Jones, K.E., Balogh, K. de, Waltner-Toews, D., Bett, B., Welburn, S.C., Mumford, E. and Dzingirai, V. 2017. Engaging research with policy and action: what are the challenges of responding to zoonotic disease in Africa?. Philosophical Transactions of the Royal Society B","Philosophical Transactions of the Royal Society B",2017,"Bardosh, K.L., Scoones, J.C., Grace, D., Kalema-Zikusoka, G., Jones, K.E., Balogh, K. de, Waltner-Toews, D., Bett, B., Welburn, S.C., Mumford, E. and Dzingirai, V.",1,1,"201700001486_14",,,,"https://doi.org/10.1098/rstb.2016.0172",,"201700001486"
2988,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001487,"Enriched sorghum cookies with biofortified sweet potato carotenoids have good acceptance and high iron bioavailability.","Infante, RF; Natal, DIG; Moreira, MEC; Bastiani, MID; Chagas, CGO; Nutti, MR; Queiroz, VAV; Martino, HSD. 2017. Enriched sorghum cookies with biofortified sweet potato carotenoids have good acceptance and high iron bioavailability. Journal of Functional Foods","Journal of Functional Foods",2017,"Infante, RF; Natal, DIG; Moreira, MEC; Bastiani, MID; Chagas, CGO; Nutti, MR; Queiroz, VAV; Martino, HSD.",1,1,"201700001487_14",,,,"https://doi.org/10.1016/j.jff.2017.08.044",,"201700001487"
2989,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700001488,"Environmental predictors of bovine Eimeria infection in western Kenya.","Makau, D.N., Gitau, G.K., Muchemi, G.K., Thomas, L.F., Cook, E.A.J., Wardrop, N.A., Fèvre, E.M. and Glanville, W.A. de. 2017. Environmental predictors of bovine Eimeria infection in western Kenya. Tropical Animal Health and Production","Tropical Animal Health and Production",2017,"Makau, D.N., Gitau, G.K., Muchemi, G.K., Thomas, L.F., Cook, E.A.J., Wardrop, N.A., Fèvre, E.M. and Glanville, W.A. de.",1,1,"201700001488_14",,,,"https://doi.org/10.1007/s11250-016-1209-0",,"201700001488"
