pk_id_powb_milestone,version,date_from,date_to,id,"pk","title"
661,1,1900-01-01 00:00:00,2200-01-01 00:00:00,661,"661_119","2020 - CGIAR Breeding Centers finalize mainstreaming monitoring reports for each crop (rice, wheat, beans, and pearl millet)"
662,1,1900-01-01 00:00:00,2200-01-01 00:00:00,662,"662_119","2020 - CGIAR breeding Centers progress on harmonizing early generation seed production with seed systems strengthening, capacity building and delivery activities/efforts (iron beans, iron pearl millet, vitamin A cassava, vitamin A maize, vitamin A potato, and zinc rice)"
663,1,1900-01-01 00:00:00,2200-01-01 00:00:00,663,"663_119","2020 - Biofortification included in 5 additional national/regional policies and 3 additional country grants/loans from IFIs"
664,1,1900-01-01 00:00:00,2200-01-01 00:00:00,664,"664_119","2020 - Biofortification Priority Index (BPI) 2.0 database is updated with new varieties released data"
665,1,1900-01-01 00:00:00,2200-01-01 00:00:00,665,"665_119","2020 - Ex ante impact and cost-effectiveness analyses of all target crop-country combinations are updated and published"
666,1,1900-01-01 00:00:00,2200-01-01 00:00:00,666,"666_119","2020 - Lessons learned on delivery of the biofortified crops along the value chain in Rwanda, Uganda, Nigeria, Bangladesh summarized and published"
667,1,1900-01-01 00:00:00,2200-01-01 00:00:00,667,"667_119","2020 - Two decision making tools incorporating evidence from efficacy studies of zinc biofortified crops (rice and wheat) for various target populations finalized and disseminated"
668,1,1900-01-01 00:00:00,2200-01-01 00:00:00,668,"668_119","2020 - 10 million households in HarvestPlus priority countries growing and consuming biofortified crops"
669,1,1900-01-01 00:00:00,2200-01-01 00:00:00,669,"669_119","2020 - 65 countries host multi-location testing of biofortified crops"
670,1,1900-01-01 00:00:00,2200-01-01 00:00:00,670,"670_119","2020 - At least 5 private firms or public institutions adopt Aflasafe business plans and commercialization strategies to set up Aflasafe"
671,1,1900-01-01 00:00:00,2200-01-01 00:00:00,671,"671_119","2020 - Four-fold increase from 2017 – 500,000 hectares covered. 156,000 farmers adopt biocontrol across 8 countries in Sub Saharan Africa, producing 548,000 tons of low-aflatoxin maize and groundnut (with 159,000 tons for consumption by farmer families)"
672,1,1900-01-01 00:00:00,2200-01-01 00:00:00,672,"672_119","2020 - Private firms produce aflasafe™ in 3 countries"
673,1,1900-01-01 00:00:00,2200-01-01 00:00:00,673,"673_119","2020 - At least 3 intergovernmental agencies (WHO, FAO, OIE, WB, RECS) and national governments use evidence on policy and regulatory advice for food safety in informal markets to member states"
674,1,1900-01-01 00:00:00,2200-01-01 00:00:00,674,"674_119","2020 - New food safety innovation lab initiates pro-poor, equitable and risk-based research"
675,1,1900-01-01 00:00:00,2200-01-01 00:00:00,675,"675_119","2020 - Regulators in at least 9 countries approve registration of 12 Aflasafe products based on evidence of efficacy and safety of the products"
676,1,1900-01-01 00:00:00,2200-01-01 00:00:00,676,"676_119","2020 - 2 more informal value chains identified for piloting and testing risk assessment and management"
677,1,1900-01-01 00:00:00,2200-01-01 00:00:00,677,"677_119","2020 - Policy/regulators in at least two types of VCs (dairy, fish, produce) in at least 4 target countries are following gender-sensitive recommendations for food safety based on evidence from A4NH Phase I and II"
678,1,1900-01-01 00:00:00,2200-01-01 00:00:00,678,"678_119","2020 - At least 3 implementing organizations and investors use evidence generated in Phase I and II of A4NH in the funding, design, and programming of nutrition- and gender-sensitive agriculture programs"
679,1,1900-01-01 00:00:00,2200-01-01 00:00:00,679,"679_119","2020 - At least three countries refer to cross-sectoral nutrition-sensitive A4NH evidence in policy and investment decisions"
680,1,1900-01-01 00:00:00,2200-01-01 00:00:00,680,"680_119","2020 - Regional and international organizations incorporate new knowledge/approaches on climate change and gender relations in their discourse, attitudes, behaviors, and practices related to cross-sectoral nutrition-sensitive agriculture"
681,1,1900-01-01 00:00:00,2200-01-01 00:00:00,681,"681_119","2020 - Researchers and evaluators are aware of and are using A4NH's evidence on the (gendered) impacts and cost-effectiveness of nutrition- and gender-sensitive agriculture programs in a variety of contexts"
682,1,1900-01-01 00:00:00,2200-01-01 00:00:00,682,"682_119","2020 - Nutrition leaders and institutions in at least one country (Ethiopia) and the African Union demonstrate improved capacity to generate and use evidence and information systems, including gender-sensitive information tools, to inform policy and program processes"
683,1,1900-01-01 00:00:00,2200-01-01 00:00:00,683,"683_119","2019 extended to 2020 - Stakeholders (farmers and field veterinarians) have access to a validated and semi-commercialized pen-side diagnostic assay for cysticercosis"
684,1,1900-01-01 00:00:00,2200-01-01 00:00:00,684,"684_119","2020 - Brucellosis evidence from sub-region leads to implementation of national surveillance and control in Kenya"
685,1,1900-01-01 00:00:00,2200-01-01 00:00:00,685,"685_119","2020 - National Action Plan for cysticercosis raised to a government priority and Action Plan drafted for government approval in Kenya and Rwanda"
686,1,1900-01-01 00:00:00,2200-01-01 00:00:00,686,"686_119","2020 - Regional serum bank for cysticercosis test validation created and made available to regional researchers"
687,1,1900-01-01 00:00:00,2200-01-01 00:00:00,687,"687_119","2020 - At least one rice development agency in Africa describes the need to reduce mosquito/greenhouse gas emissions in their plans or strategies"
688,1,1900-01-01 00:00:00,2200-01-01 00:00:00,688,"688_119","2020 - Research partners scale-up trials of agricultural innovations that include vector indicators"
689,1,1900-01-01 00:00:00,2200-01-01 00:00:00,689,"689_119","2020 - Spatio-temporal dynamics model of Rift Valley fever developed and used by the Ministry of Agriculture (Uganda) for evaluating interventions"
690,1,1900-01-01 00:00:00,2200-01-01 00:00:00,690,"690_119","2020 - Researchers representing natural and social scientists from health and agriculture participate in theme-based symposia in 2020 to identify and develop research areas, recognizing gender and equity issues"
691,1,1900-01-01 00:00:00,2200-01-01 00:00:00,691,"691_119","2019 extended to 2020 - One Health evaluation framework for antimicrobial resistance interventions is available for use by research within and outside CGIAR"
692,1,1900-01-01 00:00:00,2200-01-01 00:00:00,692,"692_119","2019 extended to 2020 - Risk map completed on insecticide resistance selection across rice farming areas in three countries in West Africa."
693,1,1900-01-01 00:00:00,2200-01-01 00:00:00,693,"693_119","2020 - Antimicrobial susceptibility testing facilities up and running in CGIAR AMR Hub lab in support of internal and external partners for diagnostic purposes and capacity development"
694,1,1900-01-01 00:00:00,2200-01-01 00:00:00,694,"694_119","2020 - National level surveillance implemented in Kenya under the banner of the Fleming Fund"
695,1,1900-01-01 00:00:00,2200-01-01 00:00:00,695,"695_125","2020 - 1.1.9. At least two new services operating on GARDIAN’s data pool, including: services to easily clean and process GARDIAN data and test pipelines to simulation tools."
696,1,1900-01-01 00:00:00,2200-01-01 00:00:00,696,"696_125","2020 - 1.1.7. At least two high-value data products created through CoP engagement and by leveraging GARDIAN and the analytics made available through GARDIAN Labs."
697,1,1900-01-01 00:00:00,2200-01-01 00:00:00,697,"697_125","2020 - 1.1.8. At least one cloud-based machine learning application developed in conjunction with BIG DATA CoPs and scientists from and beyond CGIAR."
698,1,1900-01-01 00:00:00,2200-01-01 00:00:00,698,"698_125","2020 - 1.2.10. GARDIAN enhancements that include: “GARDIAN Labs” for analytical, visualization and data insight services and tools; Globus implementation to ensure secure transfer and sharing of data; FAIR data and publications upload workflows for partners, including machine-aided detection of personally-identifiable information (PII), metadata addition, and ontology annotation."
699,1,1900-01-01 00:00:00,2200-01-01 00:00:00,699,"699_125","2020 - 1.2.9. GARDIAN includes data assets from at least four new partner repositories, including survey and agricultural data from entities beyond CGIAR (e.g., World Bank, FAO)."
700,1,1900-01-01 00:00:00,2200-01-01 00:00:00,700,"700_125","2020 - Test version of a smart data query and aggregation tool to mine GARDIAN's data pool and enable the discovery and easy aggregation of relevant datasets."
701,1,1900-01-01 00:00:00,2200-01-01 00:00:00,701,"701_125","2020 - 1.3.12. Further development of AgroFIMS to pilot: Easy generation of field books and digital data collection from “non-traditional” multi-locational agronomic survey and demonstration trials; use of AgroFIMS with the Open Data Kit (ODK) platform, in addition to the KDSmart app currently enabled."
702,1,1900-01-01 00:00:00,2200-01-01 00:00:00,702,"702_125","2020 - 1.4.7. Course materials and webinars for researchers and data managers on best practices for data management and maximizing FAIRness of CGIAR resources, with a focus on gender aspects."
703,1,1900-01-01 00:00:00,2200-01-01 00:00:00,703,"703_125","2020 - 1.4.8. At least two workshops and/or trainings for data and information managers and researchers on ways to render datasets FAIR, including through the use of standards-compliant field books for data collection."
704,1,1900-01-01 00:00:00,2200-01-01 00:00:00,704,"704_125","2020 - 2.1.5. 2020 - CoPs around geospatial data, socioeconomic data, ontologies, data-driven agronomy, livestock data, and crop modeling establish CoP networks across CGIAR and produce outputs addressing key constraints in data and analytics."
705,1,1900-01-01 00:00:00,2200-01-01 00:00:00,705,"705_125","2020 - 2.1.6. 2020 - Hold high-level Convention on Big Data in Agriculture, with wide participation of CGIAR and non-CGIAR actors. Establishment of collaborative agreements."
706,1,1900-01-01 00:00:00,2200-01-01 00:00:00,706,"706_125","2020 - 2.1.7. 2020 - Develop a pre-competitive, pro-commercial, multi-stakeholder alliance for food security research, data sharing, and technology matchmaking and transfer."
707,1,1900-01-01 00:00:00,2200-01-01 00:00:00,707,"707_125","2020 - 2.2.3. 2020 - Identify and produce high-priority, high-impact, new data products and develop methodological plans to produce them with initial implementation. Key products will target gender and climate adaptation."
708,1,1900-01-01 00:00:00,2200-01-01 00:00:00,708,"708_125","2020 - 2.3.10. 2020 - Establish or leverage shared big data services to further pan-CGIAR collective action on priority research themes (especially climate adaptation and ecosystem services)."
709,1,1900-01-01 00:00:00,2200-01-01 00:00:00,709,"709_125","2020 - 2.3.11. 2020 - Develop capacity building activities linked to high demand data science skills."
710,1,1900-01-01 00:00:00,2200-01-01 00:00:00,710,"710_125","2020 - 2.3.9. 2020 - Design an aligned, pan-CGIAR vision and action plan for information technology tools, processes, and infrastructure."
711,1,1900-01-01 00:00:00,2200-01-01 00:00:00,711,"711_125","2020 - 2.3.12. 2020 - Develop and deliver a pan-CGIAR digital strategy for Board approval."
712,1,1900-01-01 00:00:00,2200-01-01 00:00:00,712,"712_125","2020 - 3.1.10. 2020 - Synthesis of Inspire project successes and failures, policy documents, best-practice guidance."
713,1,1900-01-01 00:00:00,2200-01-01 00:00:00,713,"713_125","2020 - 3.1.7. 2020 -Implement four start up and four scale up in 2019 awarded projects."
714,1,1900-01-01 00:00:00,2200-01-01 00:00:00,714,"714_125","2020 - 3.1.9. 2020 - Scale-up up to four successful pilot Inspire projects (from the 2019 winners cohort) around big data-related innovations."
715,1,1900-01-01 00:00:00,2200-01-01 00:00:00,715,"715_125","2020 - 3.1.8. 2020 - Award up to four new start-up Inspire projects around big data-related innovations."
716,1,1900-01-01 00:00:00,2200-01-01 00:00:00,716,"716_116","2020 - Country level recommendations feed into a total of 13 national and state level policy processes in selected countries to inform climate-smart food and nutrition security policies"
717,1,1900-01-01 00:00:00,2200-01-01 00:00:00,717,"717_116","2020 - New sets of integrated assessment model outputs are being produced that utilize next generation climate model outputs"
718,1,1900-01-01 00:00:00,2200-01-01 00:00:00,718,"718_116","2020 - Gender- and youth-focused policy guidance for CSA is disseminated and taken into account in new policies informed by CCAFS science, while investment plans consider gender equity dimensions in 6 countries/states"
719,1,1900-01-01 00:00:00,2200-01-01 00:00:00,719,"719_116","2020 - Combined climate and food and nutrition security scenarios are used for multilevel policy development and implementation in selected countries/states, with 4 countries/states effecting relevant policy change that includes consideration of gender issues"
720,1,1900-01-01 00:00:00,2200-01-01 00:00:00,720,"720_116","2020 - New scenarios tools for devolved policy implementation are finalized and disseminated to key next users in selected countries"
721,1,1900-01-01 00:00:00,2200-01-01 00:00:00,721,"721_116","2020 - National/state level planners are trained in designing and monitoring climate-smart food and nutrition security portfolios that meet the criteria for climate finance, CSA and sustainable development; guidelines developed for climate-smart institutions and enabling policy environments that can effectively support responses to climate change"
722,1,1900-01-01 00:00:00,2200-01-01 00:00:00,722,"722_116","2020 - Case studies from CSVs and enabling policy environments at multiple scales are increasingly supporting the scaling of CSA, and USD 250 million of new investments are being informed by CCAFS science"
723,1,1900-01-01 00:00:00,2200-01-01 00:00:00,723,"723_116","2020 - Comparative analyses further strengthen the MEL frameworks and tools for tracking enabling policy environments"
724,1,1900-01-01 00:00:00,2200-01-01 00:00:00,724,"724_116","2020 - National and sub-national agricultural entities in 3 countries investing and prioritizing the CSA-sensitive sub-national adaptation plans developed with CCAFS support"
725,1,1900-01-01 00:00:00,2200-01-01 00:00:00,725,"725_116","2020 - Policy guidance on CSA adoption incentives and investment opportunities for increasing resilience and adaptive capacity of women and youth within CSVs framework"
726,1,1900-01-01 00:00:00,2200-01-01 00:00:00,726,"726_116","2020 - Comparative analysis, enabling environments and implementation constraints of financial mechanisms across geographies and farmer typologies"
727,1,1900-01-01 00:00:00,2200-01-01 00:00:00,727,"727_116","2020 - Farmer field schools on climate change adaptation supported by private sector and NGO trainers"
728,1,1900-01-01 00:00:00,2200-01-01 00:00:00,728,"728_116","2020 - State of the art on the evidence base and lessons learned across time-scales and geographies of adaptation benefits of a range of CSA practices in collaboration with FP3 and agri-food system CRPs"
729,1,1900-01-01 00:00:00,2200-01-01 00:00:00,729,"729_116","2020 - New generation of support tools, approaches, guidelines for CSA targeting/prioritization and local adaptation and investment planning developed and ""hands-on"" tools training workshop to subnational governments, development agencies and grower associations"
730,1,1900-01-01 00:00:00,2200-01-01 00:00:00,730,"730_116","2020 - Recommendations for sub-national policies and adaptation plans to provide incentive mechanisms for wide CSA adoption, training and capacity building products developed to sensitize government extension services and establish information networks"
731,1,1900-01-01 00:00:00,2200-01-01 00:00:00,731,"731_116","2020 - Review of existing policies and programs and synergies with other policy domains (e.g. animal health, food security, feed hygiene and safety, trade) to support scaling up of LED"
732,1,1900-01-01 00:00:00,2200-01-01 00:00:00,732,"732_116","2020 - Technical and policy guidance on more efficient management options with mitigation co-benefits, including impacts on women, synthesized and disseminated to focus countries, supply chains and donors"
733,1,1900-01-01 00:00:00,2200-01-01 00:00:00,733,"733_116","2020 - Lessons learned on NAMA and LED implementation and finance shared with country and global partners, including lessens related to the gender impacts"
734,1,1900-01-01 00:00:00,2200-01-01 00:00:00,734,"734_116","2020 - Methods for MRV of agricultural emission reductions developed with focal countries and donors"
735,1,1900-01-01 00:00:00,2200-01-01 00:00:00,735,"735_116","2020 - Lessons learned and best practices on increasing women's and men's participation in NAMAs and LEDs disseminated"
736,1,1900-01-01 00:00:00,2200-01-01 00:00:00,736,"736_116","2020 - Improved capacity at municipal, state and national levels for commodity sustainability standards and implementation of mitigation technologies"
737,1,1900-01-01 00:00:00,2200-01-01 00:00:00,737,"737_116","2020 - Rwanda mainstreams climate services, and adaptive government decision processes and farmer policies into the agriculture sector"
738,1,1900-01-01 00:00:00,2200-01-01 00:00:00,738,"738_116","2020 - CCAFS evaluation of climate services, additional cost-benefit analyses, methods and guidance mainstreamed into climate service investment strategy by at least one major funder"
739,1,1900-01-01 00:00:00,2200-01-01 00:00:00,739,"739_116","2020 - Additional development organizations, including one additional CCAFS region, adapt climate service and insurance implementation strategy and resources to increase women's participation in decision-making"
740,1,1900-01-01 00:00:00,2200-01-01 00:00:00,740,"740_116","2020 - Additional institutions or major initiatives mainstream climate risk management services, incorporating CCAFS outputs"
741,1,1900-01-01 00:00:00,2200-01-01 00:00:00,741,"741_116","2020 - Services piloted in 2017 are strengthened, scaled up, evaluated"
742,1,1900-01-01 00:00:00,2200-01-01 00:00:00,742,"742_116","2020 - Weather-related insurance mainstreamed into at least 1 national strategy to increase participation of smallholder farmers, women and youth in financial markets and commercial agricultural value chains"
743,1,1900-01-01 00:00:00,2200-01-01 00:00:00,743,"743_126","(i) 1st round of peer review of formal advancement program; recommendation for improved approaches."
744,1,1900-01-01 00:00:00,2200-01-01 00:00:00,744,"744_126","(i) Accumulate published genetic gains assessments in Toolbox."
745,1,1900-01-01 00:00:00,2200-01-01 00:00:00,745,"745_126","(i) Breeding programs access advice or visit to best-practices sites on a self-funded basis."
746,1,1900-01-01 00:00:00,2200-01-01 00:00:00,746,"746_126","(i) CGIAR breeding programs with BPAT assessments completed finalize improvement/ optimization plans for (a) current resource levels and (b) current resources plus a one-time grant for capital and training."
747,1,1900-01-01 00:00:00,2200-01-01 00:00:00,747,"747_126","(i) In collaboration with BMGF, ensure all CGIAR breeding programs have completed Breeding Program Assessment Tool (BPAT) assessments"
748,1,1900-01-01 00:00:00,2200-01-01 00:00:00,748,"748_126","(i) Member programs mentored in defining improved targeted product profiles aligned with existing information on environmental, market and gender preferences. Product profiles are developed by a cross functional group including NARS partners."
749,1,1900-01-01 00:00:00,2200-01-01 00:00:00,749,"749_126","(ii) Collect feedback from member programs on stage-gate systems and further optimize and incorporate idiosyncrasies of specific crops."
750,1,1900-01-01 00:00:00,2200-01-01 00:00:00,750,"750_126","(ii) Collection of improved gender-disaggregated market information which considers variety replacement decisions of seed producers, farmers, processors and consumers; scope depends on funding availability (scope can be broadened if additional funding can be secured)."
751,1,1900-01-01 00:00:00,2200-01-01 00:00:00,751,"751_126","(ii) Continuously update common and commodity-specific areas of improvements (GAP analysis)"
752,1,1900-01-01 00:00:00,2200-01-01 00:00:00,752,"752_126","(ii) Members initiate improvement/ optimization plans, in terms of capital and training. Progress is monitored jointly with research leaders."""
753,1,1900-01-01 00:00:00,2200-01-01 00:00:00,753,"753_126","(ii) Mentor implementation of genetic gains assessments for more challenging specific cases where broadly applicable documentation describing methods for assessing genetic gains may not be applicable."
754,1,1900-01-01 00:00:00,2200-01-01 00:00:00,754,"754_126","(ii) Portfolio strategy and gap analysis drives support for program improvements including by informing the Platform agenda and priorities"
755,1,1900-01-01 00:00:00,2200-01-01 00:00:00,755,"755_126","(iii) Collect feedback from member breeding management teams on implementation of breeding team member incentivization and performance evaluation processes."
756,1,1900-01-01 00:00:00,2200-01-01 00:00:00,756,"756_126","(iii) Use insights to update priority setting of various modules"
757,1,1900-01-01 00:00:00,2200-01-01 00:00:00,757,"757_126","(iv) Agree with breeding programs on specific improvement strategies that are to be supported by the Platform (all Modules)."
758,1,1900-01-01 00:00:00,2200-01-01 00:00:00,758,"758_126","Improvement plans developed with at least 4 NARS in South Asia and sub-Saharan Africa."
759,1,1900-01-01 00:00:00,2200-01-01 00:00:00,759,"759_126","(i) A 50% increase from previous year in number of tools and best practices documented and available through the EiB platform; use cases developed around missing features and work prioritized with relevant Modules. incorporate new components, upgrade workflows, remove obsolete components; engage students in developing such information."
760,1,1900-01-01 00:00:00,2200-01-01 00:00:00,760,"760_126","(i) CoPs document ""missing"" features in trait discovery, mobilization and precision breeding applications, including prioritization of needs across AFS and CoPs, develop use cases around missing features and work with the Bioinformatics Module to support the formation of technical user requirements for new bioinformatics and/or biometrics tools and approaches."
761,1,1900-01-01 00:00:00,2200-01-01 00:00:00,761,"761_126","(i) Development of best practice documentation for e-learning based on materials used at regional workshops"
762,1,1900-01-01 00:00:00,2200-01-01 00:00:00,762,"762_126","(i) Provide mentorship / consultation to Members needing assistance to implement changes."
763,1,1900-01-01 00:00:00,2200-01-01 00:00:00,763,"763_126","(ii) A 20% increase in number of active platform users."
764,1,1900-01-01 00:00:00,2200-01-01 00:00:00,764,"764_126","(ii) CoPs provide user-based feedback on tools, workflows, suppliers and pipelines."
765,1,1900-01-01 00:00:00,2200-01-01 00:00:00,765,"765_126","(ii) Identification of, and links to relevant external e-modules and courses"
766,1,1900-01-01 00:00:00,2200-01-01 00:00:00,766,"766_126","(ii) Readdress breeding schemes with the implementation of new breeding tools (i.e. MAS, better field designs, mechanized field testing, genomic selection)"
767,1,1900-01-01 00:00:00,2200-01-01 00:00:00,767,"767_126","(iii) Training and documentation of end user tools and pipelines through webinars, ""YouTube"" modules, and implementation guides. (In 2018 & 2019 co-funded with GOBII)."
768,1,1900-01-01 00:00:00,2200-01-01 00:00:00,768,"768_126","(iii) Collection of member feedback to material provided"
769,1,1900-01-01 00:00:00,2200-01-01 00:00:00,769,"769_126","(iii) Members downloading resources from the web platform and reporting implementation in their breeding programs;"
770,1,1900-01-01 00:00:00,2200-01-01 00:00:00,770,"770_126","(iv) Existing projects: Tools developed by Seeds of Discovery, GenomeHarvest, GS-RUSE and other projects submitted with documentation to the toolbox and, as applicable, integrated in Galaxy/Taverna."
771,1,1900-01-01 00:00:00,2200-01-01 00:00:00,771,"771_126","(iv) In-depth training courses/ workshops linked to large meetings."
772,1,1900-01-01 00:00:00,2200-01-01 00:00:00,772,"772_126","(iv) Use of materials by AFS own training programs, BecA and other networks"
773,1,1900-01-01 00:00:00,2200-01-01 00:00:00,773,"773_126","Members document use of trait pipelines within their breeding programs to discuss during annual meetings"
774,1,1900-01-01 00:00:00,2200-01-01 00:00:00,774,"774_126","Members use guidelines to document predictive tools used in their breeding programs, grouped into discovery, validation and in-use stage"
775,1,1900-01-01 00:00:00,2200-01-01 00:00:00,775,"775_126","Physical and virtual blue-sky discussions associated with scientific meetings, to raise and discuss ideas for high-payoff approaches and discuss and design the incubation of project ideas. Allocation of modest resources to validate technologies in the incubator while jointly seeking additional funding to test more substantive game changers."
776,1,1900-01-01 00:00:00,2200-01-01 00:00:00,776,"776_126","Review of user feedback conducted; specific needs communicated to respective modules/AFS/partners, selection of any tools/practices receiving poor review for removal from EiB web platform."
777,1,1900-01-01 00:00:00,2200-01-01 00:00:00,777,"777_126","2020 - 600K SNP genotyped samples; 125K genome profiles. (i) Obtain and aggregate AFS demand for supplies and services. Determine cross-AFS; Genotyping platform preferences, etc."
778,1,1900-01-01 00:00:00,2200-01-01 00:00:00,778,"778_126","2020 - 600K SNP genotyped samples; 125K genome profiles. (iii) Finalize brokering of supplies and services and obtain minimum order commitments from AFS."
779,1,1900-01-01 00:00:00,2200-01-01 00:00:00,779,"779_126","2020 - 600K SNP genotyped samples; 125K genome profiles. (iv) Obtain feedback from service providers and AFS clients and document feedback collating to form a review for the Trait Discovery and Breeding Toolbox."
780,1,1900-01-01 00:00:00,2200-01-01 00:00:00,780,"780_126","2020 - Support to member breeding programs implementing cost-benefit analyses of MAS and GS workflows."
781,1,1900-01-01 00:00:00,2200-01-01 00:00:00,781,"781_126","$1.50 SNP genotyped sample; $8 genome profile."
782,1,1900-01-01 00:00:00,2200-01-01 00:00:00,782,"782_126","(i) Discussion of successes and challenges during annual meetings; refine and increase use cases."
783,1,1900-01-01 00:00:00,2200-01-01 00:00:00,783,"783_126","(ii) A 25% increase from previous year in use of best practices and tools."
784,1,1900-01-01 00:00:00,2200-01-01 00:00:00,784,"784_126","Forward MAS and GS plans implemented for applications with greatest chance of success. Cost-effective MAS and GS plans developed for additional traits and crops. (i) Develop use cases and develop/contribute to implementation guidelines for genotyping application in discovery and breeding."
785,1,1900-01-01 00:00:00,2200-01-01 00:00:00,785,"785_126","Forward MAS and GS plans implemented for applications with greatest chance of success. Cost-effective MAS and GS plans developed for additional traits and crops. (ii) Update and refine existing documents, remove those no longer appropriate/applicable or when reviews are negative."
786,1,1900-01-01 00:00:00,2200-01-01 00:00:00,786,"786_126","Forward MAS and GS plans implemented for applications with greatest chance of success. Cost-effective MAS and GS plans developed for additional traits and crops. (iii) Contribute to courses and workshops"
787,1,1900-01-01 00:00:00,2200-01-01 00:00:00,787,"787_126","2020 - Based on available funding, (iv) implementation of automation/ mechanization plans initiated"
788,1,1900-01-01 00:00:00,2200-01-01 00:00:00,788,"788_126","2020 - Based on available funding, (v) AFS reorient use of secondary traits (including HTP capabilities) to those with greatest added value viz primary traits"
789,1,1900-01-01 00:00:00,2200-01-01 00:00:00,789,"789_126","(i) Negotiate contracts with prioritized laboratories."
790,1,1900-01-01 00:00:00,2200-01-01 00:00:00,790,"790_126","(i) Testing and adaptation of best generic tools in interaction with distinct members – Trait set I."
791,1,1900-01-01 00:00:00,2200-01-01 00:00:00,791,"791_126","(i) Testing with members."
792,1,1900-01-01 00:00:00,2200-01-01 00:00:00,792,"792_126","(i) Workshop to exchange best practices and challenges."
793,1,1900-01-01 00:00:00,2200-01-01 00:00:00,793,"793_126","(ii) Establish logistical support in Toolbox."
794,1,1900-01-01 00:00:00,2200-01-01 00:00:00,794,"794_126","(ii) Integration in bioinformatics platform – Launch of Trait set I."
795,1,1900-01-01 00:00:00,2200-01-01 00:00:00,795,"795_126","(ii) Integration in bioinformatics platform."
796,1,1900-01-01 00:00:00,2200-01-01 00:00:00,796,"796_126","(ii) Test and adapt alternative approaches in members’ breeding programs; user feedback (Phenotyping)."
797,1,1900-01-01 00:00:00,2200-01-01 00:00:00,797,"797_126","(iii) AFS use a wider range of NIRS analyses capabilities."
798,1,1900-01-01 00:00:00,2200-01-01 00:00:00,798,"798_126","(iii) User survey and trouble-shooting."
799,1,1900-01-01 00:00:00,2200-01-01 00:00:00,799,"799_126","Based on available funding, (i) providers of priority equipment identified and user group defined"
800,1,1900-01-01 00:00:00,2200-01-01 00:00:00,800,"800_126","Based on available funding, (ii) service agreements for key phenotyping/mechanization approaches developed;"
801,1,1900-01-01 00:00:00,2200-01-01 00:00:00,801,"801_126","Based on available funding, (iii) related training of key technicians/scientists at sites;"
802,1,1900-01-01 00:00:00,2200-01-01 00:00:00,802,"802_126","(i) Existing databases and tools assessed and updated"
803,1,1900-01-01 00:00:00,2200-01-01 00:00:00,803,"803_126","(ii) Documented gap analysis for the Year 3-4 case studies."
804,1,1900-01-01 00:00:00,2200-01-01 00:00:00,804,"804_126","(i) BrAPI v2 defined"
805,1,1900-01-01 00:00:00,2200-01-01 00:00:00,805,"805_126","(i) Develop advancement tools to support key breeding uses cases."
806,1,1900-01-01 00:00:00,2200-01-01 00:00:00,806,"806_126","(i) Protocols, manuals, and best practices based on recommendations of the CoPs developed and uploaded in Toolbox."
807,1,1900-01-01 00:00:00,2200-01-01 00:00:00,807,"807_126","(i) Strategy to manage and integrate meta-data reviewed and updated."
808,1,1900-01-01 00:00:00,2200-01-01 00:00:00,808,"808_126","(ii) Crop agronomy ontology defined."
809,1,1900-01-01 00:00:00,2200-01-01 00:00:00,809,"809_126","(ii) Review of CoP effectiveness and modifications made as necessary."
810,1,1900-01-01 00:00:00,2200-01-01 00:00:00,810,"810_126","(ii) Train breeding teams in use of optimization tools and apply them to pipeline redesign."
811,1,1900-01-01 00:00:00,2200-01-01 00:00:00,811,"811_126","(ii) Workflows implemented for phase 1 use cases."
812,1,1900-01-01 00:00:00,2200-01-01 00:00:00,812,"812_126","(iii) Development or acquisition of new database and tools"
813,1,1900-01-01 00:00:00,2200-01-01 00:00:00,813,"813_126","(iii) Software development rules updated as necessary."
814,1,1900-01-01 00:00:00,2200-01-01 00:00:00,814,"814_126","(iii) Strategy to implement the Year 3-4 case studies defined."
815,1,1900-01-01 00:00:00,2200-01-01 00:00:00,815,"815_126","(iv) Common BrAPI updated as necessary."
816,1,1900-01-01 00:00:00,2200-01-01 00:00:00,816,"816_126","(iv) Implementation of BrAPI and local APIs for different systems."
817,1,1900-01-01 00:00:00,2200-01-01 00:00:00,817,"817_126","(v) Capacity development strategy updated."
818,1,1900-01-01 00:00:00,2200-01-01 00:00:00,818,"818_126","(vi) Support capacity building and the evaluation of new bioinformatics/biometrics tools and approaches in collaboration with distinct user groups and use cases prioritized in Modules 2-4."
819,1,1900-01-01 00:00:00,2200-01-01 00:00:00,819,"819_126","(vii) Training workshops for biometricians in CGIAR target countries to expand the number of resource persons."
820,1,1900-01-01 00:00:00,2200-01-01 00:00:00,820,"820_126","(viii) Broker access to proprietary software and computational capacity on a pay-per-use basis."
821,1,1900-01-01 00:00:00,2200-01-01 00:00:00,821,"821_126","Breeding management system: (i) Implement plan for maintaining the BMS;"
822,1,1900-01-01 00:00:00,2200-01-01 00:00:00,822,"822_126","Breeding management system: (ii) implement updated breeding management systems in appropriate member programs and obtain feedback;"
823,1,1900-01-01 00:00:00,2200-01-01 00:00:00,823,"823_126","Breeding management system: (iii) develop plan for maintaining GOBII including support for making critical enhancements needed to support GOBII users."
824,1,1900-01-01 00:00:00,2200-01-01 00:00:00,824,"824_126","Breeding use cases reprioritized based on progress."
